#Time Ao_1 VAD_1 Ao_1 VAD_1 Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50 Ao_51 VAD_51 Ao_52 VAD_52 Ao_53 VAD_53 Ao_54 VAD_54 Ao_55 VAD_55 Ao_56 VAD_56 Ao_57 VAD_57 Ao_58 VAD_58 Ao_59 VAD_59 Ao_60 VAD_60
0.0 0.0 24.7623 0.0 24.7623 0.0 24.7623 0.0 45.6801 0.0 25.3867 0.0 27.3687 0.0 38.5836 0.0 17.9693 0.0 31.2689 0.0 36.4179 0.0 43.3638 0.0 38.4852 0.0 22.6951 0.0 21.9249 0.0 27.7148 0.0 25.9966 0.0 39.9564 0.0 36.0755 0.0 32.1654 0.0 44.365 0.0 30.2841 0.0 46.7552 0.0 20.9409 0.0 22.089 0.0 29.9735 0.0 23.8545 0.0 35.7745 0.0 37.1279 0.0 34.3426 0.0 43.5954 0.0 32.1733 0.0 48.0774 0.0 26.5164 0.0 45.516 0.0 23.128 0.0 29.5108 0.0 42.7655 0.0 16.9169 0.0 29.0916 0.0 37.1875 0.0 41.4747 0.0 37.163 0.0 22.6951 0.0 21.9249 0.0 27.7148 0.0 25.9966 0.0 39.9564 0.0 36.0755 0.0 32.1654 0.0 44.365 0.0 30.2841 0.0 46.7552 0.0 22.6951 0.0 21.9249 0.0 27.7148 0.0 25.9966 0.0 39.9564 0.0 36.0755 0.0 32.1654 0.0 44.365 0.0 30.2841 0.0 46.7552
0.0043 -5.2083 25.7973 -5.2083 25.7973 -5.2083 25.7973 -11.8235 46.7155 -5.3976 26.3948 -6.0278 28.4104 -9.5705 39.6372 -3.0593 19.0146 -7.2682 32.2981 -8.8888 37.4323 -11.0889 44.3869 -9.5519 39.4989 -4.5478 23.7131 -4.3001 22.9619 -6.1414 28.7447 -5.5887 27.0175 -10.0123 40.9693 -8.794 37.1311 -7.5594 33.2157 -11.3985 45.3719 -6.9606 31.3256 -12.133 47.7817 -3.9978 21.976 -4.3515 23.1244 -6.8514 30.9815 -4.9165 24.8962 -8.6803 36.828 -9.1193 38.1733 -8.2369 35.3719 -11.1579 44.6098 -7.5533 33.1964 -12.5257 49.091 -5.7581 27.5345 -11.7614 46.553 -4.6885 24.1579 -6.7028 30.5317 -10.8976 43.7785 -2.7288 17.9724 -6.5852 30.142 -9.1259 38.1944 -10.4982 42.5162 -9.0978 38.1895 -4.5478 23.7131 -4.311 22.9619 -6.1414 28.7447 -5.5876 27.0175 -9.9861 40.9693 -8.794 37.1311 -7.5594 33.2157 -11.3985 45.3719 -6.9606 31.3256 -12.1592 47.7817 -4.5478 23.7131 -4.3022 22.9619 -6.1414 28.7447 -5.588 27.0175 -10.0123 40.9693 -8.794 37.1311 -7.5594 33.2157 -11.3985 45.3719 -6.9606 31.3256 -12.1354 47.7817
0.0086 0.2313 25.6475 0.2313 25.6475 0.2313 25.6475 -6.2199 45.7183 -0.0194 26.225 -0.5815 28.1533 -3.932 38.9117 2.0894 19.1432 -1.7719 31.8848 -3.1771 36.8225 -5.2072 43.4932 -4.0213 38.8028 0.8068 23.6495 1.193 22.9289 -0.8317 28.4759 -0.3014 26.8213 -4.4321 40.2174 -3.2498 36.5088 -2.2928 32.756 -5.6852 44.4543 -1.3705 30.9472 -6.2726 46.7511 1.3106 21.982 1.1518 23.0848 -1.4922 30.6292 0.3607 24.7833 -3.2056 36.2272 -3.5805 37.5171 -2.9644 34.8366 -5.468 43.7147 -1.9652 32.7493 -6.8166 48.0321 -0.3831 27.3174 -5.9158 45.5621 0.5554 24.0755 -1.3701 30.1937 -5.2538 42.9162 2.5061 18.1456 -1.3493 29.8096 -3.502 37.5616 -4.7355 41.6824 -3.5445 37.5474 0.8551 23.6495 1.0834 22.9274 -0.7902 28.4759 -0.3025 26.8215 -4.3762 40.2214 -3.31 36.5088 -2.1582 32.756 -5.8748 44.4543 -1.4486 30.9472 -6.4561 46.7484 0.8149 23.6495 0.9329 22.9286 -0.7554 28.4759 -0.183 26.8214 -4.4173 40.2174 -3.2802 36.5088 -2.2526 32.756 -5.4443 44.4543 -1.369 30.9472 -6.4123 46.7519
0.0129 1.848 26.4661 1.848 26.4661 1.848 26.4661 -2.5298 46.4755 1.7046 27.0185 1.2551 28.969 -1.1445 39.7135 3.3536 19.9787 0.4539 32.6812 -0.4822 37.5947 -2.0229 44.2596 -1.0578 39.5688 2.3737 24.4523 2.3604 23.7635 1.2371 29.2732 1.5254 27.6156 -1.2801 40.9786 -0.5179 37.3097 0.332 33.5525 -2.316 45.2089 0.6692 31.7637 -2.9008 47.5081 2.6988 22.8022 2.3048 23.9175 0.7718 31.4045 1.9906 25.5984 -0.4741 37.0286 -0.7225 38.3084 -0.093 35.6121 -2.0944 44.476 0.2705 33.5481 -3.2898 48.778 1.5375 28.1128 -2.6355 46.3466 2.2201 24.8823 0.8101 30.9806 -1.9905 43.671 3.5164 18.9975 0.9677 30.6127 -0.784 38.3302 -1.6984 42.4755 -0.8685 38.3262 2.3264 24.4581 2.4875 23.7552 1.2481 29.2762 1.5225 27.6156 -1.4545 40.9881 -0.4969 37.3053 0.1854 33.5632 -2.2255 45.2014 0.7153 31.758 -2.8407 47.5108 2.3747 24.4529 2.3568 23.7443 1.2418 29.2787 1.5421 27.6241 -1.2993 40.9796 -0.4974 37.3074 0.3429 33.5563 -2.2865 45.2132 0.6446 31.7638 -2.9098 47.5063
0.0171 3.2806 27.1496 3.2806 27.1496 3.2806 27.1496 0.035 47.1128 3.2378 27.6826 2.8436 29.6422 0.9097 40.3536 4.6332 20.7036 2.2556 33.3395 1.4786 38.2414 0.2659 44.8847 1.0926 40.1997 3.7628 25.141 3.5777 24.4405 2.9695 29.9542 3.1529 28.2873 0.9399 41.6134 1.5335 37.9793 2.379 34.2442 0.0601 45.8184 2.3164 32.4267 -0.3394 48.1136 4.0463 23.5073 3.5483 24.5934 2.5559 32.0653 3.5145 26.2893 1.589 37.7008 1.3673 38.9682 1.9648 36.2825 0.1719 45.0906 2.021 34.194 -0.6233 49.3718 3.1561 28.7907 -0.3192 46.9547 3.7332 25.5762 2.6026 31.6418 0.4777 44.2996 4.68 19.7236 2.8771 31.3133 1.2663 38.96 0.4856 43.1056 1.1854 38.9577 3.6425 25.1367 3.7855 24.4501 2.9175 29.9516 3.1684 28.2871 0.7124 41.6017 1.6293 37.9825 2.1451 34.2359 0.2264 45.8243 2.4281 32.4314 -0.3446 48.1227 3.7649 25.1412 3.7831 24.4367 2.8831 29.9558 3.0861 28.2886 0.9177 41.6144 1.56 37.978 2.3049 34.2448 -0.0327 45.8185 2.2924 32.4269 -0.307 48.1145
0.0214 5.3507 27.7772 5.3507 27.7772 5.3507 27.7772 2.4283 47.7614 5.3334 28.2956 4.9743 30.2728 3.194 40.9881 6.4723 21.3564 4.4708 33.9662 3.641 38.8651 2.5234 45.508 3.3694 40.8214 5.7241 25.7682 5.6202 25.0537 5.0644 30.5928 5.3094 28.9163 3.1777 42.2392 3.7234 38.63 4.4813 34.9057 2.3851 46.4308 4.4918 33.0501 2.099 48.737 5.9551 24.1438 5.6002 25.2057 4.7486 32.6923 5.6331 26.9308 3.8025 38.3511 3.5871 39.6126 4.1202 36.9326 2.5581 45.7075 4.2296 34.8066 1.8844 49.9879 5.1854 29.4179 2.1246 47.5699 5.7341 26.2142 4.8036 32.271 2.7691 44.9257 6.5294 20.372 4.9723 31.9752 3.481 39.5717 2.7508 43.7291 3.4812 39.5814 5.6535 25.7547 5.7221 25.078 5.0475 30.5851 5.323 28.9159 3.0149 42.214 3.8015 38.6408 4.3817 34.8804 2.5252 46.4487 4.5195 33.0648 2.1297 48.7478 5.7126 25.7673 5.8892 25.0744 5.0095 30.5886 5.2096 28.9063 3.1473 42.2395 3.7471 38.6311 4.4431 34.9021 2.3757 46.4236 4.4893 33.0507 2.1507 48.7429
0.0257 7.6755 28.411 7.6755 28.411 7.6755 28.411 4.2933 48.4384 7.6527 28.9182 7.2787 30.9217 5.0938 41.6627 8.6753 21.9904 6.7359 34.6148 5.767 39.5007 4.4435 46.1631 5.4397 41.4733 8.005 26.3865 7.9122 25.685 7.3896 31.2341 7.6523 29.555 5.206 42.8863 5.8908 39.3 6.711 35.5672 4.2871 47.0799 6.7462 33.6988 3.7993 49.4085 8.2385 24.7693 7.895 25.8365 7.0386 33.3245 7.9134 27.5793 5.8918 39.0157 5.702 40.2779 6.3753 37.5856 4.433 46.3611 6.4427 35.447 3.5991 50.6515 7.4732 30.0423 3.9026 48.2379 8.0159 26.8482 7.0871 32.9158 4.6801 45.5769 8.7552 21.011 7.2272 32.6315 5.6151 40.2102 4.6621 44.3951 5.4506 40.2394 7.979 26.3755 8.0276 25.7042 7.3742 31.2281 7.6367 29.5549 4.8878 42.8656 5.9454 39.3096 6.6306 35.5459 4.4199 47.097 6.7932 33.71 3.9372 49.4172 7.9868 26.385 8.1586 25.7166 7.3186 31.2269 7.5237 29.5409 5.1609 42.8856 5.935 39.3026 6.6802 35.5613 4.194 47.0688 6.728 33.6994 3.8367 49.4163
0.03 9.1348 29.0417 9.1348 29.0417 9.1348 29.0417 5.5256 49.1328 9.0651 29.536 8.4221 31.5653 5.7865 42.3428 10.3998 22.6076 7.9506 35.2655 7.2827 40.1479 5.5379 46.8432 6.6375 42.1364 9.6932 26.9973 8.8949 26.3089 8.9722 31.8696 8.9352 30.1831 6.5411 43.5467 7.2013 39.9784 8.4606 36.2246 5.3406 47.7546 7.9292 34.3534 4.2741 50.0948 9.9808 25.3853 8.8673 26.4597 8.608 33.9533 9.1385 28.2148 7.3701 39.6875 6.9756 40.9526 8.089 38.2367 5.4372 47.0384 7.5891 36.0959 4.1067 51.3326 9.1495 30.6629 4.5377 48.9345 9.6085 27.4725 8.3381 33.5539 5.9261 46.2457 10.2475 21.6342 8.9973 33.2798 6.7502 40.8624 5.5955 45.0853 6.0744 40.8958 9.4354 26.9905 9.5911 26.3254 8.813 31.8665 8.9079 30.1826 5.5064 43.5238 7.4863 39.9836 7.8943 36.2126 5.7698 47.7639 8.2402 34.3596 4.8572 50.1148 9.7018 26.9959 9.4134 26.3425 8.8342 31.8623 8.6836 30.1684 6.5003 43.5456 7.3063 39.9811 8.3847 36.2188 5.1359 47.743 7.9288 34.354 4.4229 50.1032
0.0343 8.1937 29.5885 8.1937 29.5885 8.1937 29.5885 5.4029 49.7601 8.0402 30.0694 6.8159 32.1071 3.6003 42.9039 10.5029 23.1507 6.7773 35.8261 7.2212 40.7316 4.9033 47.4479 5.6823 42.7159 9.582 27.5373 6.678 26.8167 8.5553 32.4306 7.7127 30.7189 6.329 44.1392 6.7373 40.5797 8.746 36.8195 4.4632 48.35 6.4815 34.9132 2.4147 50.6692 9.8532 25.929 6.6615 26.9682 8.2182 34.5096 7.9583 28.756 7.1687 40.2883 6.5324 41.5516 8.3842 38.8271 4.5713 47.6357 6.1697 36.6526 2.3016 51.9026 8.9827 31.215 2.6932 49.5237 9.2138 28.0201 7.1634 34.1012 5.766 46.8477 9.6574 22.1734 9.2885 33.8641 5.8868 41.4349 4.3539 45.6841 4.0365 41.4385 8.5185 27.5242 8.9002 26.8684 8.0098 32.4239 7.6565 30.717 3.5168 44.0707 7.5185 40.59 6.8389 36.7909 5.8557 48.3723 7.5101 34.9304 3.8771 50.7268 9.543 27.5363 8.0344 26.8686 8.2159 32.4214 7.0922 30.6981 6.2875 44.1375 6.873 40.5833 8.5754 36.8129 4.118 48.3352 6.4803 34.9142 2.7477 50.6823
0.0386 3.9048 29.9184 3.9048 29.9184 3.9048 29.9184 3.1794 50.2203 3.6367 30.3847 1.6771 32.38 -1.6679 43.1481 7.9041 23.5349 2.2131 36.1483 4.5354 41.1573 1.533 47.8422 1.7452 43.0694 6.5175 27.9151 0.342 27.0185 5.2859 32.814 3.2488 31.0239 3.5468 44.5601 3.4128 40.9812 6.8188 37.2814 0.7788 48.7209 1.3734 35.2085 -2.2153 50.9351 6.7668 26.3054 0.3299 27.1704 4.9981 34.8917 3.4534 29.0528 4.2574 40.7115 3.2433 41.9517 6.4928 39.2859 0.873 48.0073 1.133 36.9501 -2.2777 52.1738 5.9875 31.6081 -2.4019 49.7941 5.8833 28.3858 2.8098 34.4194 3.0766 47.2761 5.894 22.4935 7.2913 34.318 1.8728 41.7849 -0.2494 46.0123 -1.1324 41.6806 4.2249 27.8394 4.8947 27.2053 4.0957 32.7742 3.1523 31.0183 -1.6327 44.3165 5.1104 41.0404 2.6428 37.1357 3.7134 48.8291 3.6284 35.2951 0.0132 51.0934 6.4467 27.9132 3.3236 27.1399 4.6183 32.79 1.9497 30.9627 3.4416 44.5552 3.6844 40.9914 6.4608 37.2674 0.0196 48.6856 1.3592 35.2091 -1.5813 50.9704
0.0428 -3.1672 29.906 -3.1672 29.906 -3.1672 29.906 -1.0958 50.3848 -3.4062 30.3632 -5.8486 32.2882 -9.2848 42.9945 2.6702 23.6557 -4.8123 36.1086 -0.8412 41.2882 -4.363 47.8896 -4.471 43.0759 0.6071 28.007 -8.6975 26.8229 -0.4515 32.8939 -3.4677 30.9944 -1.6329 44.6775 -2.309 41.0532 2.5813 37.4879 -5.3349 48.7337 -6.3839 35.1192 -8.8129 50.816 0.8143 26.3935 -8.7103 26.9755 -0.6568 34.9749 -3.2921 29.0166 -1.1273 40.8247 -2.4163 42.0251 2.3266 39.494 -5.2731 48.0189 -6.5969 36.8664 -8.7716 52.0574 0.2479 31.711 -10.0298 49.6412 0.0016 28.4529 -3.7785 34.3979 -1.9433 47.3991 -0.5704 22.5127 2.9307 34.5166 -4.6915 41.7857 -7.4224 45.9423 -8.464 41.549 -2.8802 27.8252 -2.0679 27.2164 -2.2919 32.7946 -3.5556 30.9853 -9.0024 44.1796 0.3395 41.2027 -3.9021 37.1269 -0.7866 49.0057 -3.0157 35.318 -6.0808 51.0829 0.492 28.002 -3.6487 27.0837 -1.6216 32.837 -5.6269 30.873 -1.829 44.6671 -1.8171 41.0772 1.9099 37.4552 -6.6646 48.6575 -6.5 35.1191 -7.7985 50.8873
0.0471 -11.2983 29.586 -11.2983 29.586 -11.2983 29.586 -6.5336 50.2821 -11.3035 30.0508 -13.9069 31.9064 -16.6373 42.5452 -4.0526 23.5094 -12.3259 35.7746 -7.893 41.1229 -11.3963 47.6279 -11.0858 42.7982 -6.8685 27.8117 -18.3937 26.3122 -7.1096 32.6997 -10.6275 30.6958 -8.117 44.5128 -8.9263 40.8343 -3.0951 37.4344 -12.2234 48.4423 -14.9282 34.7053 -14.9702 50.4106 -6.8193 26.1905 -18.3593 26.4668 -7.3344 34.7885 -10.583 28.7127 -7.7685 40.6459 -8.97 41.8102 -3.2767 39.4462 -12.1684 47.7246 -14.8962 36.4637 -14.813 51.6557 -6.977 31.5251 -17.3287 49.1504 -6.9473 28.2475 -10.7928 34.1056 -8.2631 47.2384 -8.1206 22.2499 -2.888 34.4561 -11.954 41.4862 -14.877 45.5439 -15.633 41.1473 -11.096 27.5118 -10.4611 26.9168 -9.4705 32.5336 -10.7327 30.6832 -16.138 43.7575 -5.8216 41.0873 -10.8354 36.8302 -6.8283 48.8995 -10.6741 35.0324 -12.5838 50.769 -7.0436 27.802 -11.2021 26.773 -8.9029 32.5945 -13.7605 30.4984 -8.4064 44.4933 -8.2348 40.8787 -4.1779 37.3718 -14.1092 48.3073 -14.9836 34.7068 -13.5855 50.5301
0.0514 -18.6776 29.103 -18.6776 29.103 -18.6776 29.103 -11.6568 50.022 -18.2727 29.5946 -20.3264 31.3895 -20.6418 41.9685 -10.795 23.1972 -18.1022 35.3088 -14.6962 40.7622 -17.1979 47.1975 -15.7378 42.3937 -14.368 27.4359 -26.2728 25.6456 -13.3583 32.3569 -16.5623 30.2841 -14.0005 44.182 -14.3612 40.4617 -8.7945 37.2032 -17.4975 48.0022 -21.49 34.1429 -16.7824 49.8902 -14.4555 25.8044 -26.1923 25.8031 -13.2344 34.456 -16.7187 28.2892 -13.7749 40.2938 -14.421 41.4429 -8.8773 39.2229 -17.4661 47.281 -21.2019 35.9131 -16.3492 51.1395 -14.1025 31.1595 -19.7245 48.5077 -13.5178 27.8949 -16.3019 33.7007 -14.2028 46.9105 -15.3346 21.8327 -8.6378 34.2206 -17.2868 41.0343 -19.2808 44.99 -19.8375 40.6275 -18.6254 27.0383 -18.5156 26.4346 -15.6045 32.1348 -16.6595 30.2702 -19.8409 43.2149 -11.654 40.797 -16.3092 36.4079 -13.0184 48.5973 -17.4437 34.5758 -17.1183 50.321 -14.6158 27.4201 -17.5313 26.333 -15.6183 32.1924 -20.3671 29.99 -14.4279 44.1514 -13.5623 40.5308 -10.1599 37.1051 -19.3112 47.7949 -21.5361 34.1423 -15.4707 50.0628
0.0557 -23.7025 28.5572 -23.7025 28.5572 -23.7025 28.5572 -14.6174 49.7012 -22.5554 29.0957 -23.2502 30.8609 -19.7908 41.3701 -16.2153 22.7939 -20.2617 34.8161 -19.6273 40.286 -19.934 46.6931 -17.2324 41.9463 -20.265 26.9585 -30.6623 24.9824 -17.4186 31.9472 -19.6065 29.8623 -17.8198 43.7677 -17.3411 40.0166 -13.2419 36.8762 -19.2253 47.5044 -24.1421 33.5412 -15.2283 49.338 -20.6083 25.3162 -30.6118 25.1418 -17.0658 34.0581 -19.9749 27.8526 -17.7462 39.8483 -17.3689 41.0068 -13.2701 38.9073 -19.211 46.7762 -23.1938 35.3206 -14.7776 50.5915 -19.5083 30.6919 -18.3611 47.7943 -18.223 27.4762 -18.6891 33.2822 -17.8327 46.5017 -20.5016 21.3512 -13.2339 33.8864 -19.4971 40.5144 -19.8176 44.3697 -19.2686 40.1037 -23.9301 26.5039 -24.5355 25.8671 -19.1399 31.6937 -19.6823 29.8472 -19.0277 42.6519 -15.7975 40.414 -18.3426 35.9548 -17.1199 48.2064 -21.3608 34.0398 -17.6884 49.8328 -20.5617 26.9357 -21.0159 25.8864 -19.9184 31.7213 -23.732 29.4717 -18.2202 43.7232 -16.5903 40.1151 -14.8491 36.7354 -20.584 47.211 -24.2525 33.5385 -14.2691 49.5691
0.06 -25.3193 28.0819 -25.3193 28.0819 -25.3193 28.0819 -13.813 49.3951 -23.5312 28.6791 -22.7186 30.437 -15.6209 40.8714 -19.0958 22.4043 -18.6967 34.4086 -21.1373 39.8037 -18.5282 46.2225 -16.1792 41.5764 -23.4716 26.4993 -31.5013 24.4545 -18.4193 31.5824 -19.7064 29.5297 -18.0423 43.369 -17.5151 39.6212 -15.4353 36.5432 -17.1622 47.0592 -22.6231 33.0314 -12.0464 48.8978 -23.9126 24.8444 -31.3994 24.6167 -17.8668 33.7009 -20.4739 27.5089 -18.6393 39.4273 -17.4117 40.6179 -15.2554 38.5846 -17.2843 46.3261 -20.9492 34.8131 -11.7196 50.1565 -21.9387 30.2366 -15.0419 47.1964 -20.1408 27.1065 -17.7195 32.9485 -17.3981 46.1084 -22.7072 20.9288 -15.6941 33.5461 -18.9599 40.0585 -17.6349 43.837 -15.2602 39.6719 -26.034 26.0395 -27.4145 25.3508 -19.5024 31.3223 -19.856 29.5144 -15.2364 42.1861 -17.0142 40.0385 -17.1084 35.5808 -17.1117 47.8012 -21.4579 33.5519 -14.864 49.413 -23.725 26.4687 -21.7251 25.535 -20.9458 31.2989 -23.6923 29.058 -18.4757 43.3123 -16.7863 39.7455 -17.0643 36.3598 -18.2054 46.6851 -22.685 33.0258 -11.5437 49.1815
0.0643 -23.5366 27.7348 -23.5366 27.7348 -23.5366 27.7348 -10.6172 49.1487 -21.3718 28.3915 -18.797 30.1684 -10.5623 40.5564 -19.1385 22.0977 -15.2333 34.1324 -19.0141 39.3995 -13.9245 45.8492 -12.4987 41.3487 -23.5128 26.1323 -27.2867 24.1253 -17.1271 31.313 -16.9397 29.3322 -14.6193 43.0489 -14.7245 39.3357 -15.2399 36.2753 -12.4801 46.7302 -18.5853 32.6716 -7.7448 48.6757 -23.9819 24.4669 -27.1683 24.287 -16.2668 33.4378 -17.9655 27.3089 -16.3472 39.0968 -14.3306 40.3377 -14.6093 38.3242 -12.6797 45.9959 -16.8591 34.4468 -7.5372 49.9462 -21.5559 29.8693 -10.2676 46.8478 -19.2783 26.8378 -14.5173 32.7417 -13.5166 45.784 -21.579 20.6186 -15.9326 33.2739 -15.3352 39.7414 -12.9963 43.4861 -10.3772 39.403 -24.6477 25.7038 -26.6515 24.9538 -17.3233 31.066 -16.9406 29.3188 -10.2397 41.9002 -15.2077 39.7396 -13.9156 35.341 -14.0732 47.4467 -19.1724 33.174 -10.1739 49.1332 -23.8168 26.0984 -19.0518 25.328 -19.3379 30.9799 -20.1041 28.7992 -14.8865 42.9816 -14.146 39.482 -16.6924 36.0583 -13.2601 46.2965 -18.6314 32.6646 -7.5005 48.9984
0.0686 -18.7587 27.5375 -18.7587 27.5375 -18.7587 27.5375 -6.5427 49.0134 -16.5053 28.2467 -12.9018 30.0571 -5.7383 40.4886 -16.5314 21.9054 -10.7996 34.0374 -14.4633 39.1076 -8.4277 45.6202 -7.4791 41.2721 -20.5127 25.8985 -18.4554 23.9524 -14.2378 31.1763 -12.0096 29.2749 -9.7789 42.8401 -10.2105 39.1877 -12.3983 36.0969 -7.1654 46.5586 -13.1611 32.5013 -3.7991 48.6899 -20.6554 24.2201 -18.2995 24.1137 -13.2238 33.3058 -12.7793 27.2469 -11.9522 38.8922 -9.6518 40.1882 -11.3845 38.1487 -7.3848 45.824 -11.8643 34.283 -3.7488 49.96 -19.0454 29.64 -5.711 46.754 -15.8142 26.6967 -10.1358 32.6896 -8.6353 45.5693 -17.1689 20.4367 -13.8478 33.0947 -10.2181 39.582 -7.5574 43.3354 -5.6648 39.3569 -19.6154 25.5124 -21.9034 24.7022 -13.4136 30.9521 -11.9468 29.262 -5.4904 41.848 -11.1421 39.5487 -9.6028 35.2695 -9.8914 47.1944 -15.5116 32.9618 -5.41 49.0332 -20.7471 25.8614 -13.276 25.257 -15.9495 30.8064 -13.933 28.6885 -9.9401 42.7636 -9.7556 39.3504 -13.7227 35.8531 -7.7257 46.0897 -13.1883 32.4943 -3.5949 49.0262
0.0728 -11.1002 27.4878 -11.1002 27.4878 -11.1002 27.4878 -2.9217 49.0351 -9.1231 28.243 -5.8639 30.119 -1.6873 40.6823 -11.3825 21.8299 -4.9592 34.1387 -8.6099 38.9494 -3.9543 45.5987 -2.8199 41.3645 -14.3466 25.796 -8.7493 23.9166 -8.7397 31.1928 -5.6089 29.358 -5.0711 42.7819 -5.0772 39.1956 -8.1109 36.0453 -2.9509 46.5988 -6.4036 32.5384 -0.6111 48.9319 -14.3478 24.1011 -8.7112 24.0794 -7.8881 33.3219 -6.0588 27.3178 -6.7017 38.8353 -4.7076 40.1954 -7.054 38.0915 -3.0876 45.8616 -5.6653 34.3455 -0.6163 50.2063 -13.5163 29.563 -1.9856 46.9228 -9.802 26.68 -4.4069 32.801 -4.2842 45.5234 -10.2246 20.3748 -9.6452 33.0532 -4.7867 39.5984 -3.0683 43.4134 -1.5368 39.5517 -11.6619 25.4496 -13.933 24.5862 -7.3342 30.991 -5.509 29.3473 -1.5468 42.0347 -6.4425 39.487 -4.2197 35.3775 -5.4417 47.0915 -9.218 32.943 -1.7877 49.1503 -14.5694 25.7557 -6.1911 25.3124 -9.6896 30.7933 -6.554 28.7358 -5.1973 42.7061 -4.8217 39.3641 -9.0654 35.7796 -3.389 46.1212 -6.3542 32.5297 -0.4904 49.2651
0.0771 -4.137 27.5905 -4.137 27.5905 -4.137 27.5905 -0.1989 49.2321 -2.8182 28.3935 -0.7382 30.3848 1.3233 41.1184 -5.4064 21.8619 -0.3957 34.4076 -3.5952 39.0157 -0.7161 45.8052 0.5432 41.6575 -6.9827 25.7938 -2.1313 24.1361 -3.1469 31.3267 -0.6202 29.6027 -1.4312 42.918 -1.0081 39.3864 -3.5504 36.1427 0.0634 46.8662 -1.2853 32.7892 1.8292 49.4063 -6.8798 24.0886 -2.1366 24.2991 -2.6526 33.4624 -0.8339 27.5551 -2.2569 38.9546 -0.8106 40.3915 -2.8395 38.1917 -0.006 46.1275 -0.9477 34.6058 1.8277 50.6803 -6.5529 29.5864 0.9436 47.3613 -3.7395 26.7849 0.0193 33.074 -1.0325 45.6748 -3.8465 20.4594 -4.5825 33.143 -0.6918 39.8234 0.2003 43.7425 1.469 39.9736 -4.4868 25.5346 -6.176 24.606 -1.8857 31.1774 -0.5378 29.5955 1.3465 42.4567 -2.3142 39.5901 -0.0307 35.6564 -1.8276 47.2195 -3.3337 33.0693 0.8907 49.5027 -7.0741 25.75 -0.8796 25.5458 -3.6533 30.9112 -1.0936 28.9786 -1.4999 42.8415 -0.8546 39.5592 -4.0914 35.861 -0.1888 46.3957 -1.2433 32.782 1.9169 49.7237
0.0814 0.3776 27.9129 0.3776 27.9129 0.3776 27.9129 1.8762 49.6064 1.2294 28.7517 2.5457 30.8694 3.4316 41.7583 -0.6767 22.0545 2.6356 34.8735 0.0899 39.2947 1.7186 46.2313 2.8169 42.1343 -1.4635 25.9854 1.9965 24.6348 0.76 31.6255 2.5863 30.0346 1.2047 43.2534 1.7406 39.7742 0.2572 36.3907 2.2913 47.3394 2.1164 33.2653 3.5715 50.0493 -1.4376 24.2815 1.9945 24.7967 1.0415 33.7686 2.4435 27.9865 0.9108 39.2747 1.8122 40.781 0.6152 38.4496 2.2686 46.6018 2.2391 35.0859 3.6133 51.3191 -1.238 29.798 3.1318 48.0064 0.4306 27.064 2.8802 33.527 1.3809 46.0247 0.4303 20.7533 -0.3133 33.3718 1.9754 40.2543 2.6192 44.2934 3.539 40.5781 0.1952 25.8415 -0.8918 24.8542 1.6542 31.547 2.6187 30.0313 3.427 43.071 0.8926 39.8787 2.7328 36.1237 0.8307 47.5283 0.6658 33.4057 2.8995 50.0429 -1.5353 25.9414 2.4442 25.9811 0.4799 31.2168 2.365 29.4398 1.1574 43.1775 1.8519 39.9418 -0.0639 36.1066 2.1881 46.8935 2.1307 33.2606 3.608 50.3485
