#Time Ao_1 VAD_1 Ao_1 VAD_1 Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50 Ao_51 VAD_51 Ao_52 VAD_52 Ao_53 VAD_53 Ao_54 VAD_54 Ao_55 VAD_55 Ao_56 VAD_56 Ao_57 VAD_57 Ao_58 VAD_58 Ao_59 VAD_59 Ao_60 VAD_60
2.4253 0.9123 37.257 0.9123 37.257 0.9123 37.257 -1.6095 56.655 45.7218 56.5601 135.4963 101.4833 136.2091 95.9547 -0.6766 21.2573 100.1631 97.6877 -9.1884 33.514 -0.3905 54.7813 81.5935 94.3691 -1.211 24.0431 187.2913 95.0728 -0.3559 39.0513 128.6872 87.3383 -1.1535 48.6836 1.0756 48.8147 -5.7397 34.057 34.5474 69.3291 85.7052 97.9965 110.6784 96.049 -1.2658 22.0386 187.3119 95.1075 -0.4214 41.2287 131.0491 86.1219 -1.2193 44.4953 1.5509 49.8255 -5.451 36.5294 34.4559 68.6835 83.8067 98.1182 109.5427 97.3735 -1.0256 26.8453 159.3125 122.3741 -0.2862 34.4218 128.0135 89.1519 -1.1475 51.5834 0.3096 29.4585 -6.5866 30.6043 32.7025 59.0349 80.2136 106.4504 116.1461 87.8776 0.8794 35.2431 -2.0346 30.3305 39.1566 56.2797 129.4195 87.3926 134.9949 93.875 -0.3715 42.1752 99.8361 93.3983 -3.4545 45.8773 -0.2636 41.3157 83.0585 104.773 -1.2715 24.0413 133.1169 86.6534 -0.1939 38.6822 140.5986 97.3617 -1.176 48.5846 1.436 48.616 -6.9966 33.0734 37.4123 69.1647 85.6877 98.04 102.2501 94.6176
2.4296 5.9825 37.7136 5.9825 37.7136 5.9825 37.7136 -0.9831 56.8879 50.1282 61.5151 141.2075 100.1537 128.9738 94.6414 -0.629 22.4258 109.7135 99.0128 -4.8454 34.5695 -0.128 55.1544 88.8386 96.8023 -0.9149 25.4114 187.548 93.7614 -0.1191 39.4 132.9878 86.4093 -1.4124 49.2235 5.39 49.2808 -2.7747 34.9387 39.6419 73.4036 92.0802 101.9608 102.2986 94.8791 -0.9486 23.4543 187.5126 93.7993 -0.1907 41.5536 135.0848 85.1452 -1.4854 45.0922 6.2909 50.3794 -2.6154 37.3844 39.5555 72.7818 90.2819 102.0703 101.4993 96.129 -0.7915 28.3267 162.3633 120.6138 -0.0448 34.7726 132.1086 88.3207 -1.413 52.114 2.2057 29.8111 -3.3469 31.4155 38.6035 63.2154 86.7564 110.4534 107.8679 86.7362 6.0037 35.6588 -1.222 30.8657 43.142 60.6594 133.0753 86.3748 127.7361 92.6964 -0.5866 43.139 108.3982 94.4942 -1.2748 47.0925 -0.0287 41.7589 90.622 107.4101 -0.9356 25.4119 135.9206 85.2846 0.0105 39.0899 146.2001 96.1885 -1.4417 49.1384 5.8611 49.169 -3.5658 33.94 43.4223 73.7711 92.1215 101.9999 94.7627 93.3681
2.4339 15.0976 39.1193 15.0976 39.1193 15.0976 39.1193 0.0062 57.2113 54.6111 66.5142 144.934 98.5178 121.0376 93.3324 -0.642 23.4751 119.7156 99.5576 -2.2011 35.9718 0.2871 55.5362 97.0509 98.5679 -0.8145 26.6456 186.1142 92.4138 0.2026 39.7451 135.6606 85.2683 -1.6763 49.6707 11.3474 50.5429 -0.7239 36.0661 44.2871 77.7224 99.8313 105.3293 93.6578 93.7042 -0.8612 24.7319 186.0968 92.4566 0.6154 41.874 137.4653 83.9812 -1.7466 45.5885 12.2527 51.7721 -0.6485 38.4719 44.2288 77.1481 97.6611 105.5317 92.8855 94.8872 -0.7232 29.6575 163.2897 118.7186 0.1076 35.1303 134.6971 87.2758 -1.6749 52.5528 8.9049 30.4708 -1.029 32.5206 43.8154 67.7162 93.8796 113.8153 99.2247 85.5865 15.3605 37.0237 0.1021 31.4939 47.5202 65.1019 135.1036 85.1704 119.8191 91.518 -0.6872 43.982 117.1392 94.9316 -0.1737 48.3862 0.1094 42.2051 99.1881 109.3259 -0.84 26.648 136.9332 83.7953 0.1595 39.5008 149.9426 94.7249 -1.7077 49.5975 11.5105 50.5118 -1.1561 35.1154 48.6587 78.682 99.7981 105.3873 86.6623 92.1257
2.4382 24.2805 41.9394 24.2805 41.9394 24.2805 41.9394 -0.5544 57.6515 59.9652 71.5277 146.7214 96.7151 112.5067 92.0263 -0.7121 24.4137 128.3294 99.3494 -0.7667 37.4824 3.8214 55.937 107.0419 99.655 -0.8205 27.753 183.2566 91.0643 3.0128 40.0993 136.7498 84.0144 -1.8556 50.0387 17.3625 52.6645 0.0198 37.2968 48.2827 82.2081 109.4692 107.8026 84.6864 92.5273 -0.8664 25.8792 183.2672 91.1101 4.7469 42.2928 138.3189 82.7251 -1.9269 46.0 17.918 53.9647 0.0898 39.6549 48.2593 81.6797 107.1871 108.1197 83.9898 93.6524 -0.7147 30.8482 162.3159 116.7858 1.4148 35.462 135.6576 86.1144 -1.8686 52.9136 17.001 32.3429 -0.1091 33.7583 48.2255 72.4312 103.0067 116.3539 90.2774 84.4332 24.76 39.8205 -0.6333 32.2539 52.8273 69.6225 135.7464 83.871 111.3044 90.3347 -0.8262 44.7224 124.3869 94.7401 0.2175 49.6294 0.4619 42.6106 109.5595 110.5204 -0.8475 27.7576 136.6014 82.2671 0.6115 39.8766 151.7767 93.1029 -1.8937 49.9761 16.9707 52.6169 -0.1757 36.4296 53.2499 83.7766 109.5028 107.8816 78.3071 90.8959
2.4425 32.3763 45.7864 32.3763 45.7864 32.3763 45.7864 -0.3377 57.8805 65.0082 76.3949 146.7241 94.8493 103.5614 90.7183 -0.8511 25.2453 134.9859 98.5773 -0.5156 38.9481 9.951 56.974 116.1331 99.983 -0.8904 28.7437 179.307 89.7242 8.5545 40.9605 136.4816 82.7225 -1.6889 50.352 22.756 55.4113 0.2373 38.4354 52.0689 86.7429 121.7388 109.3389 75.5242 91.3426 -0.935 26.9059 179.3183 89.7719 10.4224 43.4439 137.754 81.4408 -1.7582 46.3518 23.0886 56.724 0.2321 40.7477 51.9987 86.2655 119.1909 109.7779 74.8674 92.4175 -0.8361 31.9125 159.7455 114.8585 6.4959 35.9801 135.2385 84.9071 -1.6894 53.2171 24.3221 35.2953 0.1871 34.9187 52.8225 77.2276 115.1062 117.9941 81.0925 83.2724 32.8447 43.6574 -0.6428 32.7247 57.8449 74.0806 134.9001 82.5409 102.4093 89.144 -0.9978 45.3674 129.8539 94.0824 -0.0199 50.7632 3.4872 43.0184 119.1921 110.9065 -0.9182 28.7505 134.9205 80.7438 3.9285 40.2728 151.9641 91.4248 -1.7178 50.2983 21.9376 55.2649 0.0319 37.6605 57.4962 88.9454 121.7471 109.4344 69.7388 89.6707
2.4467 39.0423 50.3006 39.0423 50.3006 39.0423 50.3006 0.6428 58.1055 70.1402 81.0119 145.222 92.9863 94.2636 89.4141 -1.0528 25.9716 139.7443 97.4218 -0.4101 40.2858 16.4871 58.9288 123.3964 99.6971 -1.0368 29.622 174.1537 88.3964 14.7224 42.6843 134.9445 81.4293 0.2056 50.6667 27.699 58.618 -0.0544 39.46 55.7859 91.2745 133.7215 109.8109 66.3301 90.1499 -1.081 27.8167 174.1525 88.4462 16.0516 45.3633 136.0688 80.1623 0.1385 46.703 27.9054 59.8934 -0.0338 41.7296 55.7125 90.8439 131.3424 110.3866 65.5888 91.181 -0.9555 32.8558 155.9472 112.9623 13.2138 37.4053 133.4961 83.6924 0.1997 53.5265 30.5983 38.9637 -0.0816 35.9709 58.2861 82.077 126.9526 118.569 71.8037 82.1016 39.6031 48.1546 -0.529 33.1775 62.9192 78.351 132.8752 81.2165 93.1347 87.9509 -1.2376 45.92 133.6547 93.1119 -0.3658 51.7465 11.0032 43.9827 126.8321 110.6278 -1.0655 29.6308 132.0778 79.2466 10.9192 41.278 150.6075 89.7495 0.2025 50.6213 26.493 58.3235 -0.1477 38.776 61.6904 94.1179 133.7677 109.9187 61.0145 88.4485
2.451 44.6896 55.2182 44.6896 55.2182 44.6896 55.2182 2.7953 58.5467 76.0954 85.2766 142.4144 91.1566 84.7672 88.1093 -1.2786 26.5942 142.6338 96.0369 -0.5625 41.4657 22.7686 61.6147 128.9801 98.9644 -1.2606 30.3894 168.0454 87.0844 20.3712 45.1394 132.1949 80.1531 -0.5943 51.2683 32.3976 62.1809 -0.3363 40.3388 59.1685 95.7069 143.7536 109.3914 57.0885 88.9535 -1.3017 28.6131 168.006 87.1362 21.312 47.8396 133.26 78.9014 -0.6664 47.3496 32.5957 63.3953 -0.338 42.5682 59.1212 95.3298 141.6695 110.0807 56.5123 89.9473 -1.1888 33.681 150.726 111.1086 19.576 39.7349 130.6767 82.4888 -0.6095 54.1226 35.9925 43.0901 -0.2789 36.881 63.3705 86.8268 136.9693 118.2547 62.528 80.927 45.277 53.0657 -0.3215 33.6125 68.4651 82.3298 129.7322 79.9122 83.7364 86.7526 -1.4988 46.3792 135.8516 91.9541 -0.6845 52.578 19.549 46.1756 132.5647 109.8654 -1.2903 30.3996 128.0408 77.7869 18.5551 43.3823 147.9932 88.1036 -0.6174 51.2355 30.906 61.6953 -0.4239 39.7387 65.4815 99.1883 143.8691 109.5079 52.3809 87.233
2.4553 49.6027 60.371 49.6027 60.371 49.6027 60.371 5.619 59.3125 83.9451 89.0234 138.2803 89.3753 75.1454 86.8002 -1.4897 27.1207 143.9138 94.532 -0.6864 42.5053 28.5548 64.9016 132.8449 97.9371 -1.5171 31.0468 161.0457 85.7746 25.5474 48.1018 128.5004 78.9037 -0.6313 51.5721 36.7626 66.0179 -0.5863 41.0837 62.4544 99.9775 151.5639 108.32 47.7265 87.7563 -1.5567 29.2961 161.0005 85.8285 26.1546 50.7585 129.4862 77.666 -0.7037 47.6832 36.8514 67.169 -0.578 43.2782 62.3186 99.6556 149.8364 109.0977 47.1784 88.7174 -1.4695 34.3899 144.5366 109.2939 25.32 42.7023 126.9309 81.3036 -0.6353 54.421 40.8023 47.5032 -0.525 37.658 68.364 91.3658 144.7605 117.278 53.1714 79.7518 50.2259 58.1722 -0.0988 34.0355 75.9257 85.8562 125.5646 78.6354 74.1435 85.5464 -1.73 46.7562 136.4472 90.7044 -0.9211 53.2847 27.1605 49.4526 136.6095 108.7867 -1.5499 31.0583 123.2786 76.3608 25.5452 46.4026 144.1152 86.4975 -0.6418 51.5466 34.9401 65.3289 -0.6445 40.5606 69.0518 104.0681 151.6699 108.4427 43.6461 86.025
2.4596 53.792 65.642 53.792 65.642 53.792 65.642 8.9704 60.4415 93.5292 92.0698 133.2046 87.6413 65.5322 85.4926 -1.6162 27.5657 143.6181 92.9911 -0.811 43.4217 33.9999 68.6235 134.8892 96.7358 -1.7689 31.6012 153.2433 84.4713 30.3411 51.4457 123.9872 77.6814 -0.4719 51.8639 40.7991 70.053 -0.7582 41.723 66.1875 104.0215 157.1657 106.8177 38.5415 86.5554 -1.808 29.8733 153.2044 84.5271 30.739 54.0288 124.9095 76.457 -0.4274 48.0046 40.8014 71.1326 -0.7549 43.886 65.6152 103.7586 155.6951 107.6528 38.0037 87.4896 -1.7099 34.9898 137.4073 107.5195 30.6728 46.1359 122.3588 80.1383 -0.4459 54.7083 45.0792 52.1106 -0.6849 38.3279 73.6146 95.5969 150.3831 115.8538 43.9026 78.5736 54.4946 63.3946 1.7246 34.4349 84.6527 88.7636 120.6985 77.3829 64.6066 84.3378 -1.8602 47.0652 135.7709 89.4258 -1.1085 53.8929 33.9075 53.4322 138.6146 107.5186 -1.8077 31.6138 117.7332 74.9683 31.6503 50.0707 139.2493 84.9367 -0.5099 51.8463 38.7618 69.1514 -0.8199 41.2696 72.9175 108.4773 157.3056 106.9371 34.9705 84.8204
2.4639 57.8414 70.9332 57.8414 70.9332 57.8414 70.9332 12.7544 61.9545 104.403 94.2749 127.2875 85.956 55.7951 84.1884 -1.1293 27.9543 141.8818 91.4588 -0.9904 44.2266 38.8959 72.6972 135.4652 95.456 -1.9464 32.0662 144.741 83.1728 34.7599 55.0985 118.7162 76.4799 1.7681 52.15 44.325 74.2048 -0.9278 42.2763 71.8902 107.7201 160.7063 105.0622 29.4618 85.3548 -1.981 30.3574 144.6946 83.2299 34.902 57.5707 119.5903 75.2674 2.361 48.3359 44.3836 75.2147 -0.9174 44.4104 70.8715 107.5149 159.2865 105.9336 28.9861 86.2654 -1.8897 35.4952 129.4566 105.7817 35.3913 49.9193 117.0383 78.9873 1.6939 54.9913 48.8128 56.8056 -0.8338 38.9101 82.4686 99.3499 153.9089 114.1603 34.706 77.3903 58.4896 68.6292 9.3395 35.1151 94.4641 90.9085 115.0815 76.1517 55.0476 83.1286 -1.3601 47.3327 133.8124 88.1489 -1.3221 54.4165 39.8398 57.8931 139.2588 106.1626 -1.9799 32.0785 111.5226 73.6074 37.0222 54.1412 133.537 83.4139 1.7508 52.1368 42.1781 73.0959 -0.9701 41.8849 78.1446 112.4455 160.8953 105.176 26.3988 83.624
2.4682 62.2199 76.1814 62.2199 76.1814 62.2199 76.1814 16.4612 63.8609 116.8778 95.6427 120.5671 84.3145 46.1779 82.8844 0.1585 28.3948 139.0784 89.9533 -1.2104 44.9249 43.3916 77.0107 134.7165 94.1561 -1.7491 32.463 135.5343 81.8729 38.5769 58.9613 112.7922 75.2983 5.894 52.8532 47.7071 78.399 -1.1109 42.751 81.5319 110.8913 162.2799 103.1856 20.0282 84.1547 -1.7924 30.7739 135.5028 81.932 38.6105 61.2858 113.6331 74.0969 6.7058 49.2062 47.6438 79.3401 -1.1052 44.8597 80.3176 110.7695 161.0826 104.0763 19.7007 85.0458 -1.6978 35.9311 120.7942 104.0794 39.4881 53.9396 111.0654 77.851 5.5877 55.6768 52.5277 61.4996 -1.0217 39.4127 92.4937 102.3823 155.628 112.3326 25.4102 76.2061 62.9126 73.7983 18.5855 37.1717 105.6909 92.3106 108.7976 74.9411 45.4771 81.9176 -0.0461 47.6683 130.7407 86.8898 -1.5724 54.8567 44.9972 62.6851 138.438 104.7806 -1.7888 32.4775 104.634 72.275 41.8091 58.4955 127.0487 81.9273 6.014 52.8466 45.406 77.0866 -1.1555 42.4159 88.4993 116.0169 162.5037 103.2904 17.6347 82.4349
2.4724 66.3708 81.2909 66.3708 81.2909 66.3708 81.2909 20.1814 66.0797 128.55 96.1119 113.1133 82.7126 36.5598 81.5819 -0.4736 28.9942 135.0671 88.4831 -1.4948 45.5182 47.4261 81.4611 132.7082 92.8661 0.2309 32.8597 125.9452 80.5635 42.123 62.9278 106.2458 74.1353 10.54 54.1635 51.1182 82.5537 -1.3277 43.1513 95.3206 113.2007 162.0985 101.2838 10.5969 82.9555 0.1942 31.1854 126.0714 80.6241 42.1943 65.0975 107.0611 72.9423 11.511 50.7131 51.0422 83.4266 -1.3172 45.2379 93.8881 113.1684 161.1037 102.1812 10.4527 83.825 0.2773 36.3608 111.5951 102.4035 43.2205 58.0724 104.4857 76.7272 10.0232 56.9309 56.774 66.129 -1.2253 39.8392 103.9749 104.5903 155.4061 110.4689 15.9108 75.0193 67.1533 78.8114 26.7852 40.4521 116.3172 92.9005 101.9164 73.7467 35.8168 80.7027 -0.7237 48.1808 126.7569 85.6545 -1.8443 55.2172 49.5049 67.6877 136.2183 103.4056 0.2159 32.8739 97.3635 70.966 46.0131 63.0463 119.8344 80.4757 10.8284 54.1882 48.739 81.0494 -1.3911 42.8662 101.6928 118.7522 162.2828 101.3806 8.9811 81.2435
2.4767 70.9009 86.1891 70.9009 86.1891 70.9009 86.1891 23.8094 68.5731 138.3216 95.8279 105.2056 81.1465 26.9534 80.281 -0.5171 29.3419 130.2075 87.0501 -1.7916 46.0101 51.1307 85.9922 129.5685 91.5985 -0.5564 33.5484 116.0008 79.2548 45.3726 66.9423 99.1788 72.9864 15.3131 56.014 54.4323 86.6031 -1.5695 43.4793 108.7273 114.4627 160.3364 99.4063 1.6031 81.7748 -0.5918 31.8944 115.9553 79.3165 45.2621 68.9634 99.9807 71.7993 16.2618 52.7746 54.1494 87.4105 -1.5518 45.5463 107.5167 114.5069 159.4747 100.3038 1.375 82.6135 -0.5206 37.0789 101.9418 100.7626 46.584 62.2494 97.387 75.6147 14.6183 58.7152 60.9237 70.5958 -1.4673 40.1916 116.8338 105.9438 153.6992 108.6215 6.5554 73.854 71.8211 83.5966 33.9735 44.515 125.426 92.7768 94.6267 72.5674 26.2527 79.4867 -0.6987 48.4387 121.9899 84.4414 -2.1134 55.5053 53.2984 72.7709 132.9231 102.0525 -0.5754 33.5657 89.7614 69.6856 49.6141 67.6661 112.0502 79.0522 15.7303 56.0953 51.767 84.9251 -1.638 43.2343 116.2021 120.4194 160.5557 99.4946 0.5344 80.057
2.481 75.7481 90.7155 75.7481 90.7155 75.7481 90.7155 27.4505 71.294 145.9565 94.9903 96.9362 79.6224 17.2456 78.9779 -0.4183 29.6742 124.5419 85.6498 -1.9837 46.4123 54.3483 90.5349 125.55 90.3585 -0.6503 33.9257 105.7674 77.9428 48.3228 70.9489 91.769 71.8501 19.8785 58.342 57.9472 90.5085 -1.785 43.7392 120.7663 114.7564 157.3249 97.5723 -5.3491 80.5789 -0.6802 32.2864 105.6651 78.0071 48.2191 72.8302 92.5906 70.6666 20.9225 55.3098 57.3986 91.2563 -1.7811 45.792 119.8352 114.8481 156.5482 98.4686 -5.8641 81.3983 -0.6124 37.4815 91.9386 99.1493 49.6993 66.4074 89.964 74.5088 19.1153 60.9599 65.3883 74.8503 -1.6877 40.4721 128.5672 106.3903 150.702 106.8121 -1.5291 72.7103 77.6425 88.0001 40.4335 49.1143 132.388 92.1269 87.0804 71.4059 16.5019 78.2699 0.8749 48.69 116.4973 83.2457 -2.2965 55.7315 56.9564 77.8284 128.6462 100.7264 -0.6708 33.9447 81.8171 68.4281 53.1586 72.2639 103.8628 77.6529 20.3441 58.4889 54.9777 88.6824 -1.8735 43.5348 129.5668 120.9833 157.524 97.6564 -6.4982 78.8704
2.4853 83.8527 94.7671 83.8527 94.7671 83.8527 94.7671 30.9873 74.2037 151.5502 93.7832 88.2749 78.1347 7.5438 77.6869 0.3566 29.9961 118.1766 84.2784 -2.0316 46.7574 57.4182 95.0059 120.7001 89.1424 -0.6069 34.2792 95.4045 76.6218 51.3596 74.8884 84.0586 70.7274 24.1913 61.0405 61.683 94.1949 -1.9485 43.9469 130.7461 114.3226 153.1127 95.7901 -10.2639 79.2316 -0.638 32.6537 95.3475 76.687 50.8552 76.632 84.8166 69.5465 25.3518 58.2404 61.4487 94.8956 -1.9408 45.9833 129.8346 114.4361 152.4218 96.6857 -10.885 80.0613 -0.523 37.8579 81.8273 97.5548 53.1441 70.481 82.2014 73.413 23.4916 63.5874 71.1116 78.7851 -1.8453 40.6987 138.1257 106.1077 146.4297 105.0508 -7.3195 71.4811 85.3521 91.9001 46.1118 54.1106 137.5831 91.1186 79.2031 70.257 6.8511 77.0723 4.0956 49.2308 110.3707 82.0666 -2.3526 55.9164 60.9063 82.8016 123.527 99.4258 -0.6306 34.2988 73.7587 67.1866 57.1068 76.7826 95.3177 76.282 24.7939 61.2569 59.0183 92.2486 -2.0464 43.771 140.8453 120.6718 153.278 95.872 -11.3909 77.587
2.4896 95.6715 98.0917 95.6715 98.0917 95.6715 98.0917 34.2718 77.2454 155.2403 92.3591 79.4854 76.672 -1.0563 76.4234 4.2535 30.4123 111.14 82.9336 -0.0062 47.0654 60.3262 99.3558 115.1441 87.9467 -0.2382 34.614 84.9822 75.2984 54.3617 78.7137 76.1529 69.6118 28.5235 64.0605 70.7852 97.5432 -1.8469 44.1161 138.3712 113.3612 147.7858 94.064 -13.6405 77.6175 -0.2789 33.0014 85.0002 75.3646 53.5105 80.3277 76.8612 68.4334 29.5048 61.4962 69.8415 98.2126 -1.8463 46.14 137.5542 113.4808 147.1207 94.9582 -14.2785 78.4688 -0.0168 38.2139 71.7246 95.9801 56.6531 74.4197 74.2366 72.3223 27.7904 66.5411 78.6223 82.2361 -1.7428 40.885 145.4838 105.2971 141.1696 103.34 -11.2334 70.0256 97.1344 95.0985 51.0062 59.3513 141.0642 89.8951 71.1266 69.1166 -1.3966 75.8979 7.8511 50.2861 103.6203 80.9002 -0.467 56.0798 64.7826 87.6256 117.6397 98.1441 -0.2756 34.6348 65.6356 65.963 61.1394 81.1577 86.5072 74.932 29.1468 64.3439 66.9785 95.5067 -1.9333 43.9672 149.5396 119.7164 147.9931 94.1432 -14.53 76.0655
2.4939 109.537 100.3652 109.537 100.3652 109.537 100.3652 37.7376 80.3674 157.1586 90.8356 70.7587 75.2378 -7.3658 75.1016 9.6765 31.547 103.5826 81.6109 -0.502 47.6904 63.6188 103.5588 108.9133 86.7685 3.6065 34.9621 74.5761 73.9753 58.0293 82.3979 68.042 68.5031 32.8279 67.352 83.1109 100.1432 -0.097 44.29 143.94 112.0532 141.6351 92.3865 -16.0896 75.7506 3.4892 33.36 74.6945 74.0428 56.49 83.8977 68.8014 67.3233 33.6179 65.0031 82.5796 100.8132 -0.0916 46.3012 143.3282 112.1578 141.0129 93.278 -16.6255 76.6205 4.2142 38.6049 61.5697 94.4283 60.9997 78.1894 66.1425 71.2347 32.0336 69.7674 89.4981 85.0356 0.0106 41.0738 150.816 104.1336 134.9967 101.6732 -14.0523 68.326 110.94 97.2533 55.253 64.7012 142.7923 88.5645 63.0743 67.9869 -7.4177 74.6432 11.9441 51.8307 96.3876 79.7431 -1.2516 56.5445 69.5328 92.2411 111.0843 96.8815 3.5603 34.9828 57.5088 64.7602 65.9683 85.337 77.6152 73.5988 33.5517 67.7095 79.2596 98.0982 -0.0741 44.1665 155.9651 118.3281 141.8248 92.4615 -16.6338 74.2931
2.4982 123.6858 101.5763 123.6858 101.5763 123.6858 101.5763 41.573 83.5135 157.5003 89.2926 61.8928 73.8333 -11.6916 73.564 15.0483 33.4424 95.6404 80.309 -0.7069 48.0762 68.64 107.5264 102.0854 85.6068 9.9852 36.0242 64.2064 72.6506 63.4409 85.8515 60.0068 67.4033 36.9432 70.8585 96.1845 101.8435 -0.8383 44.7536 147.6431 110.5451 134.6773 90.7512 -18.0762 73.6824 9.9277 34.429 64.2979 72.7205 62.8567 87.2735 60.7753 66.221 37.5445 68.7122 95.7271 102.4621 -0.886 46.7477 147.0799 110.6251 134.0914 91.6425 -18.5142 74.5649 10.3138 39.7836 51.3628 92.8966 66.6879 81.674 58.1588 70.1533 36.1032 73.212 102.8489 86.9077 -0.6623 41.5523 154.2605 102.7658 128.0459 100.0479 -16.2754 66.4155 124.9263 98.3683 58.9952 70.078 143.1229 87.2055 55.0647 66.8702 -11.5604 73.1606 16.1508 53.8203 88.8361 78.5954 -0.2406 56.8112 75.6723 96.4972 104.0166 95.6355 10.004 36.0414 49.3221 63.5754 72.3309 89.1841 68.7179 72.2849 37.704 71.2894 91.9663 99.7772 -0.7938 44.6725 160.4011 116.6814 134.8577 90.8235 -18.2841 72.3123
2.5024 136.3145 101.7954 136.3145 101.7954 136.3145 101.7954 45.712 86.6206 156.451 87.7763 52.982 72.4564 -14.6115 71.762 19.9715 35.899 87.3954 79.0278 -0.4979 48.3908 79.0244 111.0582 94.7866 84.4573 16.4761 38.0259 53.9582 71.3146 72.0454 88.9074 51.9316 66.3136 40.7077 74.5238 108.2831 102.5869 0.318 44.989 149.477 108.9481 126.9694 89.1569 -19.9386 71.4593 16.525 36.4652 53.9709 71.3894 73.2186 90.1889 52.761 65.1277 41.2138 72.5686 107.8955 103.166 0.2684 46.9735 148.9407 108.9956 126.3991 90.0472 -20.3098 72.3488 16.3177 41.8241 41.3427 91.3781 75.5342 84.7193 50.0158 69.0786 39.8454 76.8187 115.6424 87.7901 0.1993 41.7853 155.991 101.3031 120.359 98.46 -18.2431 64.3452 137.4925 98.5302 62.5304 75.419 142.1718 85.8614 46.954 65.7658 -14.443 71.4234 20.25 56.2125 80.9538 77.4569 1.7113 57.1844 84.1864 100.2181 96.2239 94.3995 16.6247 38.0601 41.2114 62.3976 81.3701 92.5262 59.7853 70.99 41.4603 75.0322 103.8842 100.5309 0.1359 44.9177 162.7687 114.9085 127.1415 89.2269 -19.8647 70.1701
2.5067 146.5865 101.247 146.5865 101.247 146.5865 101.247 50.8129 89.6206 154.2623 86.3064 43.954 71.0961 -16.9012 69.7269 24.5802 38.7698 78.8886 77.7621 2.5793 48.7064 93.5734 113.7328 87.1293 83.3177 22.5706 40.7321 43.6708 69.9845 84.9658 91.2581 43.7616 65.2311 44.1851 78.2846 118.4822 102.577 2.4169 45.4222 149.874 107.3406 118.6777 87.5955 -22.2876 69.1191 22.6871 39.2462 43.5674 70.0609 86.6394 92.2919 44.5888 64.0401 44.645 76.5135 118.0729 103.1316 2.2571 47.3797 149.6507 107.3531 118.1088 88.4877 -22.6239 70.014 22.0766 44.4791 31.2732 89.8827 88.2854 87.0453 42.0219 68.0086 43.3549 80.5271 126.5968 87.8341 2.4515 42.186 156.1137 99.8251 112.2645 96.9036 -20.6875 62.1282 147.715 97.9507 65.7615 80.6636 140.1811 84.5513 38.8426 64.6634 -16.7916 69.4691 24.0801 58.9385 72.8633 76.3228 4.5609 57.8727 95.9001 103.1863 88.084 93.1753 22.8296 40.7967 33.0376 61.2358 93.0874 95.1143 50.7847 69.7106 45.0237 78.8711 113.869 100.5501 2.526 45.3432 163.3553 113.1111 118.8315 87.6631 -21.9721 67.9087
2.511 154.5281 100.1602 154.5281 100.1602 154.5281 100.1602 55.8516 92.4136 150.8968 84.8861 35.1023 69.7569 -18.834 67.5119 28.8496 41.9875 70.3714 76.5087 7.4369 49.6041 108.1954 115.321 79.2104 82.189 28.0711 43.9852 33.3275 68.6522 98.001 92.6681 35.7037 64.1505 47.5454 82.0906 126.7285 101.9995 5.147 46.1785 148.895 105.7657 109.9604 86.0636 -23.284 66.5962 28.2472 42.5905 33.0545 68.7312 99.5037 93.4962 36.4766 62.9531 47.9168 80.5003 126.2935 102.5377 4.8931 48.0872 148.6826 105.7415 109.4036 86.959 -23.5611 67.4958 27.2733 47.6327 21.0874 88.3991 101.2205 88.4646 33.8282 66.9444 46.6836 84.2945 135.5769 87.2482 5.377 42.9562 154.9087 98.3723 103.4161 95.3739 -21.7095 59.709 155.5192 96.8583 68.9022 85.4788 137.0368 83.2779 30.7639 63.5706 -18.8219 67.3439 27.798 61.9202 64.7253 75.192 7.965 58.9315 110.4038 105.1876 79.6689 91.9633 28.3507 44.0888 24.9358 60.0807 106.5893 96.8404 41.8293 68.443 48.3121 82.7581 121.9045 100.0159 5.6499 46.1609 162.3783 111.3406 110.1122 86.1286 -22.7749 65.4702
