#Time Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20
0.0814 -8.3736 0.0 -8.8522 0.0 -6.9029 0.0 -10.0067 0.0 -7.3367 0.0 -7.0894 0.0 -10.0134 0.0 -9.619 0.0 -6.8485 0.0 -8.037 0.0 -7.8265 0.0 -9.734 0.0 -8.8919 0.0 -7.5339 0.0 -8.2653 0.0 -7.5537 0.0 -9.0908 0.0 -7.7109 0.0 -9.7917 0.0 -7.0837 0.0
0.0857 -4.3117 0.0 -5.1286 0.0 -3.2733 0.0 -6.3959 0.0 -5.9585 0.0 -2.7775 0.0 -6.6055 0.0 -5.534 0.0 -3.8045 0.0 -6.2944 0.0 -3.9489 0.0 -5.7063 0.0 -4.5598 0.0 -4.2066 0.0 -6.8775 0.0 -3.0325 0.0 -5.9493 0.0 -4.3034 0.0 -5.8927 0.0 -5.5066 0.0
0.09 0.2566 0.0 -0.8837 0.0 0.8869 0.0 -2.1081 0.0 -2.7083 0.0 1.4121 0.0 -2.3835 0.0 -0.8708 0.0 -0.2064 0.0 -3.1106 0.0 0.4733 0.0 -1.2015 0.0 0.1586 0.0 -0.791 0.0 -3.1746 0.0 1.2105 0.0 -2.0242 0.0 -0.2022 0.0 -1.4663 0.0 -2.5179 0.0
0.0943 3.7794 0.0 2.6154 0.0 4.2907 0.0 1.686 0.0 0.5822 0.0 4.6174 0.0 1.496 0.0 2.8172 0.0 2.9629 0.0 0.4102 0.0 3.9369 0.0 2.4272 0.0 3.7307 0.0 2.43 0.0 0.288 0.0 4.4752 0.0 1.6466 0.0 3.2629 0.0 2.1386 0.0 0.7981 0.0
0.0986 6.2513 0.0 5.2 0.0 6.7767 0.0 4.5908 0.0 3.5953 0.0 7.0524 0.0 4.4524 0.0 5.5653 0.0 5.5861 0.0 3.5053 0.0 6.4637 0.0 4.993 0.0 6.1606 0.0 5.2803 0.0 3.3899 0.0 6.8951 0.0 4.6748 0.0 5.9366 0.0 4.7174 0.0 3.7679 0.0
0.1028 8.1153 0.0 7.2567 0.0 8.6068 0.0 6.5161 0.0 5.9944 0.0 8.7815 0.0 6.3917 0.0 7.5775 0.0 7.8038 0.0 5.9056 0.0 8.2905 0.0 6.9991 0.0 7.9638 0.0 7.3894 0.0 5.8249 0.0 8.5504 0.0 6.6096 0.0 7.9247 0.0 6.7514 0.0 6.1443 0.0
0.1071 9.2674 0.0 8.7574 0.0 9.8627 0.0 7.877 0.0 8.0573 0.0 9.9206 0.0 7.7382 0.0 9.0275 0.0 9.4192 0.0 7.8499 0.0 9.6163 0.0 8.531 0.0 9.1853 0.0 8.9597 0.0 7.8931 0.0 9.7203 0.0 8.0772 0.0 9.39 0.0 8.0904 0.0 8.0761 0.0
0.1114 10.2732 0.0 9.8834 0.0 10.7967 0.0 8.8394 0.0 9.8523 0.0 10.4805 0.0 8.6807 0.0 10.0124 0.0 10.5092 0.0 9.611 0.0 10.5886 0.0 9.2248 0.0 10.1653 0.0 10.0446 0.0 9.6592 0.0 10.4407 0.0 9.1873 0.0 10.602 0.0 8.9834 0.0 9.8532 0.0
0.1157 11.4143 0.0 10.5762 0.0 11.6387 0.0 9.7163 0.0 10.9876 0.0 11.974 0.0 9.4664 0.0 10.8573 0.0 11.3493 0.0 10.6783 0.0 11.4861 0.0 9.9221 0.0 11.3814 0.0 10.8469 0.0 10.7832 0.0 11.8422 0.0 9.9631 0.0 11.6475 0.0 9.8002 0.0 10.9473 0.0
0.12 12.5313 0.0 11.8223 0.0 12.6109 0.0 10.4673 0.0 11.6142 0.0 13.2751 0.0 10.308 0.0 11.8056 0.0 12.1457 0.0 11.3143 0.0 12.5224 0.0 11.0415 0.0 12.5972 0.0 11.5409 0.0 11.3949 0.0 13.2353 0.0 10.8811 0.0 12.9886 0.0 10.7325 0.0 11.5686 0.0
0.1243 13.9586 0.0 13.1162 0.0 14.0065 0.0 12.0235 0.0 12.0938 0.0 14.817 0.0 11.7356 0.0 13.6121 0.0 13.0704 0.0 11.9263 0.0 13.9072 0.0 12.6724 0.0 14.1083 0.0 12.339 0.0 11.9179 0.0 14.8455 0.0 11.8348 0.0 14.3793 0.0 12.394 0.0 12.1067 0.0
0.1285 15.7631 0.0 14.576 0.0 15.1755 0.0 13.6062 0.0 12.6395 0.0 16.3671 0.0 13.6351 0.0 15.875 0.0 14.1609 0.0 12.7054 0.0 15.7595 0.0 14.3401 0.0 15.7713 0.0 13.5305 0.0 12.5863 0.0 16.398 0.0 13.5802 0.0 15.8125 0.0 13.9586 0.0 12.8196 0.0
0.1328 16.9267 0.0 16.0989 0.0 17.2936 0.0 15.6157 0.0 13.5849 0.0 17.0822 0.0 15.266 0.0 17.5485 0.0 15.5262 0.0 13.3745 0.0 16.976 0.0 16.1228 0.0 17.6903 0.0 15.0634 0.0 13.412 0.0 17.0201 0.0 15.14 0.0 17.1632 0.0 15.6098 0.0 13.6878 0.0
0.1371 18.0046 0.0 16.9707 0.0 18.9457 0.0 16.2735 0.0 15.5233 0.0 17.8462 0.0 16.0396 0.0 18.0276 0.0 16.5091 0.0 15.7453 0.0 17.9475 0.0 16.998 0.0 17.7858 0.0 15.7861 0.0 15.6612 0.0 17.9547 0.0 16.0254 0.0 17.4803 0.0 17.0748 0.0 15.731 0.0
0.1414 18.9991 0.0 17.7948 0.0 19.4202 0.0 17.2823 0.0 16.6931 0.0 18.9617 0.0 17.0825 0.0 18.6776 0.0 18.0076 0.0 17.0326 0.0 19.179 0.0 18.0626 0.0 18.3667 0.0 17.2657 0.0 16.7954 0.0 19.1113 0.0 16.8432 0.0 18.8213 0.0 18.4487 0.0 17.0097 0.0
0.1457 18.9792 0.0 18.9743 0.0 19.3578 0.0 18.5624 0.0 17.6251 0.0 18.7429 0.0 17.9365 0.0 19.5278 0.0 18.1455 0.0 17.8216 0.0 19.0678 0.0 19.2174 0.0 18.8981 0.0 17.942 0.0 17.6699 0.0 18.8707 0.0 17.995 0.0 18.8232 0.0 18.89 0.0 17.8594 0.0
0.15 18.8029 0.0 17.9603 0.0 19.062 0.0 18.4672 0.0 18.1772 0.0 18.5672 0.0 18.4033 0.0 18.9187 0.0 17.2624 0.0 18.2473 0.0 18.8362 0.0 18.1414 0.0 18.7786 0.0 17.9855 0.0 18.1293 0.0 18.6978 0.0 18.1475 0.0 17.7673 0.0 17.9234 0.0 18.344 0.0
0.1543 18.6996 0.0 17.7472 0.0 18.7558 0.0 17.9318 0.0 18.4233 0.0 18.3904 0.0 18.0047 0.0 18.1434 0.0 17.5048 0.0 18.3301 0.0 18.6441 0.0 17.9479 0.0 18.7591 0.0 17.5577 0.0 18.2595 0.0 18.5065 0.0 17.3047 0.0 17.835 0.0 17.9527 0.0 18.4982 0.0
0.1585 18.8553 0.0 16.9413 0.0 18.6463 0.0 17.2766 0.0 18.493 0.0 18.5332 0.0 17.5904 0.0 17.4767 0.0 17.2459 0.0 18.265 0.0 18.6554 0.0 16.9934 0.0 19.0227 0.0 17.6344 0.0 18.2708 0.0 18.5706 0.0 17.5892 0.0 17.5218 0.0 17.2594 0.0 18.4758 0.0
0.1628 19.3508 0.0 17.0532 0.0 18.79 0.0 17.5948 0.0 18.7019 0.0 19.589 0.0 17.61 0.0 17.6112 0.0 17.607 0.0 18.3316 0.0 18.9408 0.0 16.9496 0.0 19.4688 0.0 17.7555 0.0 18.4279 0.0 19.5902 0.0 17.9448 0.0 17.6925 0.0 17.3704 0.0 18.5908 0.0
0.1671 20.7202 0.0 17.5463 0.0 19.9009 0.0 17.813 0.0 18.8676 0.0 21.1167 0.0 18.413 0.0 18.0785 0.0 18.5543 0.0 18.5797 0.0 20.2364 0.0 17.3986 0.0 21.1091 0.0 18.4464 0.0 18.5386 0.0 21.312 0.0 18.7266 0.0 18.9552 0.0 17.7665 0.0 18.8596 0.0
0.1714 22.1773 0.0 19.6753 0.0 20.8864 0.0 19.9085 0.0 19.3898 0.0 22.4714 0.0 19.7252 0.0 20.3316 0.0 19.9869 0.0 19.1027 0.0 21.7064 0.0 19.2749 0.0 22.4138 0.0 19.3777 0.0 19.0406 0.0 22.6763 0.0 19.9303 0.0 20.3524 0.0 20.2545 0.0 19.3663 0.0
0.1757 23.5276 0.0 21.294 0.0 22.1144 0.0 21.458 0.0 20.113 0.0 23.6136 0.0 21.4517 0.0 21.8859 0.0 21.2235 0.0 19.815 0.0 22.9952 0.0 21.2446 0.0 23.9432 0.0 20.3307 0.0 19.717 0.0 23.8806 0.0 21.2819 0.0 21.7095 0.0 21.924 0.0 20.0917 0.0
0.18 24.3226 0.0 22.9774 0.0 22.8786 0.0 22.7771 0.0 20.6966 0.0 24.3124 0.0 22.774 0.0 23.2546 0.0 22.2444 0.0 20.4337 0.0 23.8698 0.0 23.0874 0.0 24.7672 0.0 21.2309 0.0 20.3395 0.0 24.5846 0.0 22.343 0.0 22.833 0.0 23.3569 0.0 20.7178 0.0
0.1843 24.7281 0.0 23.6958 0.0 23.3961 0.0 23.6524 0.0 20.7082 0.0 24.5291 0.0 23.6426 0.0 24.0499 0.0 22.8584 0.0 20.7444 0.0 24.3615 0.0 24.0531 0.0 25.0246 0.0 21.9728 0.0 20.6578 0.0 24.8144 0.0 23.0696 0.0 23.4096 0.0 24.2538 0.0 20.8116 0.0
0.1885 24.6948 0.0 23.6981 0.0 23.5072 0.0 23.9498 0.0 20.8535 0.0 24.1713 0.0 24.1487 0.0 24.1169 0.0 23.0225 0.0 21.1021 0.0 24.3863 0.0 23.9645 0.0 24.3371 0.0 22.4958 0.0 21.3311 0.0 24.3836 0.0 23.5614 0.0 23.3223 0.0 24.346 0.0 20.6863 0.0
0.1928 23.8313 0.0 22.9677 0.0 23.189 0.0 23.7459 0.0 20.5357 0.0 22.8482 0.0 24.0569 0.0 23.5059 0.0 22.7871 0.0 21.3683 0.0 23.9938 0.0 23.0692 0.0 23.8011 0.0 22.8802 0.0 21.4884 0.0 22.9674 0.0 23.7291 0.0 22.6427 0.0 23.5134 0.0 20.1774 0.0
0.1971 23.2057 0.0 22.0133 0.0 22.4623 0.0 22.4263 0.0 20.0535 0.0 22.1373 0.0 22.6729 0.0 22.5773 0.0 22.5271 0.0 21.3461 0.0 23.2353 0.0 21.9036 0.0 22.9597 0.0 22.7449 0.0 21.4693 0.0 22.0719 0.0 23.2469 0.0 21.715 0.0 22.3784 0.0 19.5149 0.0
0.2014 22.1653 0.0 20.966 0.0 21.4531 0.0 21.775 0.0 19.4507 0.0 20.771 0.0 22.2869 0.0 21.3342 0.0 21.4679 0.0 21.0768 0.0 22.2141 0.0 20.7322 0.0 22.1029 0.0 21.7154 0.0 21.2797 0.0 20.7233 0.0 22.3205 0.0 20.5471 0.0 21.185 0.0 19.3172 0.0
0.2057 21.4796 0.0 19.3712 0.0 20.3985 0.0 20.1138 0.0 18.7511 0.0 19.5922 0.0 20.4915 0.0 20.0421 0.0 20.9223 0.0 20.6133 0.0 21.1579 0.0 18.7354 0.0 21.3887 0.0 21.3593 0.0 20.9004 0.0 19.2064 0.0 21.355 0.0 19.0614 0.0 19.3002 0.0 18.5277 0.0
0.21 20.5344 0.0 17.9713 0.0 19.4075 0.0 18.6152 0.0 17.9504 0.0 18.4778 0.0 19.3442 0.0 18.4151 0.0 19.8716 0.0 19.9896 0.0 20.1438 0.0 17.1235 0.0 20.406 0.0 20.5128 0.0 20.3399 0.0 17.9676 0.0 20.2245 0.0 17.8096 0.0 17.5727 0.0 17.6592 0.0
0.2142 19.7417 0.0 16.8099 0.0 18.5189 0.0 17.1746 0.0 17.1456 0.0 17.5331 0.0 17.971 0.0 17.2426 0.0 18.9175 0.0 19.2636 0.0 19.2667 0.0 15.8006 0.0 19.5462 0.0 19.6264 0.0 19.7153 0.0 16.9367 0.0 18.663 0.0 16.6991 0.0 16.0596 0.0 16.7367 0.0
0.2185 19.0569 0.0 15.7513 0.0 17.8328 0.0 15.9075 0.0 16.2416 0.0 16.709 0.0 16.7743 0.0 16.254 0.0 18.0608 0.0 18.5568 0.0 18.516 0.0 14.6236 0.0 19.047 0.0 18.8084 0.0 18.9406 0.0 16.0467 0.0 17.5569 0.0 15.7683 0.0 14.7851 0.0 15.8831 0.0
0.2228 18.3988 0.0 14.8958 0.0 17.1361 0.0 14.8676 0.0 15.4447 0.0 15.9373 0.0 15.8441 0.0 15.4476 0.0 17.3232 0.0 17.832 0.0 17.8002 0.0 13.6966 0.0 18.202 0.0 18.0853 0.0 18.2345 0.0 15.2286 0.0 16.6778 0.0 14.9999 0.0 13.7631 0.0 15.057 0.0
0.2271 17.7425 0.0 14.1782 0.0 16.452 0.0 14.1512 0.0 14.7644 0.0 15.2893 0.0 15.0123 0.0 14.7452 0.0 16.6884 0.0 17.2059 0.0 17.0979 0.0 12.9268 0.0 17.5297 0.0 17.5405 0.0 17.6027 0.0 14.5773 0.0 15.8816 0.0 14.3293 0.0 12.9331 0.0 14.3689 0.0
0.2314 17.007 0.0 13.5807 0.0 15.7243 0.0 13.5127 0.0 14.2018 0.0 14.7413 0.0 14.4043 0.0 14.1345 0.0 16.0598 0.0 16.6705 0.0 16.3485 0.0 12.3171 0.0 16.7885 0.0 16.9268 0.0 17.0601 0.0 14.0894 0.0 15.2602 0.0 13.7774 0.0 12.3935 0.0 13.8047 0.0
0.2357 16.2355 0.0 13.053 0.0 15.0221 0.0 13.0897 0.0 13.7523 0.0 14.2786 0.0 13.9456 0.0 13.5418 0.0 15.3602 0.0 16.1938 0.0 15.6084 0.0 11.944 0.0 16.0193 0.0 16.2029 0.0 16.5737 0.0 13.7635 0.0 14.7111 0.0 13.2444 0.0 12.0949 0.0 13.396 0.0
0.24 15.52 0.0 12.6454 0.0 14.4067 0.0 12.8234 0.0 13.5377 0.0 13.997 0.0 13.5676 0.0 13.0991 0.0 14.5731 0.0 15.7077 0.0 14.9319 0.0 11.8503 0.0 15.3883 0.0 15.331 0.0 16.058 0.0 13.5584 0.0 14.1612 0.0 12.8032 0.0 11.9441 0.0 13.1759 0.0
0.2442 14.975 0.0 12.5079 0.0 14.0012 0.0 12.6818 0.0 13.2954 0.0 13.9547 0.0 13.2364 0.0 12.9858 0.0 13.7759 0.0 15.144 0.0 14.4345 0.0 11.988 0.0 15.1055 0.0 14.3734 0.0 15.3017 0.0 13.7363 0.0 13.6071 0.0 12.6206 0.0 11.9381 0.0 13.0309 0.0
0.2485 14.5193 0.0 12.6204 0.0 13.6656 0.0 12.6436 0.0 12.8358 0.0 14.0703 0.0 13.0115 0.0 13.1261 0.0 13.0776 0.0 14.2113 0.0 14.0796 0.0 12.4123 0.0 14.7519 0.0 13.4185 0.0 14.2485 0.0 13.9486 0.0 13.1173 0.0 12.4836 0.0 12.1579 0.0 12.5949 0.0
0.2528 14.0816 0.0 13.0154 0.0 13.4746 0.0 12.6508 0.0 12.1754 0.0 14.0849 0.0 12.8122 0.0 13.2892 0.0 12.4586 0.0 13.125 0.0 13.7982 0.0 12.867 0.0 14.3883 0.0 12.5717 0.0 13.0325 0.0 14.0418 0.0 12.7905 0.0 12.6677 0.0 12.4256 0.0 12.0012 0.0
0.2571 13.9943 0.0 13.2084 0.0 13.3449 0.0 12.6835 0.0 11.5149 0.0 14.0901 0.0 12.8479 0.0 13.4776 0.0 12.1205 0.0 12.1346 0.0 13.713 0.0 13.2336 0.0 14.1658 0.0 12.0534 0.0 11.9091 0.0 14.1006 0.0 12.4196 0.0 12.7593 0.0 12.6224 0.0 11.4293 0.0
0.2614 13.8474 0.0 13.4309 0.0 13.5342 0.0 12.815 0.0 10.9756 0.0 14.002 0.0 12.8287 0.0 13.7423 0.0 11.791 0.0 11.3139 0.0 13.7305 0.0 13.6343 0.0 14.1692 0.0 11.7478 0.0 10.972 0.0 14.0677 0.0 12.3154 0.0 12.9494 0.0 12.8965 0.0 10.9852 0.0
0.2657 13.5881 0.0 13.6771 0.0 13.4016 0.0 13.0161 0.0 10.761 0.0 13.8159 0.0 12.9528 0.0 13.9878 0.0 11.654 0.0 10.6502 0.0 13.5271 0.0 14.0252 0.0 13.9064 0.0 11.5281 0.0 10.3501 0.0 13.9178 0.0 12.3294 0.0 13.1526 0.0 13.2433 0.0 10.7002 0.0
0.27 13.2549 0.0 13.8539 0.0 13.1919 0.0 13.2567 0.0 10.2076 0.0 13.5445 0.0 13.1359 0.0 14.1992 0.0 11.708 0.0 10.4377 0.0 13.2665 0.0 14.3347 0.0 13.5652 0.0 11.5702 0.0 10.0734 0.0 13.6672 0.0 12.4532 0.0 13.3295 0.0 13.6652 0.0 10.2987 0.0
0.2742 12.8101 0.0 13.9271 0.0 12.9085 0.0 13.4452 0.0 9.9238 0.0 13.1889 0.0 13.3061 0.0 14.2318 0.0 11.7766 0.0 10.2734 0.0 12.9492 0.0 14.5059 0.0 13.0977 0.0 11.5748 0.0 9.8617 0.0 13.253 0.0 12.5726 0.0 13.3515 0.0 14.0068 0.0 10.1334 0.0
0.2785 12.4196 0.0 13.8727 0.0 12.5692 0.0 13.531 0.0 9.7914 0.0 12.7269 0.0 13.4042 0.0 14.0525 0.0 11.6569 0.0 10.2143 0.0 12.5767 0.0 14.5398 0.0 12.675 0.0 11.5581 0.0 9.8331 0.0 12.9117 0.0 12.6426 0.0 13.1926 0.0 14.029 0.0 10.0057 0.0
0.2828 11.9456 0.0 13.7785 0.0 12.1653 0.0 13.5031 0.0 9.6923 0.0 12.2418 0.0 13.483 0.0 13.7651 0.0 11.4688 0.0 10.1919 0.0 12.1085 0.0 14.5068 0.0 12.1112 0.0 11.4617 0.0 9.8844 0.0 12.4255 0.0 12.7117 0.0 12.9518 0.0 13.9314 0.0 9.9029 0.0
0.2871 11.3761 0.0 13.4905 0.0 11.7354 0.0 13.4133 0.0 9.6054 0.0 11.6928 0.0 13.3713 0.0 13.4081 0.0 11.2035 0.0 10.1521 0.0 11.6086 0.0 14.2636 0.0 11.5215 0.0 11.3089 0.0 9.8878 0.0 11.8824 0.0 12.5775 0.0 12.6105 0.0 13.7019 0.0 9.7999 0.0
0.2914 10.852 0.0 13.0148 0.0 11.2784 0.0 13.2024 0.0 9.5499 0.0 11.0577 0.0 13.0599 0.0 12.9486 0.0 10.8397 0.0 10.0678 0.0 11.0746 0.0 13.8798 0.0 10.8604 0.0 11.0447 0.0 9.903 0.0 11.2368 0.0 12.2166 0.0 12.1479 0.0 13.3276 0.0 9.6777 0.0
0.2957 10.2778 0.0 12.4753 0.0 10.7966 0.0 12.7363 0.0 9.4852 0.0 10.4404 0.0 12.6336 0.0 12.432 0.0 10.4397 0.0 10.0057 0.0 10.5207 0.0 13.3987 0.0 10.2813 0.0 10.6635 0.0 9.8909 0.0 10.6224 0.0 11.7518 0.0 11.6362 0.0 12.8525 0.0 9.5918 0.0
0.2999 9.6768 0.0 11.83 0.0 10.2714 0.0 12.1502 0.0 9.2778 0.0 9.8011 0.0 12.0494 0.0 11.8018 0.0 10.0279 0.0 9.8749 0.0 9.9951 0.0 12.7944 0.0 9.7051 0.0 10.2999 0.0 9.7095 0.0 9.9697 0.0 11.2093 0.0 11.0157 0.0 12.2562 0.0 9.456 0.0
0.3042 9.1049 0.0 11.0491 0.0 9.7764 0.0 11.4771 0.0 9.0872 0.0 9.1801 0.0 11.3575 0.0 11.0196 0.0 9.6053 0.0 9.6466 0.0 9.4219 0.0 12.0368 0.0 9.1598 0.0 9.9227 0.0 9.5118 0.0 9.3401 0.0 10.6196 0.0 10.2803 0.0 11.497 0.0 9.2427 0.0
0.3085 8.5669 0.0 10.2536 0.0 9.2446 0.0 10.8774 0.0 8.9084 0.0 8.5658 0.0 10.7455 0.0 10.2589 0.0 9.1974 0.0 9.4293 0.0 8.8761 0.0 11.1121 0.0 8.6012 0.0 9.5333 0.0 9.3035 0.0 8.7215 0.0 10.1051 0.0 9.6287 0.0 10.7136 0.0 9.0554 0.0
