#Time Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50 Ao_51 VAD_51 Ao_52 VAD_52 Ao_53 VAD_53 Ao_54 VAD_54 Ao_55 VAD_55 Ao_56 VAD_56 Ao_57 VAD_57 Ao_58 VAD_58 Ao_59 VAD_59 Ao_60 VAD_60
2.3739 0.101 116.9487 6.8251 175.5014 1.0392 118.7858 62.5624 134.1337 85.5007 168.9937 -12.4379 92.7322 24.3555 138.469 -2.9809 149.2308 4.9908 170.9078 19.0307 157.5117 -11.1409 107.2786 50.6235 134.4754 2.4017 124.4104 56.8418 125.5151 -1.7082 156.0927 4.1521 151.244 -0.3043 137.5926 6.1251 174.5082 6.0664 135.8938 18.1837 186.2813 -11.5829 102.3824 50.5056 134.6254 2.8977 130.6477 62.9776 121.0344 -1.8455 144.2308 4.4784 153.9975 0.446 143.4465 6.0255 172.5149 6.4397 140.4841 19.0225 189.3313 -10.1528 118.6633 46.956 182.0912 1.6445 110.7439 49.2592 133.9439 -1.8338 164.4313 0.4132 93.6786 -1.3548 128.3614 3.5612 153.4246 15.3964 168.0622 80.2856 162.5515 -0.1344 110.2071 0.9425 102.8599 1.9298 126.4906 63.0487 126.47 73.1346 168.951 -7.5673 147.8755 24.3736 140.7497 0.3853 172.5843 1.9696 132.2139 26.2003 182.5145 -11.3963 107.1475 71.7538 120.6941 2.1501 124.1542 49.1187 131.7612 -1.755 156.028 4.8322 151.1919 -0.9875 137.5229 4.9554 174.6334 6.1315 135.905 19.7379 185.2118
2.3782 -0.2601 117.2224 7.3377 176.2174 1.0732 118.9572 72.385 135.4791 87.6001 169.9402 -12.692 91.844 32.2907 139.103 -3.4663 149.1188 4.6239 171.2704 21.9965 157.6019 -12.5865 106.5626 54.9158 138.3658 2.1274 124.8422 65.0214 126.3438 1.6448 156.3698 3.8563 151.4715 -0.6212 137.4981 5.8047 174.8114 9.7052 136.5267 16.3122 186.5567 -13.7289 101.597 54.9862 138.4994 2.6199 131.0223 71.4067 121.9817 1.2792 144.5827 4.1707 154.2151 0.0564 143.3661 5.5772 172.8298 9.9834 140.9313 16.8752 189.5648 -11.5529 118.0111 52.5603 182.7114 1.3772 111.2022 56.2069 134.5694 1.7356 164.6901 0.1535 94.0749 -1.5448 128.2494 2.4494 153.7578 18.1404 168.171 83.2165 163.403 -0.4909 110.4807 1.8022 103.9743 0.8306 126.6305 71.411 127.3918 75.6323 169.6885 -8.4205 147.2329 29.7855 141.0946 -0.1463 172.5031 1.6554 132.719 29.0703 182.5662 -13.0696 106.4124 79.237 121.9729 1.8818 124.6346 57.5233 133.5741 1.4843 156.313 4.4957 151.4214 -1.1826 137.4186 4.1256 174.9656 9.8134 136.5427 16.8084 185.4356
2.3825 -0.5866 117.423 7.2507 176.8739 0.1917 119.11 82.0236 136.7982 89.7522 170.8694 -11.725 91.0946 41.0898 139.8604 -4.4015 148.9469 4.3188 171.5684 24.94 157.724 -13.4932 105.7863 59.6364 142.2457 1.8816 125.2057 72.7233 127.1876 4.3291 156.9231 3.5224 151.643 -1.3392 137.3756 6.3982 174.8887 15.0503 137.4182 16.7394 186.8297 -14.3703 100.6427 59.7904 142.3532 2.3599 131.3364 79.0249 122.9307 3.7949 145.2437 3.8256 154.3796 -0.6956 143.2584 6.1801 172.9115 15.2068 141.5366 16.5389 189.7635 -12.4679 117.3222 57.0839 183.3879 1.1517 111.5891 62.9307 135.2414 4.6504 165.224 -0.1491 94.3932 -2.1712 128.1101 1.6751 153.8773 21.0837 168.3078 86.8336 164.2699 -0.8075 110.6852 1.8895 105.0299 0.1532 126.5984 78.9176 128.3036 78.1727 170.4305 -7.9881 146.5713 36.2115 141.525 -1.0777 172.3802 1.4022 133.1428 31.6288 182.6399 -13.9484 105.5901 85.8163 123.1601 1.6505 125.0394 65.7583 135.3296 4.053 156.8776 4.152 151.5867 -1.8296 137.2841 4.7066 175.059 15.2413 137.4402 15.3059 185.6011
2.3867 -0.8568 117.5736 6.7647 177.4379 0.3999 119.1345 90.8177 138.0915 93.0636 171.8006 -10.0179 90.5683 50.5357 140.7167 -5.7122 148.6768 4.0189 171.8097 27.9723 157.8748 -13.1861 105.0574 63.706 145.9877 1.6427 125.5058 79.5666 128.0335 5.9695 157.6605 3.2037 151.7592 -2.3352 137.1967 6.8791 174.8832 21.7762 138.642 17.6492 187.2314 -13.6407 99.7908 63.7493 146.0614 2.1148 131.594 85.7183 123.862 5.3489 146.117 3.4946 154.4896 -1.957 143.1048 6.7389 172.9022 22.4829 142.3618 17.3856 190.0231 -12.2384 116.6508 60.1668 184.0956 0.9139 111.9126 69.2248 135.9449 6.5216 165.9423 -0.4435 94.6439 -2.8432 127.9162 0.9857 153.8141 24.2313 168.4756 90.7127 165.196 -1.0903 110.8413 1.3947 105.9684 0.0666 126.4661 85.6165 129.1893 81.3324 171.1856 -6.3343 146.0167 43.0596 142.0677 -2.4538 172.1762 1.1094 133.4969 33.9258 182.7315 -13.3797 104.8362 91.5954 124.2515 1.3859 125.381 73.4033 137.0051 5.694 157.6283 3.8144 151.7028 -2.6182 137.0884 5.0972 175.0688 22.0491 138.6725 14.8435 185.7513
2.391 -0.8654 117.6802 6.2746 177.8824 1.1644 119.1724 98.5056 139.3277 97.8401 172.7571 -7.5215 90.3396 60.1013 141.6363 -7.4653 148.2839 3.6487 171.9987 31.2279 158.0563 -11.3267 104.4941 68.704 149.4623 1.3689 125.7516 85.5047 128.8601 6.6858 158.4391 2.9384 151.8279 -3.5984 136.9765 8.3922 174.843 29.3689 140.1756 19.9513 187.7482 -11.9712 99.1443 69.09 149.5046 1.8325 131.8029 91.37 124.762 6.0029 147.027 3.2265 154.5552 -3.4868 142.9171 7.8746 172.8514 30.7677 143.4178 19.0511 190.42 -10.6502 116.1148 62.1004 184.8227 0.6494 112.1783 74.8847 136.6613 7.3072 166.7011 -0.6732 94.8339 -3.7131 127.686 0.9291 153.6772 27.7975 168.6843 93.0314 166.1508 -1.0732 110.9543 0.8903 106.7456 0.6815 126.3645 91.1793 130.0324 86.4256 171.9944 -3.7224 145.7094 50.3957 142.7028 -4.2833 171.8518 0.7879 133.7791 36.0861 182.8354 -11.6329 104.2611 96.5945 125.2542 1.0963 125.6553 80.9984 138.5761 6.394 158.4153 3.5451 151.7697 -3.6332 136.8371 6.3103 175.045 29.8018 140.2117 15.6861 185.9532
2.3953 1.4651 117.7836 5.8659 178.2287 2.8568 119.3349 104.9392 140.4809 102.1065 173.7316 -4.5714 90.4804 69.4333 142.592 -9.2608 147.7699 3.3186 172.1248 35.1671 158.2789 -8.6977 104.1851 75.0646 152.6169 1.0492 125.9414 90.5851 129.6531 6.73 159.16 2.9281 151.8665 -5.1092 136.6721 10.524 174.7996 38.0545 141.9236 24.4182 188.4549 -9.2177 98.7975 74.9772 152.6324 1.5123 131.9618 96.1811 125.6192 5.985 147.8718 3.216 154.5902 -5.3111 142.6411 9.9256 172.7988 39.8672 144.6346 22.6487 190.9657 -8.0495 115.8119 63.2054 185.5428 0.3383 112.3865 79.8243 137.3794 7.3999 167.4067 -0.6856 94.9821 -4.9663 127.3796 1.1679 153.5437 32.0235 168.9538 93.6397 166.9959 1.2286 111.0653 0.5061 107.3807 2.1522 126.3645 95.6401 130.8247 92.2793 172.8871 -0.571 145.7505 58.1116 143.4143 -6.167 171.3843 0.4436 133.9959 38.0416 182.9528 -8.884 103.9532 101.3967 126.181 0.7771 125.8691 88.1895 139.9682 6.3819 159.147 3.5109 151.8081 -5.0746 136.5 8.144 175.0239 38.4557 141.9636 17.0239 186.2761
2.3996 0.3868 118.2326 5.5223 178.5077 5.0553 119.7102 110.9174 141.5374 104.271 174.5831 -1.8419 90.9735 78.3177 143.5699 -10.5119 147.1359 2.9512 172.2073 40.0289 158.573 -5.4405 104.2283 87.2694 155.3568 0.772 126.0736 94.8183 130.4172 6.2692 159.7888 4.7978 151.9094 -6.4635 136.2371 12.8986 174.7682 48.3378 143.8298 29.4255 189.5429 -5.9251 98.8458 86.9331 155.3617 1.2366 132.0689 100.2823 126.4403 5.5527 148.6095 5.1102 154.6297 -6.7207 142.2333 12.3532 172.7571 50.1038 145.9508 27.8729 191.7407 -4.9311 115.8489 63.7211 186.2312 0.057 112.5353 83.165 138.0947 6.9075 168.0259 1.3245 95.1212 -6.2047 126.9543 2.0121 153.4521 37.1372 169.3133 92.3821 167.6154 0.2129 111.4964 0.2097 107.9115 4.1586 126.5312 99.2035 131.5634 96.3911 173.7717 2.4521 146.1226 66.2327 144.2156 -7.5817 170.7892 0.1155 134.152 39.8632 183.0842 -5.5973 104.0041 106.6209 127.0421 0.4697 126.0257 96.0229 141.1631 5.927 159.7856 5.4096 151.8509 -6.4438 136.0311 10.4331 175.0143 48.8354 143.8668 19.445 186.7255
2.4039 -0.672 118.4007 5.246 178.7332 8.326 120.2799 116.7895 142.5326 104.2221 175.2229 0.5256 91.7301 86.7064 144.5544 -10.6821 146.456 2.7429 172.2406 45.7113 158.9642 -2.3605 104.6373 100.9241 157.1701 0.569 126.172 98.2845 131.1498 5.7364 160.2942 2.8468 152.2182 -7.0872 135.6937 15.4113 174.756 59.9339 145.7871 33.081 190.9251 -2.726 99.2921 100.5834 157.1977 1.0239 132.1461 104.4641 127.2321 5.0419 149.2047 3.1821 154.9283 -7.4025 141.7231 14.9802 172.7361 61.2454 147.315 32.2889 192.8394 -1.8824 116.2343 63.7978 186.8736 -0.1303 112.6442 83.8335 138.81 6.361 168.5235 0.5042 95.5737 -6.9238 126.4377 3.286 153.4474 43.3372 169.783 89.45 168.012 -0.5674 111.6607 -0.0382 108.3615 6.8934 126.8296 102.5766 132.2601 98.0341 174.4937 4.8714 146.7768 74.1125 145.102 -7.9251 170.1472 -0.1074 134.2583 41.8756 183.2337 -2.4694 104.4259 111.0542 127.7974 0.2552 126.1359 104.4129 142.2169 5.3992 160.3 3.4769 152.1546 -7.2064 135.4589 13.0029 175.0247 60.4349 145.8178 23.0906 187.3232
2.4082 -1.7391 118.3746 4.9454 178.9136 13.2324 121.0881 121.7915 143.4455 102.1078 175.6373 1.9961 92.6536 94.0593 145.531 -9.3612 145.8572 3.0696 172.2581 51.5287 159.4519 0.4951 105.3364 113.2912 158.0728 0.8585 126.2399 101.9162 131.8486 5.2815 160.6868 2.9893 152.1215 -6.6331 135.1374 18.0653 174.7702 71.9449 147.7139 34.4589 192.3537 0.2226 100.0539 112.9349 158.1205 1.312 132.1961 108.2175 128.0503 4.6271 149.667 3.6382 154.8545 -6.903 141.195 17.5955 172.7469 72.7947 148.7054 34.6603 194.0668 0.9005 116.9103 65.6614 187.4688 0.1625 112.7269 83.3611 139.5688 5.8655 168.9097 0.0812 95.7629 -6.6813 125.9114 5.3263 153.5398 50.3189 170.3822 85.3964 168.2137 -1.6576 111.6807 -0.3364 108.739 10.5385 127.2696 105.667 132.9612 97.2601 174.9955 6.3451 147.5958 80.2707 146.0335 -6.8853 169.5799 0.2172 134.3355 43.8109 183.4109 0.4259 105.1429 114.2599 128.4042 0.5673 126.219 112.3454 143.0657 4.958 160.6987 3.8345 152.0686 -6.9345 134.8724 15.6865 175.065 72.4781 147.7391 26.4541 188.1186
2.4125 -1.5809 118.2273 4.6322 179.0515 19.6611 122.1613 125.3121 144.2487 98.0637 175.8519 2.6387 93.6073 99.9818 146.4738 -7.0521 145.4684 4.7731 172.3337 56.8819 159.9885 1.9585 106.2754 123.5276 158.1978 2.2738 126.3574 105.4362 132.5779 4.9294 161.0026 2.1646 151.8937 -5.2041 134.6777 20.7645 174.8104 83.9154 149.5465 33.3788 193.6117 1.7205 101.0683 123.2237 158.2716 2.6485 132.2931 111.0991 128.8629 4.2857 150.0476 2.8246 154.6581 -5.4244 140.7552 20.3558 172.7906 84.2123 150.1001 34.1531 195.1859 2.2984 117.8192 70.0393 188.1945 1.6543 112.857 84.2181 140.3317 5.4935 169.2199 -1.0063 95.8499 -5.3818 125.4817 7.613 153.7057 56.9633 171.0956 80.328 168.2578 -1.3607 111.581 -0.659 109.0398 15.5353 127.8344 107.8724 133.6678 94.1019 175.2875 7.0059 148.4375 82.5834 146.9802 -4.5791 169.216 1.9722 134.469 45.618 183.6176 1.921 106.1019 116.0197 128.8703 2.2093 126.3524 118.5419 143.6861 4.6262 161.0194 2.9384 151.8406 -5.6078 134.3914 18.4448 175.1355 84.4633 149.5676 28.0033 189.0203
2.4167 -0.4229 118.1587 4.3028 179.1441 27.0646 123.4813 127.1677 144.9139 92.8318 175.8777 2.4122 94.5132 104.3031 147.3603 -3.7595 145.4235 3.4212 172.6078 60.1343 160.5445 2.539 107.2018 131.2409 157.7312 -0.3043 126.6356 107.8692 133.3143 4.6417 161.2626 2.8806 151.6501 -2.9787 134.4331 23.444 174.8756 95.2791 151.2249 30.9027 194.5598 2.3287 102.0755 131.0322 157.8277 -0.2246 132.5189 112.7225 129.6356 4.0128 150.3539 3.9036 154.4449 -3.0149 140.5196 23.0896 172.8605 95.2337 151.4657 31.859 196.0488 2.8698 118.7159 77.3892 189.0818 -0.5243 113.1865 86.7523 141.2299 5.1758 169.4744 -0.6277 95.7931 -3.435 125.2609 10.4225 153.9396 62.4759 171.8729 73.9324 168.1567 0.0174 111.5714 -1.0038 109.2737 22.2346 128.5318 109.021 134.3424 89.4421 175.3903 6.7404 149.2269 83.1107 148.0446 -1.3293 169.1472 -0.3102 134.8458 47.0944 183.8425 2.5171 107.0484 116.5165 129.2136 0.5996 126.706 122.7733 144.0867 4.3259 161.2832 3.9148 151.5896 -3.46 134.1333 21.1518 175.2295 95.7384 151.2401 27.2075 189.8227
2.421 1.3123 118.303 4.02 179.1965 35.0965 124.9793 127.5679 145.4456 86.6762 175.8039 1.9557 95.2817 107.3846 148.1807 -0.4602 145.7602 4.0297 172.5972 59.31 161.1396 2.4647 108.0547 136.7232 156.839 -1.6496 126.5226 108.8902 134.0046 4.3276 161.4736 3.0615 151.4364 -0.2769 134.4964 26.0687 174.9636 105.0973 152.7014 27.429 195.1701 2.2835 103.0063 136.4725 156.9552 -1.4254 132.3385 113.1446 130.3351 3.739 150.6054 4.0811 154.2536 -0.1238 140.5698 25.7635 172.9562 105.101 152.7607 28.4736 196.598 2.7777 119.5363 86.8622 190.2409 -2.0395 113.163 89.068 142.2402 4.84 169.6809 0.7405 95.8346 -0.9618 125.3424 14.2624 154.2453 66.5473 172.689 66.4467 167.9632 2.0171 111.7866 -1.3142 109.4437 30.6027 129.3557 108.9141 134.9521 83.7481 175.3734 6.2156 149.8759 82.806 149.1641 2.1195 169.4056 -1.3845 134.8657 47.685 184.0817 2.4505 107.9184 115.9373 129.4539 -0.9752 126.7848 125.1388 144.313 4.0274 161.4984 3.9246 151.3632 -0.8241 134.2102 24.0439 175.3521 105.7804 152.708 24.7659 190.385
2.4253 3.4662 118.6776 3.8566 179.2181 44.2224 126.59 126.7527 145.8578 79.1246 175.6376 1.5189 95.9063 109.3078 148.9327 2.1309 146.4051 3.7289 172.4954 56.757 161.8622 1.9991 108.7972 139.9547 155.674 -2.7182 126.1962 108.6588 134.6228 4.0179 161.6334 4.8865 151.288 2.3498 134.8518 28.5202 175.0741 113.101 153.9859 25.6561 195.4284 1.7976 103.8201 139.8738 155.8091 -2.5496 132.0168 112.5314 130.9487 3.4255 150.803 5.9681 154.1171 2.6625 140.8919 28.4075 173.0777 113.0131 153.9669 26.41 196.8422 2.3294 120.2489 94.6433 191.6371 -2.7531 112.8604 90.4104 143.2644 4.4954 169.8368 2.7987 96.1217 1.5178 125.7247 19.088 154.6474 69.7172 173.5131 57.7287 167.6852 4.6033 112.2504 -1.5044 109.5663 40.2507 130.2896 107.9091 135.4838 76.82 175.2455 5.6846 150.3807 82.2271 150.2891 4.799 169.9437 -2.1149 134.6194 46.4968 184.3292 1.981 108.678 114.4977 129.6125 -1.8542 126.5609 126.0389 144.406 3.7154 161.66 5.8008 151.1937 1.8096 134.5973 27.0039 175.5041 113.8071 153.9814 21.698 190.6687
2.4296 6.0216 119.3072 4.4646 179.2281 54.026 128.2646 124.9695 146.1698 70.3855 175.3971 1.1843 96.4158 111.2183 149.6308 3.6851 147.2255 5.1353 172.3782 54.8408 162.6326 1.5114 109.3971 141.3355 154.3547 -2.7244 125.8565 107.5271 135.1596 3.6715 161.748 7.0842 151.2416 4.4453 135.4586 30.9058 175.2022 119.1471 155.0871 22.947 195.1543 1.3203 104.4834 141.1971 154.5031 -2.8733 131.7059 111.1187 131.4724 3.1062 150.9379 8.5754 154.0615 4.9056 141.45 30.9335 173.2172 118.9869 155.0576 23.314 196.605 1.8312 120.8231 99.5617 193.011 -2.4956 112.5476 90.4393 144.214 4.133 169.9472 5.447 96.6929 3.4877 126.3539 25.0873 155.12 71.8104 174.3218 48.1802 167.3426 7.7648 112.9858 -0.7223 109.6617 50.6331 131.3027 106.1633 135.9357 68.2961 175.0442 5.2724 150.7771 81.2997 151.3769 6.5015 170.6445 -1.867 134.3478 42.1617 184.6013 1.4967 109.2935 112.2777 129.7024 -1.8131 126.29 125.6841 144.3952 3.3825 161.7754 8.0216 151.117 3.8938 135.2488 30.3366 175.6872 119.9057 155.0719 18.7096 190.6222
2.4339 9.1303 120.1932 5.7673 179.3139 63.9041 129.9574 122.3182 146.392 60.9854 175.1007 0.9241 96.8437 112.3484 150.3373 4.3264 148.0744 6.1046 172.2818 52.5114 163.39 1.094 109.8796 140.8285 152.9663 -2.0142 125.6184 105.5446 135.6119 3.3576 161.8175 10.1541 151.267 5.8911 136.2153 33.4277 175.3484 124.1369 156.0293 18.9989 194.4674 0.9244 105.0187 140.7527 153.1266 -2.3192 131.4861 108.9958 131.9082 2.7981 151.0274 11.4402 154.0808 6.4287 142.1483 33.6644 173.3779 123.5048 156.0303 18.9095 195.9989 1.4085 121.2779 101.8347 194.14 -1.4027 112.3657 89.385 145.0515 3.7818 170.013 8.6445 97.5632 4.8662 127.1286 32.2462 155.6551 73.1912 175.0962 38.9355 166.9586 11.572 114.036 0.47 109.8757 61.3285 132.355 103.7155 136.302 58.6407 174.7969 4.9644 151.1008 80.9366 152.4247 7.1963 171.3747 -0.9876 134.1748 36.7 184.9526 1.0896 109.7894 109.3299 129.7268 -1.0059 126.1074 124.1063 144.3081 3.0709 161.8462 11.0299 151.1175 5.3315 136.0567 34.4144 175.9167 124.9926 156.002 14.5463 190.1891
2.4382 12.8996 121.3842 5.7848 179.4429 74.0003 131.6102 118.9347 146.5307 50.9976 174.7379 0.7063 97.2033 112.3231 151.0419 4.3353 148.8553 8.1656 172.2111 50.7815 164.1215 0.7886 110.2741 138.9896 151.5596 -0.7154 125.5215 102.8954 135.9749 3.1179 161.8512 13.451 151.3575 6.1844 137.0245 36.2145 175.5224 129.0881 156.8795 13.5168 193.4918 0.606 105.462 138.8054 151.7298 -1.0404 131.3857 106.211 132.2527 2.566 151.0715 14.6138 154.1529 6.7924 142.8982 36.8323 173.575 128.3462 156.9073 12.9547 195.1295 1.0957 121.653 101.582 194.9279 0.1973 112.3701 87.1643 145.7544 3.5237 170.0433 12.3597 98.7584 5.1211 127.9522 41.3636 156.2767 74.2418 175.8219 30.3362 166.4897 15.9416 115.4378 -1.8852 110.209 71.7061 133.4281 100.6171 136.5773 48.4371 174.516 4.6935 151.3685 81.4965 153.4281 7.2145 172.0495 0.2808 134.1799 30.9523 185.3299 0.7649 110.2001 105.6797 129.6862 0.3215 126.0848 121.6414 144.1608 2.8363 161.8801 14.2624 151.1801 5.6332 136.9192 39.6788 176.236 129.9389 156.839 9.1199 189.4738
2.4425 17.461 122.9246 6.7833 179.4159 84.3481 133.1469 114.7154 146.5797 40.9276 174.3151 0.4756 97.5049 110.9725 151.7143 3.8886 149.536 10.5991 172.187 48.9725 164.8023 0.5283 110.6077 135.3934 150.154 0.9952 125.5879 99.5263 136.2396 3.2622 161.864 16.9622 151.5021 6.0582 137.7295 39.7065 175.7389 132.9273 157.5685 6.8882 192.3282 0.3514 105.8321 135.2487 150.3335 0.8577 131.4098 102.7403 132.5032 2.7137 151.093 17.9137 154.272 6.6331 143.5526 40.7472 173.8234 132.3419 157.7302 5.9951 194.0924 0.8281 121.9643 99.1179 195.4086 2.1337 112.5907 84.4311 146.3102 3.6852 170.0533 16.5161 100.2907 4.966 128.6701 52.4135 157.028 75.6226 176.5128 21.9104 165.8916 21.0801 117.1855 -2.6373 110.1511 81.108 134.4886 96.8901 136.7623 38.7345 174.1948 4.3887 151.5857 82.1871 154.4663 6.7579 172.6401 1.9153 134.3608 25.8064 185.694 0.5027 110.5402 101.4312 129.5797 2.1002 126.2294 118.3258 143.9605 2.9898 161.8935 17.6255 151.2958 5.4709 137.6705 46.5174 176.6735 133.5968 157.5217 2.5463 188.5701
2.4467 22.9089 124.8157 7.5422 179.3476 94.3961 134.5015 109.914 146.5471 31.1851 173.8293 0.2212 97.7457 109.4658 152.3428 3.3543 150.0834 13.3608 172.2157 49.0736 165.4372 0.2672 110.8817 130.6656 148.762 3.074 125.8106 95.6771 136.4165 5.1445 161.8896 20.7771 151.6986 5.6049 138.3267 43.5366 176.0265 135.2211 158.0885 -0.6413 191.0575 0.0896 106.1408 130.5462 148.9492 3.3199 131.5625 98.7524 132.6677 4.0369 151.1291 21.4719 154.4375 6.1884 144.1068 45.0341 174.155 134.8844 158.4401 -1.854 192.9568 0.5573 122.2186 94.9074 195.6369 4.4558 113.0236 81.0908 146.7255 5.8602 170.0794 21.3204 102.132 4.5546 129.2778 64.4383 157.9251 77.951 177.2213 13.549 165.1684 26.4978 119.2815 -2.4904 109.9577 89.4526 135.5041 92.6832 136.8739 29.6066 173.7924 4.0833 151.7468 82.1699 155.474 6.2245 173.1135 3.683 134.7458 22.2457 186.0126 0.2304 110.8245 96.6717 129.4138 4.1117 126.5718 114.1926 143.7087 4.7236 161.9195 21.2716 151.4627 5.0208 138.3035 53.8425 177.265 135.8561 158.039 -4.7215 187.5495
2.451 29.1776 127.0613 9.4339 179.2681 103.5606 135.6339 104.547 146.4417 22.1095 173.2409 -0.052 97.9336 107.5014 152.8691 2.8957 150.5105 16.2671 172.2841 50.1387 166.16 -0.0466 111.1012 124.9544 147.387 5.4705 126.2031 91.0311 136.5198 3.5881 162.064 24.6205 151.944 5.1606 138.7983 47.3261 176.3738 136.1521 158.4609 -8.6643 189.7382 -0.2044 106.3864 124.8172 147.5809 6.085 131.8306 94.313 132.7531 1.8182 151.2868 25.0467 154.6459 5.7151 144.5435 49.2848 174.5519 135.8634 159.0192 -10.0614 191.7728 0.2421 122.4196 89.5715 195.6606 7.1946 113.6885 77.2608 147.021 4.6988 170.2731 26.9354 104.2236 4.13 129.7577 75.6071 158.929 83.3697 178.0022 5.2015 164.3392 31.7849 121.702 -1.0945 109.8752 96.342 136.4603 87.7753 136.9204 21.0345 173.2675 3.7602 151.8597 81.0447 156.374 5.7382 173.4797 5.9108 135.3006 20.4169 186.2834 -0.0725 111.0473 91.115 129.1964 6.5562 127.079 109.4578 143.4033 3.1257 162.101 24.9852 151.6776 4.5478 138.8015 60.7664 177.9377 136.6908 158.4106 -12.4652 186.4657
2.4553 36.121 129.6229 11.4516 179.1955 111.1073 136.5766 98.3415 146.2676 13.2771 172.5157 -0.2979 98.0703 104.811 153.2754 2.554 150.8526 19.2178 172.3905 53.1001 166.9629 -0.3616 111.2608 118.3542 146.0215 8.4972 126.7349 85.6868 136.5625 4.3078 161.9749 28.8942 152.2338 4.8076 139.1689 50.0753 176.7598 135.7949 158.7097 -17.0888 188.4017 -0.5139 106.5736 118.2705 146.2226 9.5014 132.2044 89.0013 132.7714 1.741 151.0646 28.8423 154.8932 5.336 144.887 52.4771 174.9886 135.4963 159.4755 -18.6542 190.5675 -0.0845 122.563 82.9124 195.5037 10.2807 114.5911 72.8607 147.1887 5.7972 170.2333 33.4933 106.5068 3.7929 130.1374 85.412 159.9376 90.645 179.0024 -3.1886 163.4234 37.4414 124.3691 1.001 110.0426 101.8094 137.3412 82.0491 136.9067 12.5827 172.5974 3.4787 151.9278 78.9592 157.1261 5.3715 173.7722 8.6494 136.0752 20.0401 186.5692 -0.3919 111.2164 84.8993 128.9138 9.7634 127.7897 103.9883 143.05 3.7463 162.0117 28.76 151.9309 4.1875 139.1925 66.3286 178.6485 136.2448 158.6625 -20.631 185.3509
2.4596 43.9903 132.4001 13.6501 179.1365 117.6176 137.3538 91.3848 146.0196 4.7172 171.6533 -0.4606 98.1683 101.4473 153.5623 2.2587 151.1333 22.2515 172.5326 56.7686 167.8827 -0.6663 111.3747 110.8544 144.67 12.3867 127.4165 79.6666 136.5622 3.6271 161.8223 33.84 152.5814 4.5036 139.4731 49.8281 177.1747 134.3744 158.8573 -25.6332 187.0643 -0.806 106.708 110.8144 144.8778 13.9831 132.6837 83.0829 132.7217 0.8917 150.7674 32.9217 155.1828 5.022 145.1681 52.1601 175.4567 134.0111 159.8234 -27.4298 189.3556 -0.3824 122.6617 75.0629 195.2158 13.9073 115.7188 67.5332 147.2392 5.5504 170.1402 41.4329 108.9189 3.5268 130.4492 93.2107 160.8994 96.7717 180.1958 -11.7162 162.4317 43.8099 127.1937 3.7248 110.4896 105.7883 138.1448 75.1041 136.8531 4.1094 171.8063 3.2752 151.9605 76.3442 157.7132 5.0672 174.0115 12.126 137.1003 21.3303 186.9176 -0.6818 111.3355 78.0792 128.5776 14.1135 128.7184 97.8142 142.6499 3.0747 161.8592 32.698 152.2217 3.9068 139.5108 69.2468 179.3869 134.775 158.8166 -29.0302 184.2225
2.4639 53.5587 135.2266 15.9488 179.1001 123.3463 138.0101 83.8146 145.7005 -3.6709 170.664 0.0152 98.2428 97.2484 153.7336 1.9835 151.3574 25.4395 172.7096 59.2609 168.8928 -0.8655 111.4468 102.4201 143.333 17.398 128.2616 72.8782 136.4999 5.0554 161.6631 39.5963 153.0176 4.2769 139.7171 45.2216 177.6634 131.9877 158.9246 -34.5256 185.7402 -1.0138 106.7987 102.2954 143.5479 19.7359 133.2764 76.1575 132.6226 1.1729 150.4833 37.7792 155.53 4.7672 145.3935 47.3065 176.0161 131.5618 160.0783 -36.301 188.1482 -0.5897 122.7202 66.175 194.8093 18.7169 117.0777 62.0211 147.1579 7.1336 170.038 50.494 111.3412 3.3075 130.7015 99.2778 161.796 100.0453 181.3573 -20.0731 161.3758 51.6981 130.0478 7.0756 111.2554 108.907 138.8792 67.8275 136.7687 -4.5766 170.9187 3.7336 151.9733 73.1016 158.1445 4.7476 174.2059 16.8572 138.4293 23.5585 187.4297 -0.8953 111.4143 70.8561 128.1904 19.9024 129.8794 90.739 142.2029 4.4202 161.7015 37.4893 152.5694 3.6792 139.7736 70.4596 180.1756 132.4359 158.8903 -37.4909 183.0915
