#Time Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50
0.0428 7.63 42.2158 6.2187 42.6287 6.386 49.1218 7.5069 37.3632 12.5965 28.0308 10.8105 36.6809 10.3753 33.5516 6.1156 30.9702 8.3352 47.0274 11.2842 25.8886 8.6938 31.119 7.8916 48.4063 8.8173 32.2019 4.9277 50.428 7.2871 48.5298 10.9232 33.3905 10.5897 30.2056 6.1235 40.9647 6.7159 52.6194 8.9116 30.8237 11.428 27.958 5.9465 33.6068 7.9883 37.5658 6.4727 37.7968 8.073 41.3964 8.252 32.773 5.8586 49.7377 5.9264 47.4939 8.7892 27.3546 9.8604 39.7906 8.5643 24.0102 5.6636 45.98 7.3614 42.107 10.6838 33.0914 5.8799 48.5091 9.8365 34.2747 9.4637 38.0825 11.2842 29.4477 9.6882 29.7385 8.2999 44.7138 7.0845 42.8144 7.8205 39.6871 8.2766 30.0763 9.7251 27.1083 7.421 50.9334 4.1989 46.3752 6.8045 40.1366 8.5428 37.3203 7.1758 46.9981 6.1999 44.5742
0.0471 4.5272 42.3942 1.8505 42.7401 3.7541 49.3106 3.4448 37.4756 10.6851 28.2917 8.8869 36.9543 7.8635 33.7733 1.2622 31.0028 6.3165 47.2979 8.4098 26.0741 4.1206 31.2522 5.9769 48.6746 5.3739 32.3194 1.8752 50.5868 5.0495 48.7641 8.628 33.6362 7.7603 30.3986 1.4335 41.0737 4.7515 52.8824 5.3324 30.926 8.748 28.1638 1.2752 33.6563 4.559 37.7126 2.4877 37.8979 5.4065 41.5855 4.4521 32.9037 2.8454 49.9135 2.2058 47.6474 4.6561 27.4265 7.854 40.0577 4.0286 24.0438 2.0102 46.085 4.1738 42.2694 8.2001 33.3197 2.7016 48.6734 7.1192 34.4741 6.8831 38.3074 8.8161 29.6601 6.3172 29.888 6.1099 44.9569 3.8403 42.9723 3.9042 39.8519 3.922 30.1821 5.177 27.2453 5.5809 51.2118 0.0978 46.4583 2.3227 40.2732 5.4004 37.4908 4.6186 47.2099 2.6668 44.7047
0.0514 0.6853 42.4046 -2.4798 42.6353 0.6144 49.3493 -0.7419 37.4319 7.2721 28.4369 5.5118 37.0963 4.4571 33.87 -4.0585 30.8617 3.2972 47.4066 4.4499 26.1279 -0.3993 31.146 3.2906 48.7887 1.3689 32.3233 -2.2206 50.5748 2.1467 48.8429 5.274 33.7546 4.0112 30.4652 -3.5534 40.9483 2.054 52.984 1.1658 30.9182 4.8474 28.24 -4.1947 33.5202 0.4864 37.7107 -2.9921 37.8221 1.9087 41.6419 -0.4715 32.8659 -0.9005 49.9168 -1.4812 47.5933 -0.1571 27.3697 4.6855 40.1807 -1.2256 23.9435 -2.1352 46.041 0.2813 42.2698 4.6576 33.4193 -1.1602 48.6633 3.5716 34.5492 3.1969 38.387 5.4804 29.7562 2.2833 29.9061 3.255 45.0482 -0.0664 42.9661 0.1515 39.8003 -1.3827 30.0869 0.8499 27.1413 2.9501 51.3315 -5.1525 46.3526 -2.2162 40.1656 1.2709 37.5075 1.4499 47.2624 -1.512 44.6648
0.0557 -3.0623 42.3212 -6.0177 42.488 -2.3087 49.3104 -4.318 37.3095 2.3111 28.4007 0.2271 37.0757 0.8253 33.8317 -9.4258 30.6222 -2.0664 47.3938 0.151 26.0526 -4.1126 30.9954 0.1576 48.7948 -2.2255 32.2246 -5.3088 50.4301 -1.0013 48.8273 0.0956 33.7137 0.1426 30.4109 -7.201 40.7481 -1.2154 52.969 -2.5304 30.8101 -0.8868 28.1724 -9.2041 33.2687 -3.2312 37.6123 -6.7053 37.6004 -1.124 41.5986 -3.9485 32.6985 -4.5716 49.8241 -4.6783 47.4927 -4.5175 27.1989 0.5309 40.1732 -5.9758 23.7271 -5.55 45.9194 -3.2313 42.1866 -0.1738 33.3659 -4.8403 48.5591 -0.0633 34.5038 -0.9474 38.3194 1.9885 29.7363 -1.6082 29.8124 0.0498 45.0437 -3.6251 42.8777 -3.0197 39.7172 -5.2248 29.8797 -2.8618 27.0104 -0.7464 51.3378 -9.1151 46.1209 -5.7174 39.9998 -2.6504 37.4152 -1.77 47.2262 -5.1526 44.5407
0.06 -5.8966 42.1806 -7.9805 42.3125 -4.1532 49.2406 -6.5928 37.1584 -0.5857 28.231 -2.5597 36.8358 -2.9891 33.7342 -11.6034 30.2923 -4.8653 47.1405 -5.1763 25.8951 -6.4079 30.8336 -3.3165 48.7377 -4.6384 32.0921 -6.5244 50.2916 -3.4779 48.7562 -3.455 33.4981 -3.5056 30.287 -9.1737 40.555 -5.2255 52.8918 -5.1158 30.67 -5.0138 27.9192 -11.3005 32.9651 -5.9071 37.4657 -8.5958 37.4104 -3.218 41.5223 -5.9083 32.5558 -7.3422 49.6775 -6.51 47.3674 -7.7353 26.9882 -3.2184 40.035 -9.4274 23.4701 -7.5877 45.7678 -5.7829 42.0555 -4.2876 33.1845 -7.461 48.4052 -3.0637 34.3995 -5.8322 38.1765 -1.5196 29.654 -4.644 29.6665 -2.5352 44.9818 -6.0549 42.7435 -4.8478 39.612 -7.5887 29.6947 -5.2622 26.8582 -4.5614 51.2221 -10.1939 45.8725 -7.6467 39.8298 -5.7461 37.2663 -4.1449 47.145 -7.5328 44.3738
0.0643 -7.7418 42.0279 -8.4259 42.1648 -4.7456 49.1729 -7.283 37.0319 -2.7005 28.11 -4.3501 36.6866 -5.09 33.5623 -12.0338 30.0788 -6.2763 46.9694 -6.974 25.6052 -7.1095 30.7089 -4.6536 48.5917 -5.6193 31.9811 -6.1537 50.2074 -5.4177 48.6695 -5.2275 33.3137 -6.4296 30.1227 -9.2978 40.4011 -6.0463 52.6803 -6.169 30.5526 -7.1119 27.705 -11.5983 32.7617 -7.0565 37.3264 -8.6776 37.2733 -4.1065 41.4472 -6.3697 32.4513 -8.6561 49.5243 -6.8353 47.2619 -9.2519 26.8026 -4.4755 39.8673 -11.0646 23.2399 -8.1242 45.6373 -6.8617 41.9236 -5.9306 32.9737 -8.4539 48.2475 -5.6775 34.2783 -7.0111 37.9023 -4.03 29.5222 -6.3494 29.527 -4.8694 44.9021 -7.0639 42.6085 -5.3476 39.529 -8.2776 29.5505 -6.1186 26.7412 -5.2694 51.0482 -9.5723 45.695 -7.9152 39.6935 -7.9226 37.1061 -5.1911 47.0523 -8.4244 44.2143
0.0686 -8.0301 41.8846 -7.5984 42.0742 -4.0155 49.1396 -6.6303 36.9545 -3.5432 28.0111 -4.9013 36.5759 -5.0088 33.4301 -10.9411 29.9636 -6.2757 46.8512 -7.4611 25.4462 -6.4962 30.6427 -4.1183 48.5048 -5.3449 31.9142 -4.6116 50.1926 -4.9267 48.5576 -5.7021 33.1908 -6.3484 29.9581 -8.0823 40.3118 -5.2691 52.5817 -5.8715 30.4816 -7.7962 27.5552 -10.2763 32.6507 -6.7234 37.2234 -7.2322 37.2054 -3.8355 41.4052 -5.5824 32.406 -8.4899 49.3902 -5.7434 47.207 -9.1789 26.6693 -4.6453 39.7843 -11.0368 23.069 -7.1849 45.5574 -6.8233 41.8273 -6.3603 32.848 -8.3172 48.1227 -5.5681 34.1268 -7.22 37.7623 -3.9756 29.4036 -6.8366 29.4234 -4.3146 44.7789 -6.8296 42.5108 -4.6646 39.4941 -7.5442 29.4734 -5.5985 26.6806 -4.8221 50.9748 -7.8423 45.6037 -6.8817 39.6224 -8.0655 36.9459 -5.5296 46.9843 -7.8596 44.0968
0.0728 -6.0118 41.8015 -5.4979 42.0733 -2.4573 49.167 -4.9287 36.9502 -3.3549 27.9537 -4.3847 36.5219 -4.0931 33.4036 -8.2814 29.9633 -5.2313 46.7937 -6.6023 25.3641 -4.7634 30.656 -2.9053 48.5092 -4.0281 31.9149 -2.3644 50.2601 -3.3181 48.5446 -5.1231 33.1279 -5.2299 29.9156 -5.6755 40.311 -3.8316 52.5641 -4.5034 30.4773 -7.2169 27.4593 -7.5752 32.6463 -5.6477 37.1834 -4.8825 37.2203 -2.7717 41.4261 -3.7792 32.4386 -5.8259 49.2849 -3.5992 47.2316 -7.6607 26.6114 -3.7651 39.7594 -9.286 22.9825 -4.8552 45.5517 -5.4739 41.7849 -5.6889 32.7821 -5.9005 48.026 -4.3169 34.0891 -6.1747 37.7002 -3.1274 29.3872 -5.8015 29.3637 -2.9334 44.7838 -5.5911 42.4818 -3.0022 39.5318 -5.5931 29.482 -4.0437 26.693 -3.6466 50.9555 -4.8681 45.626 -4.7636 39.6387 -6.311 36.8592 -3.6898 46.9332 -6.099 44.0546
0.0771 -3.2853 41.851 -2.5922 42.1507 -0.6974 49.2643 -2.604 37.0273 -2.5336 27.9527 -3.2567 36.5337 -2.4284 33.4452 -4.3729 30.0506 -3.5299 46.8081 -4.7647 25.3544 -2.2131 30.7483 -1.2668 48.5823 -2.03 31.9932 -0.0741 50.4104 -1.2991 48.6262 -3.8095 33.1345 -3.3559 29.945 -2.6795 40.3962 -1.9823 52.622 -2.3566 30.5485 -5.5931 27.4313 -3.9111 32.7366 -3.3158 37.1997 -2.1237 37.325 -0.882 41.5011 -1.3429 32.5463 -2.9149 49.3339 -1.1256 47.3323 -5.2459 26.6357 -2.1745 39.7971 -6.5186 22.98 -2.042 45.6184 -2.8 41.808 -4.1765 32.7868 -2.8965 48.0586 -2.4402 34.143 -4.2751 37.7142 -1.5059 29.4318 -3.3572 29.3825 -1.1114 44.8642 -2.809 42.4969 -0.8316 39.6401 -2.7084 29.5718 -1.6748 26.7776 -2.0024 51.0052 -1.6499 45.7347 -2.0255 39.741 -3.9618 36.9053 -1.4263 47.0142 -3.1552 44.0701
0.0814 -0.5678 41.9721 0.1744 42.3147 1.3231 49.4218 0.1161 37.1885 -0.9382 27.999 -1.6419 36.6036 -0.2918 33.5526 -0.4753 30.237 -1.6801 46.8891 -2.2565 25.415 0.6319 30.9168 0.5248 48.7263 0.4718 32.1331 1.8345 50.6502 0.6511 48.7767 -2.0319 33.2061 -0.9519 30.0398 0.2865 40.577 -0.1021 52.7532 0.274 30.6832 -3.3804 27.4731 -0.2602 32.9323 -0.4148 37.3555 0.7852 37.5234 1.2674 41.6581 1.3286 32.7295 -0.2918 49.4639 0.9979 47.5181 -1.6876 26.7207 -0.3924 39.8951 -2.457 23.0439 0.3957 45.7722 -0.0245 41.9621 -2.0951 32.8607 -0.2393 48.1967 -0.125 34.26 -1.896 37.7981 0.497 29.5367 -0.4998 29.5094 0.7597 45.0051 -0.0139 42.6547 1.413 39.8201 0.3844 29.7451 0.9552 26.9377 -0.16 51.1285 0.9158 45.9517 0.6764 39.9308 -1.1576 37.0225 0.7416 47.1693 -0.3353 44.2023
0.0857 1.7192 42.1838 2.3321 42.5827 2.9009 49.7247 2.4775 37.4304 1.2581 28.1101 0.8194 36.7178 1.8455 33.7275 2.3032 30.5368 0.6395 47.0123 0.241 25.5464 3.045 31.1739 2.0426 48.9296 2.8015 32.3683 3.3378 50.9862 2.2208 48.9974 0.4323 33.3225 1.415 30.2039 2.5458 40.8588 1.5344 52.9562 2.7017 30.9034 -0.5627 27.5653 2.4824 33.2395 2.0742 37.593 3.1011 37.8116 3.1096 41.9283 3.6083 32.9964 1.6319 49.6964 2.6606 47.8119 1.2967 26.9425 1.5129 40.0525 0.8196 23.2505 2.3264 46.031 2.1849 42.1985 0.3455 32.9889 1.7433 48.4433 2.0851 34.4467 0.5217 37.9559 2.3864 29.7011 1.9542 29.7151 2.3793 45.2181 2.2019 42.8943 3.3993 40.0857 2.8987 30.01 3.1933 27.1843 1.4592 51.3176 2.732 46.2876 2.8157 40.2218 1.4165 37.2217 2.4104 47.4076 1.8947 44.4727
0.09 3.5319 42.4854 4.0342 42.958 4.1389 50.0814 4.4604 37.7744 3.2083 28.3309 2.9922 36.9814 3.7255 33.9687 4.2608 30.9499 2.4355 47.2968 2.3403 25.7588 5.1421 31.5172 3.4384 49.2045 4.8398 32.7034 4.6588 51.3899 3.5937 49.2952 2.7397 33.5587 3.3442 30.4458 4.2866 41.2377 3.0536 53.2347 4.7401 31.2275 1.9351 27.7774 4.436 33.6592 4.0235 37.9148 4.9931 38.1891 4.6103 42.2539 5.6378 33.3377 3.0035 50.024 4.0692 48.1982 3.331 27.2681 3.5482 40.2916 2.8962 23.5816 3.7617 46.4164 3.9162 42.519 2.6781 33.2039 3.1364 48.7853 3.9782 34.702 2.7141 38.1888 4.1247 29.9333 3.8784 30.0061 3.8143 45.5018 3.8217 43.2204 5.2016 40.4225 4.8931 30.3684 5.2092 27.5121 3.104 51.5717 4.0532 46.7239 4.572 40.6021 3.4092 37.5032 3.7418 47.7272 3.5207 44.8339
0.0943 5.0711 42.8563 5.393 43.4236 5.1634 50.4876 6.349 38.1914 4.8506 28.6027 4.9095 37.2819 5.4775 34.2823 5.8948 31.4352 3.6877 47.6372 3.9862 26.0767 7.1413 31.9317 5.0859 49.5473 6.7686 33.0909 5.9561 51.8373 5.087 49.6475 4.6778 33.8707 5.0975 30.7581 5.8857 41.6929 4.5038 53.5969 6.6554 31.606 3.8121 28.0802 6.1254 34.1525 5.7083 38.3063 6.8645 38.6271 5.9499 42.6309 7.6595 33.7329 4.3205 50.4277 5.0543 48.6618 4.8327 27.6774 5.3708 40.6264 4.2345 24.0056 4.8045 46.8667 5.3587 42.9051 4.6064 33.5271 4.379 49.204 5.7564 35.019 4.6234 38.5361 5.9265 30.2228 5.5575 30.3647 5.376 45.8345 5.2068 43.614 6.7544 40.8282 6.8161 30.7902 7.0481 27.9111 4.4698 51.9377 5.0131 47.2286 6.1693 41.0596 5.0092 37.8583 5.0267 48.1039 4.7614 45.2671
0.0986 6.5038 43.2742 6.6191 43.9175 6.2323 50.9212 7.9891 38.6282 6.4626 28.9187 6.6903 37.6272 7.1231 34.6669 7.2513 31.9397 4.8308 48.03 5.3891 26.4638 8.8357 32.3694 6.5533 49.9311 8.4621 33.4975 7.1299 52.2958 6.6121 50.0383 6.3436 34.2283 6.6489 31.1398 7.2329 42.1962 5.7908 54.0067 8.3624 32.0029 5.2783 28.4406 7.6155 34.666 7.2884 38.7354 8.5451 39.0855 7.3204 43.033 9.4293 34.1524 5.6171 50.8729 6.0351 49.1525 6.1157 28.1307 6.9036 40.9917 5.3029 24.4799 5.8386 47.352 6.6345 43.3283 6.2079 33.8933 5.549 49.6646 7.54 35.3948 6.2952 38.9408 7.5712 30.5665 7.1505 30.762 6.875 46.2149 6.4355 44.0467 8.2417 41.2503 8.4346 31.2427 8.6704 28.3236 5.7479 52.3289 5.9819 47.7669 7.602 41.5541 6.6578 38.2695 6.4418 48.5061 5.8524 45.7447
0.1028 7.2511 43.7439 7.7674 44.3952 7.3926 51.3487 9.2226 39.0544 8.2594 29.2572 8.457 37.9977 8.7852 35.0539 8.403 32.4255 6.1724 48.4467 6.8125 26.8691 10.2142 32.7858 7.7711 50.3229 9.9869 33.8971 8.1511 52.7408 7.8691 50.4465 7.8923 34.6093 8.1624 31.5317 8.5071 42.6685 7.0036 54.4272 9.821 32.393 6.5316 28.8294 8.9065 35.1594 8.7294 39.1751 9.7246 39.5353 8.8248 43.4291 10.9078 34.5537 6.5694 51.3574 7.18 49.6222 7.2695 28.5865 8.1113 41.3746 6.4012 24.9668 7.0443 47.8214 7.8752 43.7653 7.6965 34.2816 6.7583 50.1446 9.1881 35.7862 7.7949 39.3612 9.072 30.9149 8.634 31.1714 8.1159 46.6048 7.608 44.4907 9.6395 41.6491 9.7249 31.6741 10.1228 28.7176 7.069 52.7348 7.166 48.278 8.9339 42.0177 8.0881 38.7233 7.9607 48.9212 6.8541 46.2343
