#Time Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50
1.0198 -27.6692 47.4803 -39.124 25.7316 -23.8716 42.2563 -55.8598 25.4029 -16.5014 42.9717 -26.8572 51.6316 -22.9294 40.8039 -27.941 12.3832 -22.9163 59.1409 -26.2532 39.0955 -38.0016 16.5515 -24.4858 51.6259 -45.6333 26.7333 -8.8135 41.2355 -26.6789 50.7888 -25.6425 48.3029 -24.0557 38.0895 -35.8518 20.5556 -36.306 59.2324 -48.3422 25.3281 -29.4377 44.9966 -28.5396 13.5034 -28.3213 38.3547 -22.7868 18.5785 -28.5948 37.7762 -30.4923 15.4549 -27.4157 52.1202 -26.2702 33.3015 -40.2067 24.7015 -25.3167 51.6751 -45.2723 22.9352 -40.3802 32.0124 -25.5264 42.955 -21.6433 47.3214 -25.2726 49.0473 -25.6226 40.2305 -29.4092 49.7949 -28.3796 38.8354 -23.5396 34.4513 -23.9264 46.7142 -26.8221 43.0745 -28.809 24.5278 -60.6697 15.1179 -43.9905 15.556 -20.4137 56.8134 -16.2991 27.1229 -32.3551 20.5474 -22.7724 40.6861 -23.4974 47.5148 -32.4335 42.3713
1.0241 -25.2998 45.8848 -33.2865 23.8865 -23.2797 40.9397 -50.5337 22.8626 -17.2048 42.0515 -29.2086 50.9214 -22.513 39.4612 -20.9461 12.6552 -23.2297 57.7305 -25.8667 37.3946 -30.5228 14.8964 -24.0566 50.2104 -53.7397 24.06 -7.1039 42.2459 -24.1676 49.2888 -19.4213 47.2074 -23.7793 36.8283 -28.4523 19.8346 -33.9364 57.8907 -56.3324 22.7953 -25.6527 44.2266 -21.7432 13.8343 -33.9888 36.0132 -17.642 19.3202 -33.952 35.2507 -23.3914 14.9278 -26.0431 50.5372 -22.0058 32.6394 -49.5102 22.2313 -34.1107 51.0431 -55.1598 20.6416 -35.7601 29.599 -29.636 41.135 -34.1611 46.854 -26.7808 47.4965 -23.6599 38.996 -27.3272 47.4939 -26.3027 37.676 -25.8368 32.896 -22.4069 45.3832 -31.2902 41.1045 -23.6367 23.7806 -48.3233 13.6061 -36.1753 14.0004 -25.4334 55.6139 -12.9909 28.6023 -25.6415 19.954 -21.7717 39.4658 -23.5113 46.0745 -41.2215 39.6
1.0284 -24.8403 44.3144 -27.236 23.1307 -21.4002 39.8618 -42.5808 20.5763 -17.8408 41.0581 -31.0516 50.1085 -21.8954 38.1443 -15.9018 13.7084 -19.8151 56.2003 -26.2763 36.1597 -23.921 14.2346 -23.3146 48.8362 -61.7138 21.654 -5.6645 43.3447 -22.7683 47.8812 -28.6126 46.5134 -23.0837 35.6447 -22.2119 20.1416 -30.8729 56.4049 -62.5585 20.5158 -37.9274 43.8554 -16.2869 14.8818 -41.2989 32.8598 -13.617 20.5215 -35.7491 32.1285 -17.8191 15.3712 -27.0742 48.9461 -18.1685 32.7043 -58.9775 20.0082 -30.8483 49.0164 -64.8827 18.5775 -30.1234 28.1652 -35.9686 38.6835 -32.5179 44.8292 -31.0835 45.6304 -21.8369 37.8064 -27.2743 46.0225 -23.9037 36.4462 -30.6227 30.8501 -20.9813 44.1296 -39.2313 38.4707 -18.8795 23.7483 -36.9319 12.2455 -28.7525 12.6004 -24.0224 53.6235 -10.3602 30.2973 -19.9024 20.2465 -21.5755 38.3307 -25.6354 44.5124 -50.1807 35.64
1.0327 -26.7003 42.6374 -21.816 23.238 -19.0773 39.1745 -34.4546 18.5187 -13.9131 39.9616 -28.4169 49.1766 -20.8396 36.935 -12.4222 15.1541 -26.8265 55.1143 -26.7162 34.9864 -18.54 14.5064 -22.1762 47.4865 -67.1951 19.4886 -4.6678 44.4912 -22.8947 46.5305 -25.095 44.1067 -21.5307 34.5758 -17.0087 21.1008 -28.0307 54.7844 -60.777 18.4642 -35.322 42.0849 -12.7091 16.3867 -49.7209 29.5738 -10.613 22.0311 -34.7105 29.2619 -13.4435 16.3585 -30.8309 47.0948 -14.7036 33.23 -63.0878 18.0074 -29.003 47.6489 -73.6522 16.7197 -24.8425 27.7116 -43.7059 35.4213 -32.3476 43.6487 -37.7178 43.1311 -20.9376 36.6527 -27.2752 44.5812 -21.5581 35.2091 -37.2558 28.0698 -20.5142 42.9951 -47.6678 34.7741 -15.0069 24.3351 -27.6048 11.1632 -22.2478 12.0134 -23.6875 52.1437 -8.5566 32.0959 -15.4888 21.2483 -23.5724 37.1474 -29.5255 42.6022 -56.9819 32.076
1.037 -31.1895 40.6149 -17.4657 24.0282 -16.3739 38.9245 -27.1363 17.668 -22.4757 39.3805 -34.0786 48.4199 -19.7662 35.8316 -10.3091 16.7893 -24.1723 52.7158 -26.3914 33.884 -14.3723 15.3394 -21.0592 46.2427 -68.065 17.5397 -4.032 45.6234 -24.7971 45.0892 -23.5843 42.5016 -20.7199 33.5602 -13.0748 22.549 -25.6339 53.1381 -53.1209 16.6178 -33.7516 41.0218 -10.3939 18.1072 -56.8137 26.6164 -8.5292 23.6948 -30.3487 26.985 -10.3256 17.7128 -36.9395 44.6777 -11.8979 34.1109 -56.8959 16.2067 -27.0 46.1729 -79.7469 15.0478 -20.049 27.9433 -51.3821 31.8791 -31.3958 42.4958 -45.1997 39.7663 -22.4009 35.4592 -26.4058 43.2148 -20.2291 34.0315 -45.3499 25.2629 -21.6821 41.8558 -52.1702 31.2967 -11.7039 25.2789 -20.3796 11.3057 -16.9703 12.2534 -23.3033 50.7348 -7.2604 33.901 -11.9314 22.6313 -28.8981 35.6061 -31.4908 40.1863 -56.6973 28.8684
1.0413 -39.6747 37.9393 -13.9253 25.2164 -13.6525 39.0534 -21.0663 17.8548 -20.3953 37.2966 -30.4226 46.6629 -19.4158 34.7957 -8.9537 18.4481 -23.7945 51.0671 -24.577 32.8862 -11.2026 16.5643 -20.718 45.1425 -57.8529 15.7858 -3.6732 46.701 -27.1406 43.3559 -22.502 40.9351 -21.9042 32.4648 -10.2825 24.2556 -23.7942 51.5931 -42.7881 14.956 -31.2948 39.7811 -8.8965 19.8809 -55.2575 23.9548 -7.2406 25.3932 -25.5832 25.7105 -8.1777 19.2523 -43.582 41.4679 -9.52 35.2343 -47.7698 14.586 -24.9313 44.6732 -73.8688 13.543 -16.1154 28.7546 -53.8962 28.6912 -29.015 41.2667 -47.4251 35.7897 -26.6793 33.9259 -24.4922 41.9152 -20.5099 32.8397 -55.1093 22.7366 -24.7805 40.4964 -51.5236 28.167 -9.1669 26.4903 -15.0625 12.2794 -13.0332 13.1117 -22.5583 49.345 -6.5624 35.6474 -9.3204 24.2673 -35.8443 33.2507 -32.2124 37.8165 -50.7545 25.9815
1.0455 -48.231 34.1454 -11.0913 26.6883 -11.3538 39.4958 -16.1328 18.6911 -19.9514 35.9792 -27.741 45.2694 -21.1268 33.7178 -7.941 20.0665 -23.4397 49.4621 -22.8998 31.8984 -8.889 18.0107 -21.3567 44.0689 -46.0443 14.2072 -3.4666 47.704 -28.4796 41.4098 -21.5966 39.3946 -25.4665 31.0519 -8.4074 26.0716 -23.3081 50.2006 -33.1213 13.4604 -28.4558 38.4241 -7.89 21.6156 -48.0811 21.5593 -6.3671 27.0407 -20.761 25.2339 -6.7851 20.8452 -45.0794 37.5831 -7.6907 36.5107 -38.6083 13.1274 -22.9056 43.186 -61.3986 12.1887 -12.8311 29.9082 -49.406 25.8221 -26.1327 39.9468 -44.6072 32.2107 -32.6318 31.722 -22.8227 40.6591 -22.7559 31.4713 -62.3659 20.4629 -27.0987 38.6926 -46.0081 25.3503 -7.2007 27.8568 -11.4842 13.6685 -10.1564 14.287 -21.5381 48.0874 -6.154 37.2705 -7.5247 26.0186 -43.7027 30.0159 -29.5904 35.662 -42.3585 23.3834
1.0498 -56.3572 30.7308 -8.9507 28.3183 -9.2832 40.1729 -12.2729 20.0233 -19.6239 34.73 -25.7962 43.7442 -25.6138 32.3068 -7.0081 21.6196 -22.8702 47.9153 -22.8962 30.7891 -7.3945 19.5529 -20.6657 42.8978 -35.0339 12.7865 -3.2982 48.626 -27.8819 39.5284 -20.555 37.9381 -30.9572 29.0709 -7.233 27.8842 -24.6506 48.8234 -24.9528 12.6651 -25.4701 36.9813 -7.1032 23.2698 -39.4654 19.4034 -5.8639 28.5945 -16.7222 25.4802 -5.8851 22.4049 -42.4627 34.2077 -6.2535 37.8666 -30.2743 11.8147 -21.2705 41.7864 -48.6169 10.9698 -10.2217 31.3062 -42.311 23.2399 -23.4795 38.5948 -39.549 29.4468 -39.6699 28.7619 -22.1183 39.4556 -26.9495 29.7216 -67.2283 18.4166 -27.2007 36.7617 -38.306 22.8153 -5.6839 29.2967 -9.171 15.2687 -8.2377 15.643 -21.3616 46.982 -5.7879 38.7687 -6.3631 27.779 -46.3441 27.0143 -26.0788 34.2041 -34.1396 21.6857
1.0541 -62.6361 27.6577 -7.5101 30.0105 -7.5578 41.0147 -9.5852 21.6192 -19.3951 33.5294 -23.6467 42.1484 -31.5193 30.1982 -6.1028 23.1135 -21.8894 46.5273 -25.1965 29.4065 -6.5365 21.0908 -20.1554 41.994 -26.0738 11.8741 -3.0464 49.4745 -25.667 38.0057 -19.5541 36.6226 -37.8303 26.3379 -6.4271 29.6219 -26.7661 47.2196 -18.7632 12.9696 -22.9587 35.5531 -6.3234 24.8382 -31.1951 17.742 -5.3641 30.0394 -13.2484 26.1758 -5.3093 23.8854 -38.2517 31.7012 -5.1753 39.2431 -23.6185 11.3903 -20.7178 40.5067 -37.3938 9.8728 -8.2494 32.8409 -34.4675 21.2832 -22.1956 37.2995 -33.6718 27.7657 -46.8664 25.8857 -24.0914 38.2231 -32.7535 27.3939 -64.8498 16.575 -26.0028 35.1327 -30.885 21.5436 -4.7885 30.7506 -7.6758 16.9292 -6.9954 17.0551 -21.4374 45.9419 -5.3115 40.1548 -5.5963 29.4731 -43.6686 24.3129 -21.9831 33.4328 -26.9374 21.2506
1.0584 -63.7963 24.892 -6.4581 31.6841 -6.0659 41.9695 -7.7964 23.3302 -18.7312 32.4052 -21.8252 40.6603 -37.955 27.3324 -5.2405 24.5642 -21.3255 45.2981 -29.8087 27.5477 -5.9103 22.5469 -19.6524 41.2392 -19.0973 12.1433 -2.6665 50.273 -22.7877 36.9917 -19.4554 35.4674 -45.5827 23.7041 -5.9412 31.2515 -26.8311 45.4005 -13.9044 13.9042 -21.9494 34.2052 -5.2807 26.3411 -24.2887 17.3887 -4.8173 31.394 -10.3778 27.2181 -4.8418 25.2704 -31.7722 30.0959 -4.4864 40.5905 -18.3168 11.7703 -22.2315 39.2369 -28.2359 8.8855 -6.6675 34.4319 -27.0199 20.587 -22.9369 35.9664 -27.2812 27.1397 -50.902 23.2971 -28.6072 36.5876 -40.6464 24.6545 -54.7431 14.9175 -24.4073 33.8955 -24.2632 21.3426 -4.2757 32.1339 -6.6575 18.5635 -6.1721 18.4419 -20.3266 44.937 -4.6884 41.46 -5.1412 31.0625 -38.4599 21.8816 -18.2572 33.3216 -20.8313 21.823
1.0627 -56.1078 22.4028 -5.8044 33.2818 -4.8332 42.9981 -6.6063 25.0447 -17.8832 31.3827 -20.7196 39.2992 -39.0044 24.5992 -4.5698 25.9769 -21.6607 44.1905 -36.3381 24.9813 -5.4725 23.9093 -19.6949 40.6253 -13.8904 13.231 -2.2079 51.0544 -19.5119 36.5185 -20.8694 34.321 -52.8962 21.3337 -5.4883 32.7655 -25.991 43.8489 -10.6242 15.2504 -23.2171 32.8298 -4.5654 27.8322 -18.7208 17.8785 -4.1446 32.6766 -8.0815 28.4853 -4.2871 26.566 -26.0139 29.6486 -4.0831 41.8701 -14.3044 12.7144 -25.7843 37.679 -21.2822 8.8146 -5.7104 36.0224 -20.8976 20.9436 -25.9163 34.3914 -21.8303 27.4182 -48.9814 20.9674 -34.9969 34.272 -48.4744 22.189 -43.6413 13.4257 -21.5454 33.0043 -18.9505 22.0066 -3.9586 33.4244 -5.7277 20.1329 -5.6611 19.7608 -19.6959 44.2352 -4.0536 42.7201 -4.7282 32.5394 -32.6671 20.0807 -14.8918 33.6609 -15.9934 23.0041
1.067 -46.025 20.1625 -5.5133 34.7814 -3.9469 44.0663 -5.8278 26.6937 -17.6713 30.4742 -20.6459 38.0207 -36.4706 22.1393 -4.2217 27.3261 -24.0305 43.0912 -46.1063 22.4831 -4.9953 25.1811 -18.3461 40.0479 -10.3944 14.7226 -1.7677 51.8238 -16.3291 36.5329 -24.1599 32.9608 -55.2262 19.2004 -4.9311 34.1759 -24.6606 42.5923 -8.295 16.7939 -26.8385 31.1655 -4.1015 29.2564 -14.3234 19.005 -3.5226 33.9183 -6.2998 29.8778 -3.5143 27.7972 -20.9722 29.9384 -3.917 43.0616 -11.3532 13.9928 -31.0642 35.5996 -16.2769 9.4775 -5.2291 37.536 -16.1006 21.931 -30.9336 32.3424 -17.2927 28.3563 -42.8951 18.8707 -42.1646 31.1238 -54.9009 19.9701 -33.5681 12.0831 -18.1211 32.6773 -14.4327 23.1838 -3.6966 34.6156 -4.7951 21.6456 -5.2361 20.9962 -20.1672 43.6668 -3.5402 43.9393 -4.2436 33.9142 -27.0238 19.2613 -12.0507 34.37 -12.1439 24.6458
1.0713 -36.424 18.1462 -5.2108 36.1546 -3.3908 45.1163 -5.3567 28.2426 -18.768 29.5441 -22.0285 36.6982 -32.0639 19.9253 -4.1953 28.5722 -28.878 41.6225 -54.7194 20.2348 -4.425 26.3811 -16.3889 39.7417 -8.1266 16.4315 -1.3864 52.569 -13.4629 36.9362 -29.2964 31.1409 -48.5957 17.2803 -4.0833 35.5121 -23.0883 41.6708 -6.8481 18.3941 -32.406 28.963 -3.9752 30.5864 -11.0269 20.4828 -3.119 35.1132 -4.9865 31.337 -2.9628 29.0083 -16.7551 30.832 -3.7194 44.1466 -9.4392 15.4425 -37.5652 32.8379 -12.9125 10.5991 -4.9203 38.9401 -12.4224 23.3632 -37.5735 29.6093 -13.621 29.6875 -35.0806 16.9836 -43.4818 28.0114 -59.6586 17.9731 -25.0379 11.2597 -15.058 32.8331 -11.0399 24.7501 -3.3729 35.7153 -3.9564 23.1101 -4.66 22.1533 -19.7708 43.0344 -3.2728 45.0907 -3.6232 35.2122 -21.7198 19.3016 -9.6678 35.3295 -9.5227 26.5273
1.0755 -27.8501 17.5708 -4.783 37.4234 -3.0525 46.1159 -4.9472 29.6824 -21.5263 28.4098 -27.2219 35.153 -27.6331 18.5617 -4.3892 29.6843 -34.1776 39.4777 -60.9719 18.2113 -3.8235 27.5337 -14.2052 39.7989 -6.5943 18.178 -1.3493 53.2781 -11.1754 37.6261 -35.8417 28.6565 -40.3482 15.5523 -3.4531 36.8348 -20.4697 41.0561 -5.8862 19.9626 -39.4413 26.0667 -4.0722 31.7871 -8.6262 22.1673 -2.9616 36.227 -4.1379 32.7844 -2.6257 30.1598 -13.3423 32.0886 -3.3867 45.1474 -8.3513 16.9389 -44.1233 29.5541 -10.7412 11.9376 -4.6552 40.2325 -9.5913 25.0468 -45.9514 26.6484 -10.8093 31.2844 -27.7855 15.8069 -40.8235 25.2103 -58.9002 16.1758 -18.5235 11.5766 -12.361 33.355 -8.673 26.5153 -2.9308 36.7442 -3.345 24.5242 -3.9868 23.2658 -18.4687 42.5499 -3.2388 46.1419 -3.0394 36.4676 -17.4148 19.9774 -7.6817 36.4559 -7.7373 28.495
1.0798 -21.1165 18.1796 -4.2268 38.6201 -2.8576 47.0478 -4.3561 31.022 -25.8753 26.8666 -33.3928 32.7914 -22.4552 17.9289 -4.6725 30.6547 -34.7932 36.7702 -56.825 16.3902 -3.3243 28.6517 -12.1738 40.0944 -5.5264 19.8885 -1.545 53.8991 -8.9451 38.5012 -44.4802 25.7908 -32.3752 13.9971 -3.117 38.0945 -17.2809 40.9326 -5.2019 21.4647 -47.7176 23.4601 -4.3574 32.843 -7.0904 23.9366 -3.0029 37.2353 -3.6619 34.1612 -2.5224 31.2294 -10.615 33.5941 -2.9411 46.0961 -7.5509 18.3765 -47.0195 26.5987 -9.3167 13.3508 -4.3048 41.4237 -7.6796 26.8511 -55.6114 23.9836 -8.677 33.0264 -21.5549 15.6807 -36.5759 22.6892 -50.0504 14.5582 -13.685 12.5724 -10.1239 34.1326 -7.0161 28.3444 -2.4367 37.7308 -3.0357 25.8665 -3.4573 24.3559 -16.8315 42.3268 -3.4365 47.0747 -2.6186 37.6748 -13.9679 21.0847 -6.078 37.699 -6.5798 30.4422
1.0841 -15.8271 19.4833 -3.6676 39.7766 -2.7279 47.9055 -3.6423 32.3007 -31.6122 24.7428 -40.3431 29.683 -18.1597 18.1229 -4.9434 31.4815 -33.242 34.5282 -48.8491 14.7512 -3.0604 29.7182 -10.4192 40.5928 -4.6865 21.5301 -1.8315 54.4093 -7.1422 39.542 -53.3606 23.2117 -25.41 13.1533 -3.031 39.2543 -14.3751 41.2281 -4.5473 22.8755 -57.8062 21.114 -4.6576 33.7534 -6.1674 25.6783 -3.2403 38.1254 -3.3754 35.4446 -2.6314 32.1937 -8.4396 35.2379 -2.4718 47.0227 -7.0031 19.7376 -44.9777 23.9388 -8.3532 14.7559 -3.8229 42.5387 -6.287 28.67 -62.8456 21.5852 -7.0534 34.8221 -16.6331 16.3514 -31.1463 21.0157 -40.2002 13.1024 -10.4202 13.9723 -8.3027 35.0836 -5.9274 30.1463 -1.9906 38.689 -3.007 27.1039 -3.1213 25.3997 -14.9244 42.3574 -3.7275 47.8797 -2.4443 38.8067 -11.2496 22.4582 -4.9407 38.9874 -5.7894 32.3023
1.0884 -11.8421 21.2349 -3.2038 40.8947 -2.5621 48.6915 -3.1002 33.548 -39.773 22.2685 -47.7084 26.7147 -14.6268 18.7864 -5.1001 32.1966 -30.4167 32.8562 -39.9461 13.2761 -3.0009 30.697 -8.9418 41.2455 -3.862 23.0975 -2.0972 54.8328 -5.7766 40.6763 -60.1611 20.8906 -19.7209 13.3039 -3.1431 40.2945 -12.007 41.8266 -3.8601 24.2165 -65.8788 19.0026 -4.8729 34.5277 -5.5453 27.3228 -3.5367 38.8874 -3.161 36.6278 -2.8334 33.0408 -6.8708 36.9533 -2.0541 47.9223 -6.4591 21.0179 -38.3062 21.5449 -7.4068 16.1117 -3.2923 43.6103 -5.4705 30.438 -66.2091 19.4267 -5.9713 36.6116 -12.8415 17.4709 -25.5274 20.3529 -31.0745 11.7922 -8.3719 15.552 -6.7511 36.1458 -5.2877 31.8629 -1.6423 39.6062 -3.1625 28.211 -3.0068 26.3723 -13.0223 42.6223 -4.0437 48.5614 -2.4724 39.8331 -9.2511 23.9811 -4.1952 40.2583 -5.3228 34.0431
1.0927 -9.1918 23.2121 -2.9538 41.9517 -2.2017 49.4214 -2.7524 34.7348 -44.5972 20.0417 -54.466 24.0432 -11.8064 19.7981 -5.0509 32.8185 -27.4494 31.7852 -31.938 11.9485 -3.0348 31.5741 -7.6122 42.0004 -3.1105 24.5984 -2.2851 55.1818 -4.7754 41.8369 -59.3302 18.8015 -15.3623 14.0511 -3.3998 41.2069 -10.0277 42.6365 -3.2041 25.5033 -72.2685 17.1024 -4.9115 35.2024 -5.1018 28.8583 -3.767 39.5342 -2.9127 37.7159 -3.086 33.7697 -5.8532 38.655 -1.836 48.7789 -5.839 22.2308 -31.3857 19.781 -6.5066 17.4305 -2.7994 44.6497 -5.0255 32.0963 -58.2527 17.484 -5.4057 38.3153 -10.0048 18.8922 -20.7901 20.4909 -23.2326 11.2021 -7.0133 17.1734 -5.4242 37.2714 -4.8911 33.4654 -1.5587 40.4657 -3.4212 29.1838 -3.0946 27.2507 -11.4067 43.091 -4.2435 49.1344 -2.6782 40.7406 -7.8062 25.5622 -3.7343 41.474 -4.8752 35.6547
1.097 -7.3999 25.2584 -2.9051 42.9157 -1.7356 50.1439 -2.6461 35.835 -43.4548 18.0375 -53.3975 21.6389 -9.5911 21.0268 -4.8804 33.3882 -23.0248 31.2319 -24.8754 11.0502 -3.3996 32.3494 -6.2848 42.8342 -2.471 26.038 -2.3848 55.4808 -4.0755 42.9833 -51.3507 16.9213 -11.7966 15.2143 -3.6909 41.9873 -8.2691 43.5873 -2.7129 26.7421 -76.7878 15.3921 -4.8139 35.809 -4.6478 30.286 -3.8764 40.0942 -2.5563 38.7261 -3.2721 34.3926 -5.2817 40.271 -1.7963 49.5588 -5.1774 23.3984 -24.916 19.179 -5.6679 18.7213 -2.3622 45.6443 -4.6385 33.6275 -47.9805 15.7356 -5.0667 39.8942 -7.8882 20.4702 -16.9154 21.2223 -17.2838 11.6539 -6.1295 18.7592 -4.5004 38.433 -4.4486 34.9461 -1.7779 41.232 -3.6201 30.018 -3.2834 28.0223 -9.8534 43.6937 -4.2039 49.6371 -2.9611 41.52 -6.7099 27.1308 -3.4696 42.6113 -4.2689 37.1553
1.1012 -6.3038 27.2679 -3.0371 43.7724 -1.3415 50.8661 -2.7034 36.8252 -38.2499 16.2338 -47.7302 19.475 -7.8629 22.3747 -4.6888 33.9239 -19.1075 31.4125 -19.2066 11.1568 -3.6899 32.979 -5.3036 43.7456 -2.089 27.4117 -3.5612 55.7232 -3.6133 44.0844 -41.9414 15.2292 -9.4879 16.642 -3.9108 42.6518 -6.79 44.6309 -2.4551 27.9125 -66.801 13.8529 -4.6218 36.367 -4.1152 31.6222 -3.7373 40.5903 -2.0111 39.686 -3.3318 34.9348 -4.9281 41.7769 -1.853 50.2507 -4.6094 24.5345 -19.5752 19.512 -5.0504 19.9844 -2.3105 46.5858 -4.211 35.0451 -38.0524 14.1621 -4.7852 41.3477 -6.5061 22.1084 -13.7431 22.3108 -12.81 12.6802 -5.3539 20.2722 -3.9233 39.5674 -3.9474 36.328 -2.0572 41.8708 -3.7416 30.7502 -3.5243 28.6846 -8.2284 44.4234 -4.0627 50.0965 -3.1959 42.1822 -6.2548 28.6494 -3.3093 43.6604 -3.6431 38.5824
1.1055 -5.4732 29.1794 -3.3293 44.5193 -1.0699 51.5574 -2.9173 37.6978 -32.0069 14.6104 -38.7715 17.5275 -6.4868 23.7734 -4.5202 34.4255 -15.718 32.0359 -14.926 11.8642 -3.828 33.5239 -4.557 44.6694 -1.7879 28.6885 -6.7115 55.7376 -3.3321 45.1183 -33.1899 13.7063 -7.8854 18.1667 -3.9936 43.229 -5.5514 45.7337 -2.4203 28.9882 -54.3859 12.4676 -4.3942 36.8951 -3.5155 32.8919 -3.588 41.0591 -1.5221 40.6428 -3.2645 35.4199 -4.6779 43.1647 -2.189 50.8593 -4.1081 25.6265 -15.42 20.4236 -4.7044 21.194 -2.5252 47.4149 -3.6838 36.3704 -29.3542 12.9168 -4.4445 42.6857 -5.7011 23.7109 -11.2404 23.6452 -9.7154 14.0629 -4.6356 21.7059 -3.5736 40.642 -3.3662 37.6318 -2.3023 42.4143 -3.6898 31.3946 -3.7205 29.2467 -7.0189 45.2732 -3.9703 50.5272 -3.2604 42.7522 -5.9402 30.0516 -3.0219 44.62 -3.0565 39.9504
1.1098 -4.9526 30.9741 -3.667 45.1415 -0.9774 52.1993 -3.1779 38.4521 -26.0687 13.4095 -30.6558 15.9574 -5.7299 25.1828 -4.442 34.8904 -12.994 32.9789 -11.8977 12.9577 -3.8169 34.0017 -4.0132 45.5779 -2.0838 29.8726 -9.1035 55.1908 -3.1492 46.0778 -25.4148 13.0213 -6.8479 19.6883 -3.9175 43.7434 -4.6622 46.868 -2.5501 29.9526 -42.4697 11.2209 -4.1876 37.3978 -2.8631 34.1162 -3.4569 41.4948 -1.3077 41.5641 -3.0903 35.8649 -4.4048 44.4392 -2.4901 51.3424 -4.0841 26.6684 -11.9311 21.7559 -4.6298 22.3153 -2.8411 48.1111 -3.115 37.6302 -22.2668 12.9356 -3.9817 43.9305 -5.1953 25.2175 -9.1893 25.118 -7.6761 15.6096 -3.7621 23.0785 -3.3639 41.6421 -2.8183 38.8826 -2.4592 42.8756 -3.5501 31.9819 -3.7922 29.7322 -6.0488 46.1652 -4.8666 50.8985 -3.2506 43.2647 -5.6667 31.3421 -2.7151 45.5224 -2.6529 41.2573
1.1141 -4.3837 32.6379 -3.8195 45.6559 -1.0326 52.7749 -3.3954 39.0931 -21.0934 13.0832 -23.7256 15.611 -5.2856 26.5124 -4.5044 35.309 -10.7743 34.1313 -9.8034 14.2559 -3.7196 34.4366 -3.6651 46.4492 -2.3415 30.886 -10.6354 54.3872 -3.0219 46.9598 -19.2321 13.4191 -6.1719 21.1495 -3.7097 44.2156 -4.0917 47.9729 -2.7344 30.8004 -32.0378 10.0988 -4.2681 37.8657 -2.4469 35.3111 -3.5625 41.8916 -1.2491 42.3978 -2.8847 36.2907 -3.9374 45.6177 -2.6551 51.7495 -4.3019 27.5874 -9.1974 23.3475 -4.6731 23.3231 -3.1281 48.6947 -2.6086 38.8402 -16.8774 13.7678 -3.4372 45.114 -4.8228 26.6203 -7.8005 26.6769 -6.4107 17.1955 -3.1713 24.4245 -3.231 42.5622 -2.4339 40.079 -2.4846 43.2783 -3.3852 32.5253 -3.6703 30.1631 -5.2418 47.0738 -6.723 51.081 -3.1283 43.726 -5.3257 32.5324 -2.3025 46.3774 -2.4861 42.4758
1.1184 -3.7606 34.2006 -3.8277 46.113 -1.232 53.2749 -3.4799 39.6465 -16.5655 13.418 -18.1668 16.2 -5.0018 27.7503 -5.4112 35.657 -8.9558 35.4137 -8.3876 15.6353 -3.567 34.8379 -3.4212 47.2679 -2.566 31.7649 -11.4877 53.506 -2.75 47.7673 -14.5111 14.4693 -5.755 22.5227 -3.4925 44.6715 -3.7297 49.022 -3.0294 31.5381 -24.0546 9.7408 -4.8175 38.2561 -2.5099 36.4239 -4.5099 42.2115 -1.3231 43.1428 -2.8862 36.6921 -3.2426 46.7437 -2.6699 52.1034 -4.5858 28.3706 -7.323 25.081 -4.9883 24.2186 -3.3108 49.1895 -2.1391 39.9909 -12.872 15.1111 -2.6553 46.2606 -4.4483 27.921 -6.8366 28.2199 -5.4878 18.741 -2.7851 25.7023 -3.0279 43.4038 -2.2614 41.1939 -2.4166 43.6405 -3.2376 33.0351 -3.5219 30.5701 -4.6153 47.9759 -8.1703 50.934 -2.9981 44.1576 -4.8749 33.6445 -1.8875 47.2124 -2.5039 43.5794
