%eval_id interface          PUMPB          PUMPC             HR             EF          DENSI          VISCO          PUMPA           AORP            AOC           AORS            LAP          MXFAO           FFAO       AVGFLVAD        MXFLVAD          AVGFM           MXFM 
18       INTERFACE -0.001023292194    244.9903258    63.26919941   0.1788004491            1.1         0.0372              0           1700         0.0012            100          10000       27.49741    3.721378411    138.5545397      152.45749     -140.24329     -394.73422 
19       INTERFACE -0.001071943722    287.3845023     59.3485209   0.1716987142            1.1         0.0372              0           1700         0.0012            100          10000      14.987551    2.288035365    183.9087196      184.61213   -185.9844733     -404.83299 
20       INTERFACE -0.001042673466    212.7215614    62.16970386   0.1609493391            1.1         0.0372              0           1700         0.0012            100          10000      42.661471    4.606867512    111.7973456      122.70685   -114.2851619     -330.39784 
21       INTERFACE -0.001028480657    201.8828974    58.63466095   0.1821742981            1.1         0.0372              0           1700         0.0012            100          10000      68.610108    7.330426935    109.5313979      118.21118   -112.9509425     -337.54222 
22       INTERFACE -0.001202370754    236.0287396    64.03419611   0.1838049251            1.1         0.0372              0           1700         0.0012            100          10000      64.292933    6.759535928    116.8433071      137.49279   -120.6453479     -379.56535 
23       INTERFACE -0.001171447267    246.0553545    61.34781271   0.1727701786            1.1         0.0372              0           1700         0.0012            100          10000      27.618887    4.164675327    133.7717354      142.81984   -135.9898642     -367.29448 
24       INTERFACE -0.001019515623    234.2250268      63.728019   0.1711311402            1.1         0.0372              0           1700         0.0012            100          10000      30.886108    3.659566148    128.8984797      143.36568   -130.4933087     -374.50557 
25       INTERFACE -0.001194719563    260.5818766    61.54770431   0.1531124408            1.1         0.0372              0           1700         0.0012            100          10000      15.469469    2.377218593    144.3942311      151.28509    -146.471591     -350.14437 
26       INTERFACE -0.001058046553    220.6929278    63.51381957   0.1567882858            1.1         0.0372              0           1700         0.0012            100          10000      33.673901    4.108666756    115.3773059      127.86012   -117.7717927      -335.4942 
27       INTERFACE -0.001045861241    275.7518926    60.57650527   0.1860596585            1.1         0.0372              0           1700         0.0012            100          10000      17.361089    2.405321843    171.4304275      176.23514   -173.5511257     -422.53873 
28       INTERFACE -0.001194977631    281.0173054    62.63462948    0.165423551            1.1         0.0372              0           1700         0.0012            100          10000      15.552504    2.281573888    159.6429474      170.09021     -161.72061     -391.04523 
29       INTERFACE -0.001158858181    211.1577958    61.85148654   0.1778733049            1.1         0.0372              0           1700         0.0012            100          10000      70.770578    7.173208604    102.1997472       118.6017   -106.0978972       -340.143 
30       INTERFACE -0.001190410565    254.7946155     58.8856498   0.1650789985            1.1         0.0372              0           1700         0.0012            100          10000      15.127167    2.779830941    145.6600776      146.61812   -147.8951792     -354.22088 
31       INTERFACE -0.001199608361    203.5260061    61.91374125   0.1864239923            1.1         0.0372              0           1700         0.0012            100          10000      87.359009    9.435395619    93.11695724      113.25446   -97.84360884     -340.72576 
32       INTERFACE -0.001037745501    262.6313937    62.33771945   0.1754835658            1.1         0.0372              0           1700         0.0012            100          10000      17.688528    2.585703362    155.9976103      164.86445   -158.0230273     -401.64966 
33       INTERFACE -0.001050644993    250.8585037     61.1376557   0.1734780273            1.1         0.0372              0           1700         0.0012            100          10000      13.876414     3.11788148    147.1652331      153.61062   -149.2507979     -382.16263 
34       INTERFACE -0.001120136226    226.6089613    58.84225679   0.1754056527            1.1         0.0372              0           1700         0.0012            100          10000      43.686449     4.91904129    124.9880934      131.05263   -127.6880395     -346.76602 
35       INTERFACE -0.001097178539    276.0816901    60.85899764   0.1854854626            1.1         0.0372              0           1700         0.0012            100          10000      17.886698     2.49297131    167.3021075      172.90176   -169.4321993     -419.71923 
36       INTERFACE -0.001082193478    227.4070054    60.14721314   0.1641172509            1.1         0.0372              0           1700         0.0012            100          10000      27.780217    4.052841388    125.8926454      132.24854    -127.944609     -339.65542 
37       INTERFACE -0.00117471814      247.84148    59.15767024   0.1803611783            1.1         0.0372              0           1700         0.0012            100          10000      30.742779    4.212623377    139.9494885      145.03263   -142.1576672     -372.12263 
38       INTERFACE -0.001031635328    207.0432086    59.78362326   0.1541235632            1.1         0.0372              0           1700         0.0012            100          10000      35.004015    4.425180538    112.3396423      117.92685   -114.6872462     -308.58859 
39       INTERFACE -0.00113918172    217.3127224    61.04668244   0.1672092026            1.1         0.0372              0           1700         0.0012            100          10000      49.229466    5.008880797    110.5602611      121.81128   -113.4010532     -331.81946 
40       INTERFACE -0.001117538992    264.9929109    60.06988865   0.1575905522            1.1         0.0372              0           1700         0.0012            100          10000      14.250697    2.308182709    157.9281503      160.77687   -160.0199668     -361.60098 
41       INTERFACE -0.00104072272    252.3949695    61.23525188    0.174615127            1.1         0.0372              0           1700         0.0012            100          10000      16.409815    3.210430344    149.2999342      155.87948   -151.3288139     -386.30081 
42       INTERFACE -0.001064083252    243.9742388    62.83527702   0.1549907058            1.1         0.0372              0           1700         0.0012            100          10000      17.467011    2.757376199    136.4134959      145.71972   -138.3099653      -352.0613 
43       INTERFACE -0.001131998677    218.0649134    63.42934318   0.1661624416            1.1         0.0372              0           1700         0.0012            100          10000       49.90418    4.611712786    107.2217107      124.37536   -109.6097067     -339.65786 
44       INTERFACE -0.00115014157    209.5810765    62.99371793   0.1552856575            1.1         0.0372              0           1700         0.0012            100          10000      46.737928    4.650141307    99.64025189      114.08769   -102.1679585     -311.94335 
45       INTERFACE -0.001088088665    283.1554881    59.01192926   0.1692393124            1.1         0.0372              0           1700         0.0012            100          10000      13.851583    2.207955672    179.5784213        179.584   -181.5785824     -394.25326 
46       INTERFACE -0.001054141156    265.7539394    63.90954081    0.183310102            1.1         0.0372              0           1700         0.0012            100          10000      23.156094    2.938187468    153.0694994      166.81641   -154.8467304     -421.96541 
47       INTERFACE -0.001208406976    257.8878248    63.19628432   0.1700079351            1.1         0.0372              0           1700         0.0012            100          10000      20.662243    3.395722561    136.9423572      149.73605   -138.8176194     -378.00142 
48       INTERFACE -0.00111280601    240.1974059    60.40511047    0.179117533            1.1         0.0372              0           1700         0.0012            100          10000      35.755462    4.302412518    134.5335069      142.48999   -136.6795392     -372.50487 
49       INTERFACE -0.001102935379    271.4254864     60.7513874   0.1634406786            1.1         0.0372              0           1700         0.0012            100          10000      15.035762     2.28036632    163.4301499      167.81921    -165.474078     -380.10191 
50       INTERFACE -0.001147364348     267.303092    61.48546138   0.1827646846            1.1         0.0372              0           1700         0.0012            100          10000      19.513539    3.075006556    154.1293904      161.77516   -156.2152336     -405.29568 
