#Time Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50
0.5313 6.861 150.5449 9.719 151.8539 6.4456 172.0936 8.3548 135.5514 -0.1224 106.4591 6.0878 133.3857 4.0086 123.9392 8.6862 116.5048 7.7905 165.167 2.9895 100.1933 5.8298 116.8256 6.768 169.6653 4.9759 119.8819 6.7779 176.0505 7.0544 169.7947 5.0687 123.2725 4.6353 113.5896 9.5582 146.6589 6.1785 182.3621 4.508 115.3541 -0.4454 106.0621 9.3309 124.8297 8.6165 136.4541 8.9799 137.1805 7.2302 148.2654 6.7844 121.6807 7.8648 173.5805 8.3999 167.3053 7.6591 105.2551 6.9717 143.1596 6.834 95.0267 10.8262 161.9489 8.5402 150.1739 4.5362 122.2102 7.8785 170.017 3.8712 125.856 7.4518 137.8384 1.64 110.7529 2.4475 112.0717 7.0342 158.2087 8.9696 152.3474 7.9232 142.8236 6.3901 113.5022 3.5289 104.2156 6.3204 177.2438 10.4396 163.5325 9.439 144.7367 6.5997 135.4828 6.7977 165.3164 9.1006 158.0676
0.5356 6.7621 150.5269 10.053 151.8169 5.3729 172.1252 8.3739 135.5061 0.3375 106.3897 5.8449 133.3222 4.4555 123.8892 8.5347 116.4364 7.5682 165.1483 3.1951 100.1151 5.9879 116.7778 5.9877 169.6707 5.3972 119.824 5.5242 176.0826 6.219 169.8022 5.0019 123.2029 4.6876 113.534 9.6107 146.6252 5.5187 182.3676 4.8054 115.3007 -0.3471 105.9782 8.9881 124.7727 8.5988 136.4067 8.6384 137.1529 6.9696 148.2538 6.8462 121.6384 7.2686 173.5828 7.2694 167.3191 8.2333 105.1927 7.1456 143.1091 6.4463 94.9545 10.5624 161.9285 8.3615 150.1512 4.3477 122.1385 7.0823 170.0214 4.2451 125.8041 7.6794 137.7813 1.4932 110.6891 2.9397 112.0074 6.3785 158.2098 8.6326 152.3272 7.4176 142.8089 6.3371 113.4467 3.935 104.1537 5.7497 177.244 9.6552 163.5224 9.3739 144.705 6.7324 135.4397 6.0076 165.3294 8.5411 158.0531
0.5399 6.0334 150.5543 10.0169 151.7996 4.5305 172.1788 8.8741 135.4733 1.1108 106.3633 6.3265 133.2657 4.6336 123.8931 8.6411 116.3643 6.5639 165.1559 3.1305 100.0484 6.0762 116.7787 5.1061 169.7051 6.0182 119.7893 4.4184 176.1254 5.2043 169.8387 5.3657 123.1415 5.3611 113.4867 9.0249 146.6178 4.7446 182.3942 5.2581 115.2717 -0.1229 105.9027 9.132 124.7264 8.9107 136.3649 7.4732 137.1606 6.1132 148.2905 6.8343 121.6408 6.2035 173.6112 5.8932 167.3675 8.0623 105.1376 7.3797 143.065 6.6677 94.8899 9.3837 161.9355 7.3737 150.1635 4.6897 122.0755 6.0344 170.0566 4.5245 125.7881 7.929 137.7334 2.7136 110.6644 3.3656 111.9868 5.4482 158.2518 7.5186 152.3414 6.337 142.8392 6.9587 113.4157 4.3228 104.1468 5.0282 177.2692 8.0066 163.5453 8.3826 144.7132 6.8867 135.4175 5.0075 165.3737 7.3638 158.0765
0.5442 5.2839 150.6275 8.693 151.8285 3.9623 172.2359 8.5462 135.4901 1.9876 106.4116 6.9522 133.2235 4.5911 123.9626 8.7171 116.3495 5.4742 165.1986 4.2449 100.0242 5.4661 116.8427 4.3464 169.7592 6.3129 119.8233 3.6265 176.1592 4.3718 169.8944 5.9909 123.0946 5.9686 113.5031 7.4565 146.655 4.1336 182.4342 5.6868 115.3072 1.2258 105.8767 8.5225 124.7373 8.901 136.3661 6.0991 137.2111 5.3201 148.3734 5.88 121.6981 5.3364 173.6624 4.7549 167.4339 8.7121 105.0885 7.1629 143.0595 7.3489 94.8331 7.6272 161.9845 6.1324 150.2213 5.3165 122.0297 5.1028 170.1159 4.6571 125.8361 8.55 137.6962 2.8565 110.7099 3.8792 112.0411 4.6493 158.3236 6.215 152.3988 5.3409 142.9103 7.0098 113.4479 4.5756 104.2115 4.3549 177.3125 6.117 163.6014 6.8226 144.7711 6.3283 135.4523 4.2449 165.4334 6.0876 158.1434
0.5485 4.5201 150.7211 6.9891 151.9065 3.5122 172.29 7.2402 135.5622 2.7845 106.5179 6.9322 133.2431 4.352 124.082 7.7789 116.398 4.5405 165.2646 4.4538 100.0811 5.0154 116.953 3.8527 169.817 5.6483 119.9227 3.0027 176.1826 3.8451 169.9518 6.6235 123.1154 5.7179 113.5844 6.1058 146.7311 3.6954 182.4764 5.2589 115.4007 2.2242 105.93 6.9892 124.8099 7.7712 136.4302 4.7723 137.2862 4.6146 148.4736 5.2169 121.7952 4.6547 173.7175 3.8862 167.4929 9.1825 105.1049 6.3222 143.1144 8.1964 94.8491 6.028 162.0627 5.097 150.3079 5.8612 122.0539 4.4261 170.1791 4.3809 125.9394 8.1749 137.7152 3.5866 110.8114 4.0983 112.1565 4.0268 158.4027 5.0945 152.4822 4.4281 142.9901 6.1855 113.5398 4.5809 104.3303 3.9112 177.3605 4.6283 163.6647 5.5316 144.8613 5.5914 135.5425 3.78 165.4942 5.0149 158.2302
0.5528 4.0669 150.8185 5.518 152.0082 3.1534 172.3371 6.1114 135.6715 3.1018 106.6652 6.1573 133.3292 4.144 124.2211 5.9632 116.4855 3.9563 165.3345 4.9549 100.2043 4.4306 117.0772 3.4553 169.8727 5.1172 120.0622 2.3087 176.1874 3.4516 170.0056 6.187 123.204 5.4046 113.7141 4.8686 146.8148 3.3958 182.5159 4.8224 115.5275 3.2925 106.0417 5.3359 124.9143 6.7768 136.5481 3.6677 137.3565 4.1055 148.5739 4.4497 121.9017 4.1705 173.7693 3.2631 167.5373 8.5047 105.1906 5.5983 143.2205 8.1222 94.9399 4.7595 162.1371 4.3233 150.3982 5.7434 122.1453 3.9738 170.2389 4.2117 126.0695 7.0552 137.7996 3.6494 110.9502 4.0221 112.3118 3.6325 158.479 4.335 152.5686 3.8564 143.0628 5.3559 113.6705 4.3679 104.478 3.5781 177.4085 3.2009 163.7096 4.4536 144.9518 4.9679 135.6613 3.4252 165.552 4.2369 158.3165
0.5571 3.7028 150.9121 4.3628 152.1041 2.8346 172.3708 5.2148 135.7847 3.3024 106.8324 5.5163 133.4627 3.9397 124.3633 3.7306 116.5496 3.565 165.4013 4.9729 100.3708 3.8805 117.1962 3.2404 169.9218 4.5296 120.2084 1.3571 176.1441 3.187 170.0545 5.7498 123.3446 5.0613 113.8621 3.7567 146.8853 3.1788 182.5506 4.3866 115.6604 3.6972 106.1981 3.1306 124.9843 5.7837 136.6803 2.4763 137.399 3.685 148.6648 3.5341 121.9972 3.8093 173.8153 2.8576 167.5676 7.6044 105.3285 4.9398 143.3427 7.5416 95.09 3.9132 162.1955 3.7624 150.4823 5.3719 122.287 3.66 170.2927 3.9748 126.209 6.1551 137.9308 3.7115 111.1061 3.9484 112.4806 3.3699 158.5496 3.7391 152.648 3.4084 143.1271 4.2598 113.7991 4.0639 104.6307 3.3723 177.4526 1.6735 163.7044 3.4994 145.0257 4.4844 135.7862 3.2167 165.6048 3.7364 158.3923
0.5613 3.4615 150.9981 3.4706 152.1816 2.6385 172.3913 4.4031 135.8886 3.3986 107.0064 4.9225 133.61 3.7864 124.5018 1.1463 116.5275 3.2773 165.4626 4.8932 100.555 3.1278 117.2923 3.067 169.9657 4.0909 120.3464 0.1686 176.0237 3.0266 170.0984 5.2316 123.5031 4.8078 114.0127 2.5232 146.9215 3.0294 182.5807 3.9829 115.7869 4.0067 106.3778 0.7688 124.9408 5.0834 136.8033 1.0357 137.3818 3.381 148.7414 2.2952 122.0501 3.5227 173.8544 2.389 167.5805 6.8344 105.4787 4.4925 143.4652 6.9646 95.2604 3.2872 162.2406 3.3568 150.5539 5.0386 122.4463 3.3077 170.3384 3.8335 126.346 5.365 138.0733 3.6743 111.2645 3.7556 112.6461 3.1806 158.6138 3.316 152.7133 2.799 143.1748 2.9807 113.8903 3.4001 104.7676 3.2118 177.4911 0.005 163.5951 2.4872 145.0651 4.1289 135.907 2.9361 165.6506 3.2845 158.4529
0.5656 3.2014 151.0736 2.5624 152.2272 2.3958 172.3992 3.4409 135.9687 3.3848 107.1761 4.5467 133.7559 3.6624 124.6318 -1.5735 116.3594 3.1223 165.5174 4.815 100.7413 2.0524 117.3397 2.9492 170.0045 3.6439 120.4682 -1.177 175.8226 2.8281 170.1354 4.9004 123.6612 4.5882 114.1577 1.0095 146.8866 2.9127 182.6071 3.5577 115.8983 4.03 106.5616 -1.6436 124.7404 4.5547 136.9105 -0.5561 137.259 3.1014 148.8032 0.7585 122.0169 3.2528 173.8838 1.7361 167.5585 6.1398 105.6263 4.2097 143.5815 6.343 95.4282 2.6223 162.2655 3.028 150.6113 4.7362 122.6062 3.0385 170.3676 3.6324 126.4745 4.8634 138.2123 3.6333 111.4189 3.6 112.7981 3.0137 158.6707 3.0138 152.7644 1.9283 143.1856 1.3353 113.9033 2.4761 104.8564 3.0847 177.525 -1.7509 163.3765 1.2136 145.0322 3.7795 136.0185 2.7408 165.684 2.9651 158.4972
0.5699 2.9556 151.1341 1.4058 152.2099 2.0337 172.3882 2.2625 135.997 3.3847 107.3346 4.2526 133.8936 3.5286 124.7508 -4.0978 116.0384 2.9925 165.566 4.7221 100.9207 0.2777 117.2909 2.8094 170.0382 3.0392 120.5636 -2.4323 175.5299 2.6474 170.1621 4.6471 123.8125 4.3632 114.2919 -0.6851 146.7487 2.7969 182.6302 2.9179 115.9834 4.0243 106.741 -3.486 124.3915 4.0963 137.0019 -2.2156 137.0378 2.7805 148.8502 -0.9022 121.8738 2.9894 173.8999 0.7939 167.4712 5.2981 105.7549 3.986 143.6893 5.5007 95.5765 1.6785 162.2445 2.7949 150.6544 4.5293 122.7603 2.7669 170.3814 3.4585 126.5897 4.4993 138.3421 3.5057 111.5624 3.4092 112.9324 2.8453 158.7181 2.7255 152.8017 0.7759 143.1231 -0.4312 113.7834 1.1725 104.8613 2.9809 177.5548 -3.2463 163.0445 -0.2737 144.8927 3.4939 136.1117 2.5671 165.7046 2.5699 158.5233
0.5742 2.767 151.1745 -0.3815 152.0966 1.4819 172.3395 0.8296 135.9332 3.3727 107.4809 4.0679 134.0205 3.3852 124.8553 -4.5882 115.5706 2.906 165.6093 4.56 101.0867 -1.4196 117.0876 2.6653 170.0653 1.8793 120.6082 -3.3453 175.1586 2.4701 170.1767 4.4692 123.9535 4.1475 114.4082 -2.3542 146.5095 2.6511 182.648 1.9682 116.0189 4.0082 106.9097 -4.3782 123.954 3.5259 137.0707 -3.626 136.7164 2.2429 148.8697 -2.2908 121.6349 2.7664 173.9019 -0.7389 167.3055 4.1664 105.8424 3.8321 143.7881 4.2645 95.677 0.487 162.151 2.4812 150.6824 4.349 122.9042 2.5002 170.3813 3.2834 126.6887 4.2104 138.4601 3.3965 111.6896 3.1248 113.0474 2.6682 158.7531 2.3562 152.8218 -0.57 142.9853 -2.0083 113.5514 -0.3564 104.7497 2.8871 177.5805 -4.211 162.6238 -2.1262 144.6453 3.2723 136.1869 2.3612 165.7128 1.9855 158.5205
0.5785 2.4981 151.201 -1.9095 151.829 0.6949 172.2396 -0.7788 135.7751 3.3472 107.6147 3.9124 134.1362 3.2393 124.9428 -3.847 115.1765 2.7873 165.6477 4.4001 101.2341 -2.7707 116.7938 2.4844 170.0805 0.615 120.5271 -3.5827 174.7526 2.3081 170.1795 4.3187 124.0825 3.9651 114.5069 -3.652 146.1704 2.5042 182.6559 0.3665 115.9681 3.9549 107.0648 -4.0967 123.5167 2.6649 137.0972 -4.334 136.3191 1.4433 148.8267 -3.0732 121.3289 2.3897 173.8884 -2.0964 167.0005 2.631 105.8522 3.6322 143.8753 2.5373 95.6853 -0.903 161.9792 1.8627 150.687 4.164 123.0346 2.0772 170.3604 3.1261 126.7711 3.9556 138.5632 3.2754 111.7996 2.6849 113.131 2.4792 158.7737 1.784 152.8093 -1.927 142.7634 -3.0845 113.2319 -1.7348 104.5382 2.7156 177.6012 -4.2456 162.1813 -3.5828 144.2491 3.0185 136.2464 2.0801 165.705 1.1158 158.4574
0.5828 2.0774 151.205 -3.1507 151.4688 -0.4614 172.0769 -2.1846 135.5191 3.3103 107.7358 3.7678 134.24 3.0605 125.0131 -2.1192 114.9101 2.6611 165.6792 4.2317 101.3614 -3.3814 116.4324 2.3458 170.0796 -0.8043 120.3583 -2.9756 174.392 2.0842 170.1704 4.0956 124.1983 3.7518 114.5885 -4.5274 145.7685 2.3553 182.6526 -1.0659 115.7908 3.8225 107.2043 -2.8156 123.17 1.5717 137.0484 -3.4918 135.9309 0.3933 148.718 -2.963 121.0205 1.8532 173.8475 -3.1792 166.6103 0.8082 105.7546 3.4601 143.9472 0.4815 95.5708 -2.3041 161.7161 0.9586 150.6231 3.9869 123.148 1.4121 170.2982 2.8408 126.8371 3.6929 138.6485 3.1503 111.8926 1.9547 113.1599 2.2631 158.7774 0.8484 152.7455 -2.9339 142.4602 -3.2549 112.8865 -2.614 104.2521 2.5816 177.6085 -3.3648 161.8024 -3.8651 143.765 2.6168 136.2839 1.6468 165.6707 -0.0196 158.3229
0.587 1.4454 151.1614 -3.7114 151.0462 -1.9849 171.8194 -3.1011 135.187 3.2168 107.8436 3.6043 134.3306 2.8516 125.0629 0.2659 114.8713 2.5183 165.6992 4.0681 101.4686 -3.0831 116.0862 2.15 170.0696 -2.012 120.0883 -1.7015 174.1525 1.5322 170.1431 3.9182 124.2932 3.4711 114.6508 -3.5246 145.3361 2.1905 182.6389 -2.2874 115.54 3.673 107.3226 -0.7563 123.0245 0.1981 136.9211 -1.9913 135.6999 -0.8148 148.5294 -2.0893 120.7681 0.9913 173.7616 -3.7015 166.163 -1.2415 105.5526 3.285 144.0033 -1.7223 95.3403 -3.48 161.3638 -0.1778 150.4929 3.8053 123.2433 0.4718 170.185 2.4259 126.872 3.4636 138.7125 2.9691 111.9688 0.9508 113.1111 1.8936 158.763 -0.6296 152.6066 -3.4435 142.1114 -2.5246 112.5864 -2.6927 103.9508 2.4352 177.6046 -1.7119 161.5791 -3.3126 143.347 2.0155 136.2777 0.6621 165.5949 -1.4058 158.1006
0.5913 0.5278 151.0645 -3.3955 150.6462 -2.866 171.4297 -3.2111 134.8327 3.1132 107.9325 3.3957 134.4048 2.4595 125.0871 2.7107 115.0605 2.3782 165.7071 3.7547 101.557 -2.0171 115.8239 1.8572 170.0434 -2.7277 119.7521 0.2735 174.0907 0.8259 170.0547 3.7491 124.3698 2.963 114.6848 -1.9349 145.1037 1.973 182.6144 -2.9038 115.234 3.5499 107.4196 1.611 123.1212 -1.805 136.7 0.0523 135.6547 -1.9209 148.2538 -0.5912 120.6496 -0.1614 173.6177 -3.4258 165.7376 -3.5102 105.2437 3.1235 144.0442 -3.5105 95.0 -4.2767 160.9456 -1.4843 150.2824 3.6401 123.3206 -0.9272 170.0046 1.7687 126.8573 3.2076 138.7579 2.486 112.0227 -0.2788 112.9795 1.3215 158.7078 -1.9625 152.354 -2.9192 141.7694 -0.9964 112.4126 -1.9816 103.6953 2.2597 177.5912 0.5156 161.5628 -2.0513 143.0569 1.1596 136.2176 -0.4573 165.4301 -2.7373 157.7779
0.5956 -0.6398 150.8986 -2.3182 150.339 -3.2284 171.0312 -2.5252 134.5253 3.0157 108.0047 3.2576 134.4562 1.873 125.0644 4.9251 115.4574 2.2445 165.7035 3.2667 101.6079 -0.3516 115.7258 1.3999 169.9837 -2.6852 119.4141 2.1888 174.2551 -0.1296 169.9157 3.5465 124.4301 1.9174 114.6673 0.1444 145.0574 1.435 182.5714 -2.6977 114.9376 3.3697 107.4992 3.88 123.4468 -3.1987 136.3249 2.0896 135.7964 -2.7022 147.9091 1.2759 120.6963 -1.447 173.3999 -2.4803 165.4045 -4.1003 104.8018 2.8481 144.0702 -4.7067 94.591 -3.3504 160.5124 -2.6212 149.9842 3.3276 123.3807 -2.8037 169.7169 0.8312 126.7856 2.774 138.7799 1.8791 112.0151 -1.546 112.757 0.5509 158.6059 -3.0357 152.0261 -1.4414 141.5386 1.1632 112.4341 -0.6242 103.5627 2.0078 177.5638 2.9407 161.7725 -0.2556 142.9664 -0.3014 136.0909 -1.6511 165.1918 -3.7298 157.365
0.5999 -2.4121 150.6484 -0.6474 150.2056 -2.9036 170.6519 -1.1637 134.3387 2.8959 108.0617 3.057 134.4947 1.0295 124.9873 6.4619 116.0233 1.9732 165.6892 2.503 101.6057 1.5766 115.8121 0.72 169.8846 -1.9234 119.134 3.7851 174.5846 -1.1985 169.7083 3.2574 124.4704 0.733 114.5592 2.1989 145.2097 0.7266 182.467 -1.8007 114.7061 3.0956 107.5565 5.6253 123.9774 -3.5012 135.8892 3.9664 136.1058 -2.8854 147.5391 3.1302 120.9073 -2.7199 173.0971 -0.9785 165.2346 -3.3661 104.4157 2.3479 144.0661 -3.9277 94.1461 -1.971 160.2728 -3.3874 149.6236 2.8878 123.4039 -3.8015 169.2776 -0.2935 126.644 2.1464 138.7531 0.9999 111.9566 -2.562 112.4525 -0.4281 158.4443 -3.6275 151.6474 0.2931 141.515 3.4298 112.6626 1.2911 103.5965 1.6299 177.5116 4.7368 162.2064 1.6939 143.083 -2.0517 135.8432 -2.6465 164.8738 -4.3104 156.9034
0.6042 -3.6648 150.2509 1.3004 150.2684 -2.0542 170.3619 0.9446 134.323 2.731 108.1019 2.7507 134.513 -0.0336 124.8435 7.301 116.6549 1.5312 165.6446 1.466 101.5412 3.4579 116.077 -0.5381 169.7346 -0.5909 118.9876 4.7744 175.0273 -2.1758 169.4289 2.8328 124.4775 -0.6392 114.3813 4.0833 145.5343 -0.2326 182.3141 -0.33 114.6068 2.6726 107.5774 6.8017 124.6214 -2.9969 135.5102 5.25 136.55 -2.4628 147.2083 4.9475 121.2716 -3.7729 172.7149 0.7772 165.2641 -1.8723 104.1726 1.6427 144.008 -1.9602 93.8753 -0.1038 160.2069 -3.4991 149.2464 2.205 123.3824 -4.2201 168.8342 -1.4406 126.4262 1.2826 138.673 -0.034 111.8324 -3.2077 112.1017 -1.6035 158.213 -3.4447 151.2743 2.0096 141.6493 5.1364 113.0897 3.4142 103.8165 0.6106 177.4249 5.7987 162.7496 3.5484 143.3959 -3.1114 135.472 -3.2389 164.5039 -3.701 156.4463
0.6085 -3.8397 149.7942 3.2206 150.5218 -0.7383 170.222 2.9707 134.5306 2.3089 108.1198 2.3076 134.493 -1.2408 124.623 7.5383 117.2692 0.8923 165.5567 0.19 101.4006 4.9416 116.5051 -1.7817 169.471 1.1988 119.0119 5.2429 175.498 -2.9059 169.0936 1.7797 124.4451 -1.8578 114.1218 5.3648 145.9977 -1.2969 182.0934 1.4378 114.6597 1.8077 107.5577 7.2282 125.2947 -1.9036 135.238 5.9325 137.0453 -1.2094 146.9709 5.7533 121.7624 -4.7728 172.2825 2.582 165.4829 0.1947 104.1154 0.708 143.8955 0.4624 93.8578 1.7749 160.3268 -2.909 148.9166 1.2577 123.3045 -3.8146 168.411 -2.3971 126.1366 0.1181 138.5271 -1.0493 111.6401 -2.7179 111.7425 -3.002 157.8951 -2.6275 150.9721 3.5764 141.9334 6.1718 113.6162 4.9627 104.2263 -0.4208 177.2458 6.193 163.3058 4.9048 143.8807 -3.6081 135.0817 -3.2265 164.1374 -1.9729 156.1382
0.6128 -3.3364 149.4049 4.9541 150.9531 0.8025 170.2517 4.5664 134.9066 1.7103 108.0867 1.6139 134.4337 -2.9755 124.3182 7.3479 117.821 -0.0602 165.4172 -1.197 101.1778 6.0133 117.0228 -2.637 169.1257 3.2388 119.2248 5.2965 175.9426 -3.1588 168.7403 0.6452 124.3115 -2.6792 113.8023 6.0703 146.5143 -2.3081 181.8019 3.2838 114.8669 0.4138 107.4613 6.9768 125.9085 -0.2801 135.1325 6.1169 137.5259 0.5115 146.9388 6.0138 122.2346 -3.7342 171.7948 4.3076 165.8804 2.3293 104.2508 -0.3845 143.7147 2.8734 94.0439 3.5487 160.6102 -1.6598 148.696 0.1057 123.1579 -2.8474 168.0846 -3.3022 125.7966 -1.9905 138.2933 -1.8826 111.3925 -1.162 111.5051 -3.0499 157.4673 -1.2439 150.8016 4.6385 142.3375 6.6132 114.1567 5.896 104.7194 -1.5203 177.0076 6.1519 163.8184 5.6748 144.4448 -3.2826 134.7034 -2.5892 163.823 -0.0575 156.0962
0.617 -2.3097 149.1207 5.9896 151.5117 2.416 170.4473 5.5492 135.3827 0.9305 107.9906 0.1042 134.3171 -3.0465 123.8621 6.9419 118.2882 -1.2013 165.2114 -2.7065 100.8766 6.2182 117.5832 -3.0554 168.7582 4.7092 119.6423 5.0706 176.3308 -2.9638 168.4144 -0.6259 124.1081 -2.8765 113.4669 6.2381 147.0165 -3.1253 181.4515 5.0737 115.225 -0.8423 107.2555 6.5606 126.4111 1.5305 135.2093 5.9431 137.958 2.1418 147.1011 5.9457 122.6622 -2.3291 171.5402 5.1986 166.4205 4.3466 104.5617 -1.5523 143.4592 5.0256 94.4284 4.8126 161.0349 0.4369 148.647 -1.1429 122.9351 -1.3009 167.915 -2.4399 125.406 -2.8304 137.8709 -2.433 111.1204 0.5851 111.4978 -2.6109 157.1308 0.6033 150.797 5.1963 142.7844 6.6298 114.6582 6.2671 105.2218 -2.5023 176.6979 5.8548 164.2633 5.9698 145.008 -2.4198 134.4064 -1.4326 163.623 1.865 156.2422
0.6213 -0.8133 148.9937 6.1338 152.089 4.0723 170.8014 6.007 135.8799 -0.2831 107.8353 -1.2485 134.0569 -2.5783 123.5112 6.6301 118.6554 -2.4522 164.932 -3.6841 100.4866 6.0476 118.0677 -2.9433 168.408 5.5616 120.1417 4.7664 176.652 -1.4327 168.1484 -1.8687 123.8256 -2.4723 113.1653 6.0838 147.4657 -3.8408 181.0724 5.7997 115.7055 -2.1233 106.9896 6.1296 126.8047 3.297 135.4606 5.6141 138.322 3.5616 147.4152 5.6466 123.0331 -0.5316 171.4556 5.4031 166.9618 5.8816 105.0326 -2.6991 143.1363 6.5741 94.9681 5.5283 161.5204 2.3047 148.8262 -2.9969 122.6343 0.5385 167.93 -1.3049 125.2153 -3.2697 137.4697 -2.2024 110.8453 2.3226 111.6472 -1.7389 156.8952 2.7147 150.9769 5.3625 143.2163 6.3715 115.0979 6.2711 105.6866 -3.2465 176.3405 5.4748 164.6258 6.0156 145.5261 -0.9654 134.2454 0.3727 163.5844 3.6261 156.5724
0.6256 0.955 149.0387 5.9966 152.5885 4.8084 171.2984 6.044 136.3462 -2.08 107.6063 -2.638 133.7552 -1.7246 123.2555 6.1999 118.9637 -4.2458 164.5826 -2.8853 100.0896 5.7244 118.471 -2.3552 168.1169 5.8999 120.6496 4.479 176.9005 0.0758 168.1196 -2.788 123.4976 -1.1539 112.9424 5.7976 147.8485 -3.3157 180.6711 6.0717 116.1582 -3.0561 106.6819 5.805 127.1159 4.9655 135.8788 5.3487 138.61 4.5098 147.8458 5.3016 123.3313 1.3624 171.5529 5.2933 167.4412 6.8539 105.5814 -3.5018 142.7327 7.5048 95.5751 5.759 161.9994 3.8647 149.1518 -3.231 122.1875 2.7405 168.1279 0.2178 125.1618 -2.9831 137.0842 -0.8047 110.6307 3.9708 111.9498 -0.496 156.7934 4.2604 151.3515 5.2052 143.6043 6.0085 115.4629 5.9956 106.0928 -3.513 175.9768 5.1403 164.9064 5.468 145.9867 0.8604 134.2644 2.1856 163.7482 4.8657 157.054
0.6299 2.7856 149.256 5.6832 153.0158 5.025 171.7758 5.8347 136.7574 -4.0746 107.3212 -3.7445 133.409 -0.4409 123.1403 5.9468 119.1944 -4.76 164.1079 -1.6987 99.8559 5.3374 118.7946 -1.3096 167.9369 5.899 121.1188 4.2544 177.101 1.6655 168.234 -3.1754 123.1448 0.761 112.9102 5.3733 148.158 -1.9115 180.41 6.0112 116.5739 -3.4268 106.3614 5.5115 127.3708 5.8855 136.4278 4.9329 138.8502 4.9824 148.3125 4.9926 123.5685 3.1473 171.8107 5.0251 167.8512 7.4608 106.1389 -2.7271 142.3112 7.8054 96.1727 5.8869 162.4358 4.8944 149.5847 -2.6924 121.8275 4.5023 168.5416 1.7501 125.2573 -2.1934 136.7774 0.6467 110.6156 5.1602 112.3812 0.9435 156.8341 5.1434 151.8101 4.9632 143.9335 5.6586 115.7504 5.6678 106.4276 -3.3217 175.6447 4.8645 165.131 5.1039 146.3105 3.0223 134.4586 3.6289 164.0726 5.5752 157.5992
0.6342 4.6051 149.6435 5.299 153.3546 4.9881 172.204 5.4653 137.1029 -6.8322 106.9933 -4.2627 133.0548 1.0922 123.1817 5.6581 119.3904 -4.1127 163.7041 -0.0071 99.7772 5.0786 119.0519 0.3639 167.8972 5.6198 121.5285 4.1817 177.2595 3.1097 168.4861 -3.1325 122.8128 2.4571 113.0693 5.0231 148.3921 -0.4061 180.3535 5.6928 116.9332 -3.1489 106.0706 5.2929 127.5768 5.9906 136.9792 4.7452 139.0282 5.116 148.7556 4.7813 123.7599 4.548 172.2165 4.7449 168.1824 7.1222 106.6836 -1.6922 142.0674 7.9937 96.7158 5.299 162.8382 5.4256 150.0512 -1.7571 121.5779 5.3693 169.071 3.2246 125.4873 -0.8808 136.6069 2.1534 110.7153 5.9213 112.8665 2.4229 157.0132 5.4987 152.2805 4.5906 144.2029 5.4382 115.9764 5.4161 106.6929 -1.8775 175.3717 4.6739 165.3099 4.7896 146.5743 4.5135 134.8686 4.5606 164.4944 5.8501 158.1343
0.6385 5.3114 150.1754 5.014 153.6214 4.8581 172.5706 5.1293 137.3718 -7.2612 106.6063 -4.0782 132.7289 2.7518 123.3669 5.5108 119.5451 -3.1521 163.4323 1.8801 99.8541 5.0518 119.2562 2.1329 168.0497 5.3197 121.8665 4.0982 177.3977 4.1987 168.8524 -1.4923 122.5239 3.9721 113.3497 4.8189 148.5766 1.2492 180.4341 5.4012 117.2256 -1.7434 105.8429 5.0714 127.7453 5.82 137.4577 4.5676 139.1717 5.1564 149.147 4.8086 123.9128 5.643 172.6992 4.6114 168.4422 6.6935 107.1089 -0.3395 141.9728 7.3674 97.2212 4.9603 163.1106 5.5984 150.4954 -0.347 121.4646 5.7557 169.5845 4.4894 125.8224 0.9428 136.6063 3.626 110.9163 6.5071 113.3346 4.1073 157.3265 5.5372 152.7135 4.4577 144.4038 5.3304 116.1626 5.3581 106.9003 -0.1668 175.3207 4.5249 165.4558 4.6076 146.7845 5.4353 135.3605 5.0575 164.9401 5.9243 158.6278
