#Time Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50
0.0 0.0 142.1058 0.0 143.4133 0.0 162.5755 0.0 127.694 0.0 99.1418 0.0 124.9232 0.0 115.4765 0.0 108.5591 0.0 156.6272 0.0 92.6355 0.0 108.5142 0.0 160.5587 0.0 111.4958 0.0 167.2166 0.0 161.2406 0.0 115.0716 0.0 105.801 0.0 138.9946 0.0 173.5541 0.0 108.0736 0.0 99.3815 0.0 116.1958 0.0 127.841 0.0 129.5169 0.0 139.1428 0.0 114.0625 0.0 165.1131 0.0 157.6994 0.0 97.146 0.0 134.2342 0.0 86.8739 0.0 153.8494 0.0 142.0913 0.0 114.3606 0.0 161.2142 0.0 118.1905 0.0 129.1971 0.0 103.8146 0.0 104.3512 0.0 149.4676 0.0 144.2999 0.0 134.7334 0.0 105.6228 0.0 96.4258 0.0 168.3886 0.0 155.3466 0.0 135.5738 0.0 127.3135 0.0 156.5103 0.0 149.1276
0.0043 -42.3055 142.9848 -42.6243 144.3049 -48.809 163.5112 -37.7852 128.5496 -28.7357 100.0092 -36.929 125.8466 -33.9351 116.4127 -31.7343 109.4652 -46.8905 157.4802 -26.6851 93.5358 -31.725 109.4401 -48.1584 161.4545 -32.6752 112.4371 -50.2741 168.0787 -48.3597 162.086 -33.7923 115.9885 -30.7973 106.6788 -41.2818 139.8068 -52.218 174.405 -31.5549 108.9012 -28.7988 100.1978 -34.1697 117.1502 -37.8554 128.7708 -38.3475 130.3262 -41.4339 140.0911 -33.4645 114.9023 -49.5894 165.9432 -47.2678 158.6479 -28.1184 98.0658 -39.7507 135.1791 -24.8702 87.826 -46.0097 154.6731 -42.2866 142.9253 -33.5664 115.2497 -48.3594 162.0851 -34.7737 119.0495 -38.2852 130.1296 -30.1661 104.6334 -30.3354 105.2555 -44.6431 150.3547 -43.0338 145.126 -39.8761 135.578 -30.7381 106.5213 -27.8876 97.3387 -50.6244 169.2523 -46.4948 156.1833 -40.3073 136.533 -37.6735 128.1968 -46.8605 157.3857 -44.5442 150.0383
0.0086 -34.9323 138.8102 -35.6318 140.0406 -41.058 158.3077 -30.7681 124.9475 -22.7381 97.3383 -30.3283 122.0584 -27.0473 112.9239 -25.137 106.3369 -39.4353 152.9415 -20.6268 90.9938 -25.2912 106.2436 -39.9107 156.549 -26.1366 109.0766 -42.2151 163.1239 -40.4964 157.4342 -26.9278 112.5909 -24.1873 103.7663 -33.9783 136.0598 -44.364 169.3078 -24.8974 106.0633 -22.5606 97.6785 -27.3092 113.5637 -31.1312 124.8483 -31.7229 126.8624 -34.6287 135.6699 -26.9714 111.8202 -41.8875 161.2438 -39.6576 153.5582 -21.5844 95.3053 -32.662 130.9964 -18.756 85.3548 -38.0471 150.3793 -35.0251 138.9663 -26.7302 111.9786 -40.3321 157.2931 -28.307 115.7592 -31.5628 126.1458 -23.4827 101.9776 -23.7527 102.3089 -37.0605 145.8823 -35.7197 141.113 -32.8753 131.8261 -24.0861 103.5476 -21.3803 94.6279 -42.8676 164.2569 -38.8462 151.7732 -33.0153 132.1964 -30.5205 124.4907 -39.3843 152.7309 -37.1659 145.4578
0.0129 -22.7147 139.2484 -22.9657 140.4836 -27.1174 158.7387 -19.6937 125.4025 -13.5974 97.846 -19.0042 122.5547 -17.0143 113.4459 -15.5845 106.8681 -25.7709 153.3384 -12.1833 91.5392 -15.5891 106.7781 -26.7506 156.9543 -16.2007 109.6126 -28.2389 163.5063 -26.8975 157.8161 -16.9763 113.1019 -15.0 104.2693 -22.1516 136.4703 -29.4276 169.6678 -15.526 106.5315 -13.5839 98.1568 -17.1537 114.1114 -19.6402 125.349 -20.112 127.2901 -22.0718 136.1552 -16.8109 112.2897 -27.7021 161.6177 -26.0875 154.0076 -13.1221 95.8592 -20.9085 131.4848 -11.0492 85.9511 -25.1689 150.7618 -22.7538 139.3796 -16.8421 112.4748 -26.8962 157.6963 -17.6019 116.2298 -19.8707 126.6453 -14.6509 102.4438 -14.6545 102.8334 -24.388 146.3088 -23.3233 141.5213 -21.1739 132.2569 -14.9491 104.0694 -13.0206 95.1723 -28.1909 164.6322 -25.6772 152.1724 -21.375 132.6968 -19.5429 124.9642 -25.8884 153.1398 -24.2719 145.8999
0.0171 -13.1496 139.5361 -13.389 140.7657 -15.55 158.9848 -11.5801 125.7186 -7.7642 98.2535 -11.281 122.9142 -10.3359 113.8345 -9.4735 107.2562 -14.6664 153.5711 -7.0468 91.9782 -9.383 107.1771 -15.3333 157.1983 -9.7801 110.0114 -16.1095 163.7168 -15.3851 158.0431 -10.2258 113.4846 -8.9609 104.6578 -12.7055 136.7366 -16.5674 169.8723 -9.0998 106.8865 -7.8467 98.5367 -10.641 114.4973 -11.823 125.6962 -11.6592 127.5814 -13.0315 136.4762 -9.9035 112.6356 -15.8287 161.8291 -15.1993 154.2627 -7.8423 96.29 -12.5217 131.8228 -6.3944 86.4268 -14.2436 150.9851 -13.0062 139.6494 -10.082 112.8469 -15.3566 157.9252 -10.3564 116.578 -11.8506 126.9949 -8.3568 102.8103 -8.7128 103.2369 -13.9179 146.5783 -13.4106 141.7853 -12.2229 132.5479 -8.9633 104.4626 -7.6584 95.5991 -16.0501 164.8488 -14.8509 152.3947 -13.0641 133.0253 -11.5904 125.2969 -14.7351 153.3759 -14.1101 146.1726
0.0214 -5.9573 139.994 -6.0178 141.2229 -7.2491 159.443 -5.0121 126.1864 -2.8042 98.7786 -4.9085 123.439 -4.2572 114.3812 -3.8551 107.7779 -6.7654 153.9905 -2.3277 92.5236 -3.7696 107.718 -7.0109 157.6415 -3.9762 110.5615 -7.3843 164.1209 -6.9823 158.4553 -4.1761 114.0188 -3.4027 105.1753 -5.6092 137.1506 -7.7967 170.2653 -3.5657 107.366 -2.8646 99.0225 -4.5214 115.0394 -5.2057 126.2129 -5.0395 128.0139 -5.8421 136.9909 -3.9944 113.1149 -7.2595 162.2205 -7.017 154.7316 -2.8559 96.8373 -5.5186 132.3444 -1.9946 87.0008 -6.5366 151.3861 -5.7997 140.0793 -4.1046 113.3628 -7.1347 158.3406 -4.2771 117.0673 -5.2291 127.5161 -3.1341 103.2953 -3.3827 103.769 -6.2957 147.034 -5.9581 142.2083 -5.3319 132.9951 -3.5181 104.9847 -2.7256 96.1464 -7.4606 165.261 -6.7257 152.797 -5.8029 133.5451 -5.0398 125.7854 -6.734 153.8083 -6.4522 146.6335
0.0257 -1.4372 140.6113 -1.4508 141.8511 -2.118 160.1186 -0.8336 126.7856 0.3451 99.3717 -0.8503 124.0784 -0.4422 115.0266 -0.1643 108.3967 -1.9009 154.5969 0.6061 93.132 -0.0858 108.3567 -2.0459 158.2855 -0.2409 111.2114 -2.2542 164.7493 -1.9948 159.0642 -0.4284 114.6487 0.0331 105.7745 -1.2331 137.7238 -2.5196 170.8827 -0.0149 107.9395 0.3196 99.5759 -0.5397 115.6934 -0.9581 126.8594 -0.8712 128.5834 -1.3284 137.6624 -0.2838 113.7003 -2.2206 162.8157 -2.0847 155.4109 0.3812 97.4601 -1.194 133.0022 0.899 87.6394 -1.7786 151.977 -1.3785 140.6693 -0.399 113.9728 -2.0786 158.9623 -0.4545 117.6642 -1.063 128.1621 0.2221 103.8604 0.0884 104.3865 -1.5981 147.6671 -1.4058 142.7931 -1.0294 133.5933 0.0501 105.6016 0.4841 96.7725 -2.3228 165.884 -1.8884 153.3948 -1.3067 134.2174 -0.9126 126.3988 -1.8892 154.4373 -1.6833 147.2773
0.03 1.0858 141.3544 0.964 142.6096 0.6361 160.9506 1.3462 127.4916 2.1255 100.0383 1.4382 124.8265 1.6773 115.7712 1.6477 109.1082 0.8148 155.3428 2.2867 93.8119 1.738 109.0859 0.7764 159.0775 1.6893 111.9558 0.5241 165.5284 0.7749 159.8153 1.7133 115.3758 1.965 106.4587 1.0935 138.4109 0.5326 171.6549 1.8435 108.5936 2.1236 100.2029 1.429 116.454 1.321 127.6209 1.2661 129.2567 1.1232 138.4619 1.6649 114.3735 0.6567 163.5566 0.6813 156.2429 2.0582 98.1631 1.2404 133.7826 2.37 88.3507 0.8089 152.6978 1.1112 141.3785 1.7176 114.6773 0.6682 159.7334 1.6675 118.3551 1.3773 128.9235 2.0354 104.4999 1.9251 105.089 1.0066 148.4338 1.0601 143.5012 1.2378 134.3021 1.8397 106.304 2.1164 97.4737 0.6302 166.66 0.7116 154.129 1.0721 135.0177 1.3885 127.1213 0.8253 155.2066 0.8585 148.0617
0.0343 2.0614 142.1484 1.8295 143.4049 1.8095 161.8368 2.1578 128.2258 2.793 100.7323 2.3827 125.6207 2.4514 116.5548 2.0279 109.8264 1.931 156.1488 2.7928 94.5169 2.2961 109.8294 1.9015 159.9318 2.398 112.7232 1.4608 166.35 1.8764 160.6241 2.4794 116.1426 2.5733 107.174 1.7828 139.1258 1.7297 172.4964 2.4441 109.2659 2.69 100.8575 1.893 117.2275 2.2422 128.4214 1.9085 129.9496 2.1403 139.3055 2.1679 115.0616 1.76 164.3566 1.6795 157.1241 2.5879 98.8821 2.2199 134.6154 2.7643 89.071 1.7772 153.4606 2.1158 142.1311 2.4846 115.4212 1.8313 160.56 2.4177 119.0826 2.2236 129.7362 2.6545 105.1655 2.6271 105.8153 2.017 149.2548 2.0614 144.2515 2.018 135.0404 2.2655 107.0171 2.5271 98.1832 1.8005 167.5018 1.4621 154.8967 1.854 135.8511 2.2457 127.8867 1.935 156.0306 1.95 148.8932
0.0386 1.7062 142.8996 1.5251 144.147 1.6786 162.687 1.7921 128.9092 2.7037 101.3818 2.3324 126.3736 2.2067 117.2881 1.1535 110.4639 1.9696 156.92 2.484 95.1657 1.8056 110.5095 1.9168 160.7484 2.0752 113.4385 1.203 167.1179 1.7858 161.3951 2.3177 116.8625 2.2417 107.836 1.3096 139.784 1.7807 173.3026 2.1248 109.8892 2.4369 101.4644 1.1434 117.9202 1.732 129.1803 1.3332 130.5819 1.8507 140.1108 1.7006 115.6905 1.4791 165.119 1.5367 157.9573 2.0528 99.5448 2.1814 135.4066 2.1688 89.7267 1.5565 154.1797 1.6443 142.8485 2.2696 116.1177 1.4373 161.3497 2.1031 119.7622 2.0348 130.5007 2.3983 105.784 2.0382 106.495 1.9308 150.0343 1.5858 144.9665 1.7605 135.7301 1.6921 107.6637 2.0852 98.8298 1.8703 168.3095 0.9197 155.6017 1.4477 136.6218 1.8278 128.6046 1.7256 156.8192 1.4705 149.6856
0.0428 0.6347 143.5124 0.0801 144.7563 0.5117 163.4053 0.3387 129.472 2.3215 101.9391 1.6552 127.0246 1.3904 117.902 -0.3046 110.9276 1.2687 157.5899 1.7433 95.6926 0.7187 111.0517 1.169 161.4559 0.6618 114.0272 0.1241 167.7528 0.933 162.0514 1.6199 117.475 1.4262 108.3796 0.0382 140.3085 1.0246 174.0018 0.6723 110.4007 1.7545 101.9683 -0.2893 118.4354 0.5344 129.7775 0.0755 131.0793 0.7629 140.7765 0.5779 116.1922 0.386 165.7445 0.242 158.6581 0.5811 100.0583 1.4388 136.0875 0.4902 90.2202 -0.0095 154.7817 0.5173 143.4205 1.5043 116.7047 0.3067 161.9881 1.2008 120.3237 1.1642 131.1443 1.7279 106.2994 1.0157 107.0238 1.1053 150.7003 0.4591 145.5354 0.6292 136.304 0.51 108.1667 1.0586 99.3446 1.1842 169.0139 -0.411 156.1556 0.2669 137.2453 0.757 129.1846 0.7626 157.4747 0.1497 150.3178
0.0471 -0.5574 143.9247 -1.5196 145.1044 -0.5133 163.8885 -1.1297 129.7838 1.5434 102.3578 0.7429 127.5237 0.3624 118.3375 -2.161 111.1435 0.2928 158.1059 0.5572 96.0396 -1.1849 111.3804 0.2563 161.9976 -0.5781 114.3419 -1.0666 168.1878 -0.0668 162.538 0.6542 117.9251 0.2706 108.7437 -1.6866 140.6241 0.0502 174.5386 -0.642 110.6622 0.6544 102.3158 -1.9794 118.6927 -0.726 130.1512 -1.3444 131.3724 -0.2784 141.2228 -0.8833 116.4976 -0.8231 166.1754 -1.1846 159.102 -1.1254 100.2949 0.5274 136.6036 -1.5383 90.4066 -1.2983 155.1198 -0.6785 143.8004 0.4586 117.1275 -0.9349 162.4179 0.12 120.7108 0.0826 131.6056 0.7434 106.6604 -0.3251 107.3476 0.1428 151.1954 -0.7533 145.9108 -0.9053 136.6782 -1.272 108.4511 -0.9728 99.6482 0.2624 169.5609 -1.8765 156.481 -1.4267 137.6367 -0.4602 129.5684 -0.2847 157.9442 -1.1379 150.7052
0.0514 -1.6281 144.1512 -2.4978 145.219 -1.3637 164.1964 -2.1469 129.908 0.2823 102.6298 -0.3725 127.848 -0.7735 118.5982 -3.9706 111.1638 -0.7588 158.4495 -0.9681 96.2203 -2.5779 111.4461 -0.6366 162.3672 -1.7994 114.5096 -2.3044 168.4343 -0.9712 162.8549 -0.5163 118.2052 -1.0454 108.9455 -2.9841 140.6997 -0.9112 174.9009 -1.9946 110.7964 -0.7801 102.5104 -3.5959 118.7375 -1.804 130.3418 -2.9181 131.4854 -1.1639 141.4963 -2.4965 116.6238 -1.8733 166.4239 -2.0374 159.3074 -3.0669 100.3777 -0.4689 136.9435 -3.9184 90.4359 -2.3245 155.2935 -1.7125 144.0029 -0.7399 117.3785 -1.9947 162.6566 -1.0318 120.9393 -1.0946 131.8759 -0.3934 106.881 -1.7492 107.5074 -0.7681 151.5192 -1.7834 146.1162 -1.7012 136.8234 -3.2494 108.5256 -2.4668 99.705 -0.6919 169.9374 -3.3261 156.6093 -2.5414 137.7483 -1.61 129.7689 -1.2108 158.241 -2.191 150.9016
0.0557 -2.3815 144.2477 -2.9972 145.2495 -1.8012 164.384 -2.6806 129.947 -1.8428 102.7506 -2.2234 128.0108 -1.7738 118.7328 -5.1527 111.0591 -2.4482 158.6403 -2.6998 96.2737 -3.1871 111.4444 -1.35 162.5994 -2.4652 114.5646 -2.6608 168.514 -1.5967 163.051 -2.3833 118.3378 -2.2896 109.0312 -3.347 140.6644 -1.6439 175.1191 -2.7762 110.8336 -3.3018 102.5783 -4.494 118.6174 -2.4747 130.4036 -3.2643 131.4228 -1.6667 141.6536 -2.8793 116.5945 -2.5923 166.5418 -2.4463 159.4219 -4.1461 100.3512 -1.6777 137.1384 -5.1513 90.3562 -2.7977 155.3604 -2.3528 144.0904 -2.3668 117.4934 -2.6877 162.763 -1.965 121.0462 -2.1724 131.9989 -1.5319 106.9917 -2.8191 107.55 -1.4324 151.7165 -2.4197 146.201 -2.1415 136.9094 -3.7776 108.4509 -3.4113 99.7188 -1.661 170.1687 -3.9087 156.5707 -2.9205 137.7533 -2.4493 129.8416 -1.8117 158.4132 -2.8174 150.9702
0.06 -2.6417 144.2702 -2.8453 145.2456 -1.7868 164.5156 -2.5759 129.9453 -2.2451 102.7037 -2.1587 127.9455 -2.6674 118.7806 -4.2346 110.844 -2.43 158.5947 -5.0853 96.2468 -2.9756 111.4213 -2.1075 162.7387 -2.4581 114.5747 -2.2023 168.5785 -1.8196 163.1708 -2.8002 118.2658 -3.2504 109.0416 -3.0406 140.634 -2.6265 175.2478 -2.7337 110.8318 -4.3429 102.4632 -3.7942 118.443 -2.5845 130.4068 -2.8742 131.3821 -1.7178 141.754 -2.566 116.5836 -2.8221 166.5868 -2.3258 159.4959 -4.04 100.2729 -2.401 137.1684 -4.9064 90.2202 -2.7086 155.388 -2.4853 144.1199 -3.2846 117.4422 -2.8667 162.7991 -2.3712 121.0814 -3.3231 132.0086 -2.5248 107.0355 -3.1265 107.5356 -1.6927 151.8333 -2.5379 146.2292 -1.9971 136.9616 -3.3835 108.3939 -3.3054 99.702 -2.4671 170.268 -3.3552 156.5099 -2.662 137.7489 -2.7375 129.8393 -1.9541 158.5161 -2.8914 150.9814
0.0643 -2.5267 144.277 -2.2436 145.2701 -1.3737 164.6457 -2.0015 129.9653 -2.2539 102.7193 -1.92 127.9722 -2.4739 118.7387 -3.1678 110.7731 -2.054 158.6241 -4.2592 96.0706 -2.1698 111.4284 -1.7472 162.7675 -1.8639 114.5931 -1.5209 168.7007 -1.9771 163.2652 -2.3531 118.2305 -3.4459 109.0058 -2.3543 140.6429 -1.9741 175.2314 -2.1082 110.8358 -3.8649 102.3769 -2.8912 118.3904 -2.1605 130.4138 -2.1318 131.3979 -1.3383 141.8468 -1.8022 116.6141 -2.6168 166.617 -1.7378 159.5866 -3.2238 100.2006 -1.774 137.1481 -3.9278 90.0929 -2.1407 155.4334 -2.0738 144.1468 -2.6042 117.3611 -2.511 162.8261 -2.6069 121.0943 -2.4888 131.8706 -2.668 107.0291 -2.6459 107.5154 -1.9574 151.9211 -2.1058 146.2569 -1.4408 137.0337 -2.4708 108.3763 -2.4068 99.7054 -1.7865 170.2765 -2.5545 156.5351 -2.0029 137.785 -2.7151 129.8225 -1.6658 158.6022 -2.425 150.9975
0.0686 -1.926 144.2968 -1.4364 145.3683 -0.7471 164.8159 -1.2367 130.0473 -1.7209 102.7601 -1.3649 128.0298 -1.4315 118.7436 -1.8477 110.8203 -1.5257 158.7071 -2.949 96.0381 -1.2171 111.5098 -0.9759 162.8712 -1.124 114.6703 -0.6845 168.9019 -1.1302 163.3325 -1.7067 118.2636 -1.9972 108.9547 -1.4639 140.7343 -1.2917 175.3557 -1.2741 110.889 -2.8299 102.3538 -1.7143 118.4561 -1.4812 130.468 -1.2156 131.5001 -0.7381 141.9767 -0.9105 116.7186 -2.1498 166.6677 -1.0152 159.7482 -2.164 100.1886 -1.1962 137.2407 -2.7169 90.0395 -1.3829 155.5378 -1.513 144.2168 -1.8491 117.3865 -2.0993 162.8915 -1.5218 121.0716 -1.7635 131.9161 -1.4461 107.0269 -1.8796 107.5301 -0.9526 151.9672 -1.4803 146.3296 -0.7411 137.1631 -1.3837 108.4436 -1.301 99.7696 -1.1863 170.4114 -1.512 156.6617 -1.1874 137.9089 -1.9732 129.8074 -1.3844 158.7147 -1.7157 151.0668
0.0728 -0.7352 144.3916 -0.4701 145.5629 -0.0047 165.06 -0.3072 130.2175 -0.8597 102.8396 -0.6974 128.1402 -0.4986 118.8847 -0.6148 110.9921 -0.8491 158.8407 -1.5037 96.0831 -0.1678 111.6789 -0.1896 163.0825 -0.2021 114.8248 0.2754 169.1792 -0.2374 163.5159 -0.8738 118.3567 -0.8274 109.0618 -0.4161 140.9201 -0.457 175.5488 -0.2863 111.0183 -1.6302 102.3919 -0.5453 118.6499 -0.8145 130.6111 -0.1858 131.6879 -0.0969 142.1806 0.0777 116.899 -0.8326 166.7659 -0.1255 159.9916 -0.9963 100.2763 -0.4385 137.3874 -1.3672 90.0946 -0.4567 155.7281 -0.7912 144.3461 -0.934 117.4775 -0.956 162.9984 -0.5109 121.1941 -0.8709 132.0348 -0.401 107.1424 -0.8896 107.6078 -0.1519 152.1654 -0.8458 146.4707 0.1308 137.3619 -0.278 108.6101 -0.16 99.9191 -0.432 170.5966 -0.3791 156.8866 -0.208 138.1276 -0.8154 129.8896 -0.2624 158.8474 -0.9629 151.2299
0.0771 0.2395 144.6446 0.5127 145.8396 0.7145 165.3689 0.6139 130.4612 -0.0096 102.9685 0.0184 128.3164 0.4005 119.0819 0.6179 111.2609 -0.062 159.0407 -0.303 96.2119 0.813 111.9362 0.5941 163.347 0.6464 115.0669 1.2224 169.5237 0.6497 163.7784 -0.0084 118.5221 0.2171 109.23 0.6233 141.182 0.3644 175.8089 0.6208 111.2255 -0.5043 102.4938 0.6319 118.9413 0.3741 130.807 0.8561 131.95 0.7782 142.4342 1.0309 117.1505 0.179 167.0353 0.7855 160.3143 -0.0234 100.4564 0.3176 137.6057 -0.2733 90.2631 0.5054 155.9907 0.4284 144.5454 -0.0507 117.6354 0.1777 163.2525 0.4477 121.396 -0.0121 132.2366 0.5453 107.3077 0.3534 107.775 0.7006 152.4249 0.4115 146.6598 0.99 137.6332 0.7954 108.8577 0.8668 100.1465 0.3434 170.8466 0.7544 157.1956 0.7753 138.4328 0.1919 130.1133 0.6484 159.1276 0.1784 151.4594
0.0814 1.1803 144.941 1.5261 146.1898 1.8023 165.7149 1.5764 130.7697 0.8411 103.1288 0.6637 128.5384 1.192 119.351 1.7654 111.6289 0.541 159.2951 0.7279 96.4109 1.7945 112.2589 1.3519 163.6621 1.5982 115.3584 2.171 169.9257 1.4556 164.092 0.6699 118.7438 1.1212 109.4662 1.6732 141.5171 1.1603 176.1147 1.5637 111.4865 0.3718 102.6678 1.7629 119.334 1.4047 131.138 1.8692 132.2859 1.7686 142.774 1.9755 117.4657 1.1741 167.3473 1.7302 160.7045 1.2902 100.703 1.0227 137.8757 1.1027 90.5011 1.4931 156.3181 1.424 144.8606 0.7359 117.854 1.2214 163.5888 1.3146 121.6568 0.8112 132.4995 1.3985 107.5269 1.3654 108.0581 1.466 152.7383 1.4308 146.9797 1.8697 137.9536 1.7966 109.1837 1.832 100.4446 1.0947 171.1372 1.8605 157.5842 1.7678 138.8175 1.1308 130.3926 1.5483 159.4571 1.3335 151.8008
0.0857 2.0728 145.3076 2.542 146.6059 2.6563 166.1667 2.5648 131.1416 1.9379 103.3538 1.7747 128.797 1.9971 119.6637 2.8134 112.0717 1.6951 159.5701 1.6387 96.6734 2.6732 112.6567 2.1051 164.0174 2.5914 115.7353 3.0485 170.3801 2.255 164.448 1.682 118.9989 1.9849 109.7607 2.6639 141.9135 1.9378 176.4641 2.5847 111.8108 1.4929 102.8778 2.8098 119.8037 2.3353 131.5298 2.8125 132.6812 2.5963 143.1868 2.8246 117.8378 2.1055 167.7283 2.6685 161.1589 2.3397 101.0765 1.793 138.191 2.2415 90.8804 2.5826 156.706 2.3546 145.2254 1.6275 118.1201 2.1703 163.994 2.1295 121.9653 1.6292 132.8223 2.1734 107.7935 2.2808 108.3957 2.2313 153.0914 2.3533 147.3472 2.7136 138.3287 2.726 109.5719 2.6918 100.8066 1.8445 171.4729 2.8946 158.0391 2.6876 139.2729 2.034 130.74 2.3503 159.8417 2.3301 152.2271
0.09 2.8949 145.7249 3.5237 147.0902 3.4172 166.6517 3.461 131.5775 2.7049 103.6698 2.5436 129.1776 2.7888 120.0348 3.7186 112.5761 2.5577 159.9646 2.6223 96.9987 3.5436 113.0991 2.8461 164.4139 3.3657 116.1803 3.8133 170.8761 2.9918 164.8464 2.5841 119.3577 2.7757 110.1053 3.5833 142.3623 2.8068 176.8552 3.3892 112.2025 2.5015 103.1867 3.6885 120.3375 3.1547 131.9802 3.658 133.1227 3.3202 143.6393 3.6187 118.2525 2.971 168.1554 3.572 161.6727 3.2199 101.5075 2.718 138.5579 3.2 91.3266 3.4907 157.1638 3.1515 145.6393 2.6034 118.4549 3.0377 164.4461 2.8691 122.3203 2.6198 133.1943 2.9459 108.0987 3.062 108.7886 2.9371 153.4875 3.1632 147.7625 3.5717 138.7484 3.5605 110.0181 3.5753 101.2208 2.802 171.8507 3.7912 158.5466 3.6005 139.7813 2.8325 131.1395 3.104 160.2646 3.2048 152.708
0.0943 3.6477 146.1832 4.2598 147.6303 4.0393 167.169 4.1653 132.0579 3.3972 104.0049 3.2554 129.5797 3.6128 120.4478 4.4546 113.1252 3.3181 160.3889 3.5112 97.3916 4.2957 113.5974 3.63 164.8548 4.038 116.6596 4.4516 171.403 3.7214 165.2757 3.3395 119.7632 3.6356 110.4913 4.417 142.858 3.6179 177.3037 4.0674 112.6256 3.2737 103.546 4.4312 120.9184 3.8522 132.4689 4.3763 133.6004 3.9406 144.1238 4.3674 118.7023 3.7593 168.6227 4.2588 162.238 3.949 101.9836 3.4358 139.0015 4.0077 91.8265 4.213 157.6604 3.8555 146.0863 3.3902 118.8633 3.8209 164.9405 3.6475 122.7139 3.425 133.6479 3.7811 108.4417 3.7447 109.2201 3.6979 153.912 3.8769 148.2123 4.2469 139.2154 4.3591 110.5057 4.3013 101.6879 3.5306 172.2978 4.5357 159.0952 4.3599 140.3431 3.6126 131.5811 3.7853 160.7231 3.9583 153.2324
0.0986 4.4501 146.6747 4.7617 148.1868 4.5197 167.7036 4.6521 132.5545 4.1272 104.3635 3.8655 130.0117 4.2773 120.9136 4.8999 113.6931 3.9433 160.8416 4.1806 97.8269 4.7867 114.1184 4.2065 165.3386 4.5619 117.1581 4.8876 171.9395 4.3772 165.7427 3.9855 120.1951 4.2962 110.9313 4.8736 143.3873 4.2354 177.7874 4.5914 113.0657 3.958 103.9328 4.8817 121.5206 4.4291 132.9848 4.9042 134.095 4.4292 144.6289 4.9012 119.1741 4.5338 169.1211 4.7163 162.8176 4.511 102.4876 4.0259 139.4677 4.6184 92.3561 4.7245 158.1737 4.4412 146.5587 4.0349 119.2958 4.5177 165.4668 4.3286 123.1531 4.0835 134.138 4.5574 108.8253 4.3557 109.6807 4.2968 154.3852 4.4646 148.6885 4.6968 139.6934 4.8273 111.0265 4.8574 102.1684 4.1277 172.768 5.0129 159.6589 4.8033 140.9354 4.3849 132.0622 4.4033 161.206 4.5555 153.7845
0.1028 4.8046 147.2114 5.0327 148.7312 4.8284 168.2335 4.947 133.0432 5.1097 104.737 4.4529 130.4631 4.8366 121.3859 5.1006 114.2427 4.4801 161.3108 4.6847 98.2765 5.1334 114.6188 4.6114 165.8268 4.9434 117.6526 5.1098 172.4618 4.7277 166.2295 4.5483 120.6467 4.8605 111.3798 5.0923 143.8912 4.6759 178.2784 4.9639 113.5026 4.5464 104.3398 5.1352 122.1042 4.8487 133.5097 5.1186 134.5865 4.7572 145.1345 5.1497 119.6345 4.9769 169.6554 4.9727 163.3826 4.9143 102.995 4.4943 139.9467 4.9978 92.89 5.0209 158.6791 4.8849 147.0409 4.5564 119.7463 5.0542 166.0094 4.8543 123.6086 4.5886 134.6437 5.264 109.2115 5.0599 110.1534 4.6613 154.8676 4.8655 149.1719 4.9744 140.1582 5.0745 111.5285 5.3655 102.6322 4.5835 173.2484 5.2924 160.2057 5.025 141.5032 4.8019 132.5838 4.8539 161.7078 4.9415 154.3414
